,Keyword,Top Ranked URL,Rank,Rank Change,Search Volume,Ranking Difficulty,Broad Cost Per Click,Phrase Cost Per Click,Exact Cost Per Click,SEO Clicks,SEO Clicks Change,Total Monthly Clicks,Mobile Search Percent,Desktop Search Percent,Searches Not Clicked Percent,Paid Clicks Percent,Organic Clicks Percent,Broad Monthly Cost,Phrase Monthly Cost,Exact Monthly Cost,Ads,Number of Ranking Homepages
61212,rent to own contract example,https://www.homelight.com/blog/buyer-what-are-typical-rent-to-own-terms/,20,-2.0,180.0,45,2.11,,2.11,2,0.0,165.0,,,,,,258.41,,258.41,0,0
1337,how does rent to own work,https://www.homelight.com/blog/buyer-whats-the-catch-with-rent-to-own-homes/,13,3.0,2000.0,43,1.92,1.17,1.11,28,6.0,1300.0,0.6943558650105099,0.30564413498949,0.33333333333333304,0.0708154504918124,0.929184547362265,258.15,26.38,23.85,1,0
488779,buying and renting homes,https://www.homelight.com/blog/buyer-how-to-rent-your-house/,82,8.0,20.0,52,1.95,,4.59,0,0.0,,,,,,,248.1,0.0,0.0,0,3
417812,buy to rent property,https://www.homelight.com/blog/buyer-whats-the-catch-with-rent-to-own-homes/,87,4.0,28.0,97,3.3,4.21,4.07,0,0.0,0.0,,,,,,243.9,201.9,198.6,4,6
62395,rent to own homes ct,https://www.homelight.com/blog/buyer-how-to-find-rent-to-own-homes/,27,7.0,290.0,40,0.91,1.1,1.07,2,0.0,,,,,,,242.7,23.7,14.4,4,13
42540,rent to own homes ct,https://www.homelight.com/blog/buyer-how-to-find-rent-to-own-homes/,27,7.0,290.0,40,0.91,1.1,1.07,2,0.0,,,,,,,242.7,23.7,14.4,4,13
436599,brentwood tn mls,https://www.homelight.com/brentwood-tn/top-real-estate-agents,30,3.0,12.0,33,1.21,1.33,1.14,0,0.0,0.0,,,,,,242.4,6.6,4.5,9,4
3344,how to find homes for rent,https://www.homelight.com/blog/buyer-how-to-find-rental-homes/,2,6.0,180.0,80,0.67,0.76,0.79,16,12.0,120.0,0.786358024691358,0.213641975308642,0.33333333333333304,0.13888888503086402,0.861111087191359,240.0,24.3,21.6,1,30
50468,american rent to own,https://www.homelight.com/blog/buyer-rent-to-own-homes-programs/,4,3.0,44.0,55,1.17,0.92,1.1,2,1.0,26.0,,,,,,237.9,9.3,3.3,9,20
28736,rent to own townhouse,https://www.homelight.com/blog/buyer-how-to-find-rent-to-own-homes/,5,7.0,100.0,25,0.73,0.78,0.81,3,2.0,80.0,,,,,,236.4,55.5,34.2,12,10
34560,rent to own townhouse,https://www.homelight.com/blog/buyer-how-to-find-rent-to-own-homes/,5,7.0,100.0,25,0.73,0.78,0.81,3,2.0,80.0,,,,,,236.4,55.5,34.2,12,10
153083,rent to own homes in atlanta ga,https://www.homelight.com/blog/buyer-whats-the-catch-with-rent-to-own-homes/,69,-12.0,220.0,27,1.03,1.1,1.1,1,0.0,185.0,0.5418336483931949,0.458166351606805,0.17391304347826098,,,232.2,127.8,138.9,11,8
28721,home rental websites,https://www.homelight.com/blog/buyer-how-to-find-rental-homes/,87,-24.0,1200.0,99,1.42,1.77,1.74,3,-1.0,870.0,0.486045364389971,0.5139546356100291,0.23989218328841,0.223404254526935,0.776595741926966,230.1,118.5,105.3,4,48
263861,rent to own texas,https://www.homelight.com/blog/buyer-whats-the-catch-with-rent-to-own-homes/,85,7.0,44.0,23,0.83,0.88,0.87,0,0.0,32.0,,,,,,226.2,8.4,4.5,3,11
328372,rent to own texas,https://www.homelight.com/blog/buyer-whats-the-catch-with-rent-to-own-homes/,85,7.0,44.0,23,0.83,0.88,0.87,0,0.0,32.0,,,,,,226.2,8.4,4.5,3,11
113533,rent to own homes in ma,https://www.homelight.com/blog/buyer-how-to-find-rent-to-own-homes/,32,6.0,90.0,25,1.15,1.26,1.24,1,1.0,75.0,0.7139642857142858,0.286035714285714,0.16428571428571398,0.264957262692673,0.7350427287603191,224.1,166.2,172.2,4,5
89762,current house value,https://www.homelight.com/home-value-estimator,11,-3.0,44.0,53,1.89,2.67,2.91,1,0.0,44.0,,,,,,218.7,29.4,8.7,23,3
119589,current house value,https://www.homelight.com/home-value-estimator,11,-3.0,44.0,53,1.89,2.67,2.91,1,0.0,44.0,,,,,,218.7,29.4,8.7,23,3
87228,my rent to own,https://www.homelight.com/blog/buyer-whats-the-catch-with-rent-to-own-homes/,12,6.0,44.0,57,3.96,5.85,0.66,1,1.0,34.0,0.47,0.53,0.214285714285714,0.424242411386594,0.5757575583103771,218.68,23.32,108.3,17,23
109010,my rent to own,https://www.homelight.com/blog/buyer-whats-the-catch-with-rent-to-own-homes/,12,6.0,44.0,57,3.96,5.85,0.66,1,1.0,34.0,0.47,0.53,0.214285714285714,0.424242411386594,0.5757575583103771,218.68,23.32,108.3,17,23
139561,house for sale rent to own,https://www.homelight.com/blog/buyer-how-to-find-rent-to-own-homes/,13,-4.0,55.0,57,1.3,,1.3,1,0.0,28.0,,,,,,216.79,,216.79,3,11
69567,house for sale rent to own,https://www.homelight.com/blog/buyer-how-to-find-rent-to-own-homes/,13,-4.0,55.0,57,1.3,,1.3,1,0.0,28.0,,,,,,216.79,,216.79,3,11
4091,how much should i rent my house for,https://www.homelight.com/blog/buyer-how-much-will-my-home-rent-for/,4,0.0,320.0,33,1.44,2.65,2.77,14,0.0,230.0,0.4362851196670129,0.563714880332986,0.247311827956989,0.0999999985714286,0.899999987142857,215.7,55.2,54.9,5,1
409263,free rent to own agreements,https://www.homelight.com/blog/buyer-whats-the-catch-with-rent-to-own-homes/,29,-11.0,24.0,39,2.71,2.9,2.36,0,0.0,,,,,,,206.4,21.0,11.1,15,3
397197,michigan rent to own,https://www.homelight.com/blog/buyer-whats-the-catch-with-rent-to-own-homes/,61,12.0,40.0,30,0.88,0.43,0.43,0,0.0,0.0,,,,,,204.0,0.9,0.3,2,12
384906,myrenttoown,https://www.homelight.com/blog/buyer-whats-the-catch-with-rent-to-own-homes/,88,9.0,90.0,84,5.44,5.81,6.39,0,0.0,70.0,0.621627218934911,0.378372781065089,0.21538461538461498,0.42156862331795497,0.578431366878124,201.86,41.68,190.17,6,13
255453,myrenttoown,https://www.homelight.com/blog/buyer-whats-the-catch-with-rent-to-own-homes/,99,-81.0,90.0,92,5.44,5.81,6.39,0,-1.0,70.0,0.621627218934911,0.378372781065089,0.21538461538461498,0.42156862331795497,0.578431366878124,201.86,41.68,190.17,9,16
271075,myrenttoown,https://www.homelight.com/blog/buyer-whats-the-catch-with-rent-to-own-homes/,99,-81.0,90.0,92,5.44,5.81,6.39,0,-1.0,70.0,0.621627218934911,0.378372781065089,0.21538461538461498,0.42156862331795497,0.578431366878124,201.86,41.68,190.17,9,16
377780,myrenttoown,https://www.homelight.com/blog/buyer-whats-the-catch-with-rent-to-own-homes/,97,-14.0,90.0,84,5.44,5.81,6.39,0,0.0,70.0,0.621627218934911,0.378372781065089,0.21538461538461498,0.42156862331795497,0.578431366878124,201.86,41.68,190.17,7,15
140905,properties to rent,https://www.homelight.com/blog/buyer-how-to-find-rental-homes/,32,-8.0,90.0,27,0.92,0.66,0.54,1,0.0,44.0,,,,,,201.3,8.1,3.0,13,8
405042,rent to own homes austin tx,https://www.homelight.com/blog/buyer-whats-the-catch-with-rent-to-own-homes/,29,1.0,44.0,42,1.22,1.29,1.23,0,0.0,40.0,0.374218496484586,0.625781503515414,0.116279069767442,0.18421052146814398,0.815789452216067,200.4,42.0,66.3,2,18
462706,own rental property,https://www.homelight.com/blog/buyer-how-to-rent-your-house/,71,-27.0,105.0,91,1.34,,,0,0.0,70.0,,,,,,198.3,,,4,0
6872,can i rent my house,https://www.homelight.com/blog/buyer-how-to-rent-your-house/,4,1.0,200.0,47,2.99,3.42,2.82,9,2.0,80.0,,,,,,195.0,36.3,8.7,4,3
160860,rent to buy homes in florida,https://www.homelight.com/blog/buyer-how-to-find-rent-to-own-homes/,25,16.0,165.0,32,0.7,1.2,1.36,1,0.0,110.0,,,,,,193.5,1.1,2.21,7,7
131948,bad credit rent to own homes,https://www.homelight.com/blog/buyer-whats-the-catch-with-rent-to-own-homes/,46,-30.0,340.0,22,1.59,2.11,1.22,1,-3.0,190.0,0.778,0.222,0.44,,,192.6,1.58,23.7,4,10
63819,new homes rent to own,https://www.homelight.com/blog/buyer-rent-to-own-homes-programs/,4,8.0,42.0,39,0.76,1.0,1.0,2,1.0,44.0,,,,,,192.0,6.3,2.7,2,16
159780,rent to own homes in colorado,https://www.homelight.com/blog/buyer-whats-the-catch-with-rent-to-own-homes/,57,-1.0,180.0,22,1.0,1.07,1.06,1,0.0,140.0,0.687051400430902,0.31294859956909804,0.21052631578947398,,,189.3,231.6,193.5,8,16
307,how to rent a house,https://www.homelight.com/blog/buyer-how-to-rent-your-house/,4,5.0,1400.0,59,1.61,1.33,1.47,60,32.0,1300.0,0.533938699338716,0.46606130066128404,0.484076433121019,0.0864197525529645,0.9135802412741959,187.8,32.4,27.0,4,9
158093,rental listing,https://www.homelight.com/blog/buyer-how-to-rent-your-house/,85,-31.0,320.0,98,0.75,0.7,0.49,1,-1.0,180.0,0.41860202260559204,0.581397977394408,0.41463414634146295,0.249999989583334,0.7499999687500011,181.8,6.9,0.0,10,23
417690,denver rent to own homes,https://www.homelight.com/blog/buyer-how-to-find-rent-to-own-homes/,28,2.0,12.0,35,1.07,1.04,1.13,0,0.0,12.0,,,,,,181.5,7.5,6.6,5,22
240595,denver rent to own homes,https://www.homelight.com/blog/buyer-how-to-find-rent-to-own-homes/,28,2.0,12.0,35,1.07,1.04,1.13,0,0.0,12.0,,,,,,181.5,7.5,6.6,5,22
342126,house for sale in brentwood tn,https://www.homelight.com/brentwood-tn/top-real-estate-agents,50,3.0,90.0,31,1.27,,1.27,0,0.0,70.0,,,,,,180.82,,180.82,5,12
371069,retirement rental,https://www.homelight.com/blog/rental-income-for-retirement/,38,33.0,20.0,39,0.94,1.96,1.96,0,0.0,,,,,,,177.6,0.0,5.91,5,10
391477,retirement rental,https://www.homelight.com/blog/rental-income-for-retirement/,38,33.0,20.0,39,0.94,1.96,1.96,0,0.0,,,,,,,177.6,0.0,5.91,5,10
33790,current market value of home,https://www.homelight.com/blog/fair-market-value/,12,0.0,220.0,58,1.77,2.23,2.23,3,0.0,210.0,0.225701303155007,0.774298696844993,0.0555555555555556,0.17647058650518999,0.823529403690888,176.7,61.5,51.0,15,1
140898,best buy rent to own,https://www.homelight.com/blog/buyer-how-to-find-rent-to-own-homes/,29,-1.0,220.0,95,2.13,,2.13,1,0.0,220.0,0.683920285544319,0.31607971445568106,0.195121951219512,0.303030293847567,0.6969696758494038,176.57,,176.57,5,17
150171,rent out apartment,https://www.homelight.com/blog/should-i-sell-my-apartment-or-rent-it-out/,24,-7.0,90.0,57,1.99,1.59,2.07,1,0.0,38.0,,,,,,171.0,41.4,12.3,5,0
165082,rent out apartment,https://www.homelight.com/blog/should-i-sell-my-apartment-or-rent-it-out/,24,-7.0,90.0,57,1.99,1.59,2.07,1,0.0,38.0,,,,,,171.0,41.4,12.3,5,0
373925,homes for sale in renton wa,https://www.homelight.com/best-time-to-sell-house/renton-wa,54,-3.0,90.0,34,1.15,1.07,1.13,0,0.0,85.0,0.833392857142857,0.166607142857143,0.0714285714285714,0.307692295857989,0.6923076656804741,167.4,78.0,84.3,8,5
344637,homes for sale in renton wa,https://www.homelight.com/best-time-to-sell-house/renton-wa,54,-3.0,90.0,34,1.15,1.07,1.13,0,0.0,85.0,0.833392857142857,0.166607142857143,0.0714285714285714,0.307692295857989,0.6923076656804741,167.4,78.0,84.3,8,5
2243,rent to own companies,https://www.homelight.com/blog/buyer-rent-to-own-homes-programs/,5,6.0,570.0,57,1.93,2.04,2.27,20,11.0,320.0,0.4346639883126371,0.5653360116873629,0.45945945945946,0.199999995,0.79999998,166.8,129.0,56.4,7,16
6307,renting out a house,https://www.homelight.com/blog/buyer-how-to-rent-your-house/,3,0.0,180.0,32,1.71,2.32,2.33,10,0.0,110.0,0.7053704705246079,0.29462952947539195,0.39534883720930203,0.076923075443787,0.9230769053254441,163.8,77.4,54.6,3,0
143050,rental home search,https://www.homelight.com/blog/buyer-how-to-find-rental-homes/,28,2.0,135.0,87,0.87,,0.64,1,0.0,110.0,0.3534547346514051,0.6465452653485949,0.161290322580645,0.153846147928994,0.8461538136094691,162.6,0.0,0.3,2,47
287867,rent to own oregon,https://www.homelight.com/blog/buyer-how-to-find-rent-to-own-homes/,66,8.0,44.0,23,0.84,0.91,0.93,0,0.0,40.0,0.630993425858291,0.369006574141709,0.0810810810810811,0.29411763840830496,0.7058823321799309,162.3,28.8,16.2,5,7
308778,different shades of gray paint,https://www.homelight.com/blog/is-gray-paint-going-out-of-style/,43,-9.0,110.0,24,0.57,,0.57,0,-1.0,55.0,,,,,,160.85,,160.85,0,0
6715,rent my house for me,https://www.homelight.com/blog/buyer-how-to-rent-your-house/,3,1.0,165.0,61,11.62,,11.62,9,2.0,110.0,,,,,,159.74,,,6,20
147469,rent to own homes dallas tx,https://www.homelight.com/blog/buyer-whats-the-catch-with-rent-to-own-homes/,32,-3.0,90.0,30,1.49,1.5,1.51,1,0.0,65.0,,,,,,156.9,138.0,102.9,7,6
157127,rent to own homes dallas tx,https://www.homelight.com/blog/buyer-whats-the-catch-with-rent-to-own-homes/,32,-3.0,90.0,30,1.49,1.5,1.51,1,0.0,65.0,,,,,,156.9,138.0,102.9,7,6
1824,renting your house,https://www.homelight.com/blog/buyer-how-to-rent-your-house/,1,0.0,135.0,92,3.29,5.05,3.02,22,0.0,70.0,0.44448096885813104,0.5555190311418691,0.47058823529411803,,,156.3,53.4,1.2,3,3
94613,rent to own homes in maine,https://www.homelight.com/blog/buyer-how-to-find-rent-to-own-homes/,26,4.0,180.0,28,1.07,1.06,1.07,1,0.0,145.0,0.7534043314255979,0.24659566857440196,0.18951612903225798,0.303482585554813,0.696517409470063,156.3,192.6,195.6,13,7
216037,free rent to own contracts,https://www.homelight.com/blog/buyer-whats-the-catch-with-rent-to-own-homes/,33,-15.0,44.0,45,2.07,2.4,2.89,0,0.0,0.0,,,,,,153.3,24.9,5.4,13,2
455434,apts houses for rent,https://www.homelight.com/blog/buyer-how-to-find-rental-homes/,33,0.0,12.0,31,0.78,0.83,0.83,0,0.0,0.0,,,,,,153.0,2.1,1.5,2,13
334368,apts houses for rent,https://www.homelight.com/blog/buyer-how-to-find-rental-homes/,33,0.0,12.0,31,0.78,0.83,0.83,0,0.0,0.0,,,,,,153.0,2.1,1.5,2,13
140893,rent to own homes tampa,https://www.homelight.com/blog/buyer-how-to-find-rent-to-own-homes/,28,8.0,180.0,20,3.27,,3.27,1,0.0,120.0,,,,,,151.9,,151.9,3,7
169664,rent to own florida,https://www.homelight.com/blog/buyer-how-do-rent-to-own-homes-work/,23,0.0,90.0,20,0.66,0.73,0.72,1,0.0,65.0,0.7950739048642841,0.20492609513571602,0.24590163934426199,0.3043478194707,0.6956521587901701,151.8,11.1,8.7,8,11
5501,i need a house to rent,https://www.homelight.com/blog/buyer-how-to-find-rental-homes/,12,1.0,900.0,47,0.53,0.55,0.54,12,0.0,540.0,0.750853550295858,0.249146449704142,0.4,0.237179485659106,0.7628205079306379,149.1,60.9,59.1,6,11
406344,post room for rent,https://www.homelight.com/blog/buyer-how-much-will-my-home-rent-for/,93,-7.0,180.0,39,6.32,,6.32,0,0.0,180.0,0.130502958579882,0.869497041420118,0.0769230769230769,0.16666665972222197,0.833333298611112,148.16,,148.16,3,6
15245,staging furniture rental,https://www.homelight.com/blog/furniture-rental-for-staging/,5,-1.0,135.0,62,2.15,2.28,2.66,5,-1.0,85.0,,,,,,147.3,56.7,15.3,5,18
848,best rent to own sites,https://www.homelight.com/blog/buyer-how-to-find-rent-to-own-homes/,1,0.0,220.0,50,2.46,,2.46,36,0.0,220.0,0.778,0.222,0.46666666666666706,0.2499999921875,0.7499999765625011,147.23,,147.23,22,16
341014,list houses for rent,https://www.homelight.com/blog/buyer-how-to-find-rental-homes/,14,2.0,12.0,47,1.32,1.5,1.49,0,0.0,0.0,,,,,,147.0,101.4,84.3,10,11
420664,list houses for rent,https://www.homelight.com/blog/buyer-how-to-find-rental-homes/,14,2.0,12.0,47,1.32,1.5,1.49,0,0.0,0.0,,,,,,147.0,101.4,84.3,10,11
255059,list houses for rent,https://www.homelight.com/blog/buyer-how-to-find-rental-homes/,86,,12.0,98,1.32,1.5,1.49,0,,0.0,,,,,,147.0,101.4,84.3,21,27
278199,list houses for rent,https://www.homelight.com/blog/buyer-how-to-rent-your-house/,85,-38.0,12.0,98,1.32,1.5,1.49,0,0.0,0.0,,,,,,147.0,101.4,84.3,21,27
288840,list houses for rent,https://www.homelight.com/blog/buyer-how-to-find-rental-homes/,86,,12.0,98,1.32,1.5,1.49,0,,0.0,,,,,,147.0,101.4,84.3,21,27
109382,houses for rent by private owner,https://www.homelight.com/blog/buyer-how-to-find-rental-homes/,40,11.0,180.0,19,0.67,,0.67,1,0.0,180.0,,,,,,146.72,,146.72,11,2
492187,houses for rents,https://www.homelight.com/blog/should-i-sell-my-house-or-rent-it-out/,62,1.0,90.0,50,0.89,0.95,0.78,0,0.0,55.0,,,,,,145.8,56.4,28.5,15,5
69076,rental comps,https://www.homelight.com/blog/buyer-how-much-will-my-home-rent-for/,82,-15.0,400.0,96,2.8,2.74,2.59,1,0.0,300.0,0.19847222222222197,0.801527777777778,0.229166666666667,0.135135131482834,0.8648648414901391,145.8,98.7,57.0,4,14
362585,realtors for rental properties,https://www.homelight.com/blog/buyer-how-to-find-rental-homes/,60,26.0,12.0,63,1.15,,1.31,0,0.0,0.0,,,,,,144.9,,0.0,9,43
244762,realtors for rental properties,https://www.homelight.com/blog/buyer-how-to-find-rental-homes/,60,26.0,12.0,63,1.15,,1.31,0,0.0,0.0,,,,,,144.9,,0.0,9,43
10116,sell my rental property,https://www.homelight.com/blog/selling-a-rental-property/,1,4.0,44.0,31,9.26,6.06,12.54,7,,44.0,,,,,,143.7,12.6,9.6,6,0
53547,sell my rental property,https://www.homelight.com/blog/selling-a-rental-property/,5,-1.0,44.0,84,9.26,6.06,12.54,2,0.0,44.0,,,,,,143.7,12.6,9.6,5,0
39745,sell my rental property,https://www.homelight.com/blog/selling-a-rental-property/,5,-1.0,44.0,84,9.26,6.06,12.54,2,0.0,44.0,,,,,,143.7,12.6,9.6,5,0
419427,rent to own houses in texas,https://www.homelight.com/blog/buyer-whats-the-catch-with-rent-to-own-homes/,44,-21.0,44.0,72,0.66,0.64,0.63,0,0.0,22.0,,,,,,142.8,9.9,7.2,11,4
8338,home rental sites,https://www.homelight.com/blog/buyer-how-to-find-rental-homes/,24,3.0,1100.0,83,1.89,1.95,1.92,8,1.0,780.0,0.375379528581281,0.624620471418719,0.261146496815287,0.20689654994054701,0.793103441438764,141.9,87.6,73.5,2,43
125200,rental house investment,https://www.homelight.com/blog/buyer-how-to-invest-in-rental-property/,14,-5.0,40.0,47,2.98,5.01,4.43,1,0.0,28.0,,,,,,141.3,4.2,5.7,9,4
33223,rent to own homes in indiana,https://www.homelight.com/blog/buyer-whats-the-catch-with-rent-to-own-homes/,26,-3.0,440.0,37,0.99,1.04,1.02,3,0.0,320.0,0.72244140625,0.27755859375,0.28125,0.391304330812855,0.608695625708886,138.9,172.8,138.3,4,14
238678,houses for rent buy owner,https://www.homelight.com/blog/sell-house-then-rent/,25,-4.0,44.0,10,0.44,0.63,0.63,0,0.0,44.0,,,,,,138.6,0.36,0.23,12,4
12946,rent staging furniture,https://www.homelight.com/blog/furniture-rental-for-staging/,5,0.0,180.0,14,2.27,2.18,2.3,6,0.0,155.0,,,,,,137.4,19.8,14.1,2,22
436011,house rental property,https://www.homelight.com/blog/buyer-how-to-rent-your-house/,24,24.0,28.0,83,0.93,1.31,,0,0.0,0.0,,,,,,136.8,0.13,,6,43
32883,rent to own homes houston tx,https://www.homelight.com/blog/buyer-rent-to-own-homes-programs/,32,-1.0,570.0,34,1.2,1.29,1.33,3,0.0,460.0,0.673174603174603,0.32682539682539696,0.19047619047619,0.382352929930796,0.61764704065744,136.5,88.5,98.7,3,8
25284,calculating rent for a house,https://www.homelight.com/blog/buyer-how-much-will-my-home-rent-for/,2,0.0,44.0,33,0.64,,,4,0.0,44.0,,,,,,135.9,,,3,1
444850,real estate agents rental,https://www.homelight.com/blog/buyer-how-to-find-rental-homes/,41,41.0,90.0,62,1.79,,1.54,0,0.0,65.0,,,,,,135.3,,0.22,2,40
399700,rent to own agreement form,https://www.homelight.com/blog/buyer-whats-the-catch-with-rent-to-own-homes/,45,3.0,90.0,42,2.64,,2.64,0,0.0,90.0,0.0700000000000001,0.93,0.11764705882352902,0.29999999,0.6999999766666679,134.46,,134.46,4,0
52967,how to rent to own,https://www.homelight.com/blog/buyer-how-to-find-rent-to-own-homes/,11,1.0,135.0,97,0.87,0.91,0.91,2,0.0,110.0,0.8077197265625,0.1922802734375,0.609375,0.1599999936,0.8399999664000011,134.4,58.2,44.1,9,5
152116,rent a room in your house,https://www.homelight.com/blog/buyer-how-to-rent-your-house/,25,8.0,135.0,50,1.46,1.61,1.23,1,0.0,100.0,,,,,,134.4,90.3,13.2,11,14
55615,rent to own homes in tampa,https://www.homelight.com/blog/buyer-how-to-find-rent-to-own-homes/,45,-2.0,480.0,72,1.5,1.55,1.53,2,0.0,340.0,0.8722857142857142,0.127714285714286,0.28571428571428603,0.2799999888,0.7199999712000009,132.0,117.0,118.5,8,7
7171,home staging furniture rental,https://www.homelight.com/blog/furniture-rental-for-staging/,5,0.0,270.0,23,2.73,2.2,2.2,9,0.0,180.0,,,,,,131.7,25.2,17.7,1,27
349841,rent to own colorado,https://www.homelight.com/blog/buyer-whats-the-catch-with-rent-to-own-homes/,81,6.0,44.0,22,0.92,1.13,1.16,0,0.0,34.0,0.7539526627218941,0.24604733727810602,0.23076923076923103,0.2799999944,0.7199999856,131.7,48.0,37.8,4,7
487907,rent to own homes in dallas tx,https://www.homelight.com/blog/buyer-rent-to-own-homes-programs/,41,-5.0,44.0,60,2.16,,2.16,0,0.0,44.0,0.5794290657439449,0.42057093425605496,0.294117647058824,0.291666654513889,0.7083333038194459,129.78,,129.78,11,3
106718,rent to own homes fort lauderdale,https://www.homelight.com/blog/buyer-how-to-find-rent-to-own-homes/,27,3.0,90.0,33,2.02,,2.02,1,0.0,90.0,,,,,,129.5,,129.5,0,10
265807,rent to own homes in chicago,https://www.homelight.com/blog/buyer-how-to-find-rent-to-own-homes/,26,3.0,44.0,35,1.08,1.17,1.13,0,0.0,24.0,,,,,,127.8,109.8,84.0,11,16
104150,current home values,https://www.homelight.com/home-value-estimator,9,-1.0,44.0,57,2.76,2.57,2.34,1,0.0,44.0,,,,,,126.9,63.6,15.6,19,3
357937,brentwood california homes,https://www.homelight.com/best-time-to-sell-house/brentwood-ca,33,27.0,90.0,44,0.54,0.69,0.71,0,0.0,65.0,,,,,,126.6,21.6,12.0,0,10
1383,how to rent my house,https://www.homelight.com/blog/buyer-how-to-rent-your-house/,2,0.0,320.0,47,1.77,1.94,1.99,28,0.0,200.0,0.6679238754325261,0.33207612456747404,0.3529411764705879,,,126.6,41.4,17.7,13,3
455841,brentwood california homes,https://www.homelight.com/best-time-to-sell-house/brentwood-ca,33,27.0,90.0,44,0.54,0.69,0.71,0,0.0,65.0,,,,,,126.6,21.6,12.0,0,10
441366,rent a center price list,https://www.homelight.com/blog/furniture-rental-for-staging/,95,4.0,90.0,60,1.8,,1.8,0,0.0,90.0,0.8771468238711609,0.12285317612883902,0.6601307189542479,,,125.84,,125.84,4,8
386111,rent to own building,https://www.homelight.com/blog/buyer-rent-to-own-homes-programs/,95,-8.0,165.0,17,0.78,0.81,0.78,0,0.0,55.0,,,,,,125.7,102.3,4.2,8,32
11380,house rental websites,https://www.homelight.com/blog/buyer-how-to-find-rental-homes/,51,-12.0,1900.0,98,0.96,0.95,1.02,7,-2.0,1400.0,0.35981626938050704,0.6401837306194929,0.268595041322314,0.18079095943055998,0.819209034919723,124.8,37.5,43.8,8,27
15653,rent to own program,https://www.homelight.com/blog/buyer-rent-to-own-homes-programs/,5,-1.0,135.0,47,1.31,1.33,1.4,5,-1.0,100.0,0.633327032136106,0.366672967863894,0.23913043478260898,0.257142849795919,0.742857121632654,124.8,63.9,7.5,14,12
229809,rent furniture dc,https://www.homelight.com/blog/furniture-rental-for-staging/,75,-5.0,90.0,97,5.87,4.92,5.76,0,0.0,90.0,,,,,,124.66,4.85,22.46,8,23
361228,i need a house to rent now,https://www.homelight.com/blog/buyer-how-to-find-rental-homes/,16,-2.0,44.0,35,1.34,,1.34,0,-1.0,44.0,0.714234404536862,0.285765595463138,0.260869565217391,,,122.48,,122.48,19,11
4637,homes for rent to own near me,https://www.homelight.com/blog/buyer-how-to-find-rent-to-own-homes/,14,4.0,900.0,59,1.34,,1.34,12,3.0,900.0,0.7544837553474391,0.245516244652561,0.17204301075268802,0.25974025636701004,0.740259730645978,121.82,,121.82,21,8
54563,rental realty near me,https://www.homelight.com/blog/buyer-how-to-find-rental-homes/,46,-7.0,440.0,83,1.58,,1.58,2,0.0,400.0,0.203837429111531,0.7961625708884691,0.0869565217391304,,,121.64,,121.64,0,22
2286,rental agents near me,https://www.homelight.com/blog/buyer-how-to-find-rental-homes/,31,0.0,3600.0,96,3.31,,3.31,20,0.0,3600.0,0.34152662721893495,0.658473372781065,0.307692307692308,0.222222217283951,0.7777777604938281,120.77,,120.77,5,31
376815,rent laws,https://www.homelight.com/blog/tenant-rights-when-house-is-for-sale/,80,-63.0,135.0,98,0.98,0.98,0.2,0,-8.0,70.0,0.36200000000000004,0.638,0.47272727272727294,0.0,0.9999999655172421,119.4,3.6,0.3,4,0
158493,current property value of my home,https://www.homelight.com/home-value-estimator,9,-1.0,55.0,52,3.55,2.14,7.6,1,0.0,55.0,,,,,,117.9,0.24,12.9,33,1
3315,houses for rent to own near me,https://www.homelight.com/blog/buyer-how-to-find-rent-to-own-homes/,26,14.0,2200.0,47,1.33,,1.33,16,6.0,2200.0,0.699923922231614,0.30007607776838596,0.23076923076923103,0.38571428020408205,0.614285705510204,117.89,,117.89,16,11
242437,renting a room in a house,https://www.homelight.com/blog/buyer-how-to-rent-your-house/,74,-11.0,180.0,42,3.45,,3.45,0,-1.0,80.0,0.603247876942798,0.39675212305720203,0.544303797468354,0.333333324074074,0.6666666481481489,117.12,,117.12,4,8
1957,sell rental property,https://www.homelight.com/blog/selling-a-rental-property/,2,0.0,260.0,36,2.14,2.47,2.61,22,0.0,150.0,,,,,,116.7,45.9,15.9,8,0
437938,rental invest,https://www.homelight.com/blog/buyer-how-to-invest-in-rental-property/,15,1.0,12.0,48,4.04,3.56,7.71,0,0.0,0.0,,,,,,114.3,19.8,7.5,10,10
35216,you rent to own,https://www.homelight.com/blog/buyer-whats-the-catch-with-rent-to-own-homes/,4,4.0,70.0,46,1.66,,1.66,3,1.0,70.0,,,,,,114.24,,,1,2
390217,rent to own homes in arizona,https://www.homelight.com/blog/buyer-whats-the-catch-with-rent-to-own-homes/,37,2.0,44.0,28,0.9,1.05,1.03,0,0.0,28.0,,,,,,113.7,87.0,66.0,17,12
16480,rent to own house near me,https://www.homelight.com/blog/buyer-whats-the-catch-with-rent-to-own-homes/,15,6.0,440.0,88,1.41,,1.41,5,1.0,440.0,0.8222707612456751,0.17772923875432503,0.161764705882353,0.38596490550938795,0.614035076946753,112.71,,112.71,8,11
150805,rent to own san diego,https://www.homelight.com/blog/buyer-whats-the-catch-with-rent-to-own-homes/,53,2.0,320.0,35,0.92,1.01,0.93,1,0.0,250.0,0.592506925207756,0.407493074792244,0.21052631578947398,0.316666661388889,0.683333321944445,111.6,30.0,30.9,1,6
