Keyword,homelight.com,zillow.com,realtor.com,Search Volume,Keyword Difficulty,CPC,Competition,Results,Keyword Intents,homelight.com (pages),zillow.com (pages),realtor.com (pages)
nh craigslist,0,33,0,49500,27,1.10,0,79,navigational,,https://www.zillow.com/nh/apartments/,
njmls,0,44,29,49500,66,0.21,0.09,58,navigational,,https://www.zillow.com/homedetails/303-Bradley-Ave-Northvale-NJ-07647/37976684_zpid/,https://www.realtor.com/realestateagents/623e45d57818324b941b9f51
north 40,0,94,0,49500,48,1.13,0.17,2620000000,navigational,,https://www.zillow.com/b/north-40-austin-tx-5XyRT6/,
north port fl,0,22,16,49500,49,0.56,0.02,236000000,informational,,https://www.zillow.com/north-port-fl/,https://www.realtor.com/realestateandhomes-search/North-Port_FL
ober gatlinburg,0,51,0,49500,71,0.18,0.08,418000,navigational,,https://www.zillow.com/gatlinburg-tn/ober-gatlinburg-ski-resort_att/,
ocean city nj,0,79,44,49500,71,0.69,0.14,253000000,informational,,https://www.zillow.com/ocean-city-nj/,https://www.realtor.com/realestateandhomes-search/Ocean-City_NJ
ojai,0,0,30,49500,67,0.41,0.01,13800000,informational,,,https://www.realtor.com/realestateandhomes-search/Ojai_CA
ontario california,0,15,34,49500,72,0.77,0,713000000,informational,,https://www.zillow.com/ontario-ca/,https://www.realtor.com/realestateandhomes-search/Ontario_CA
opendoor stock,0,0,73,49500,79,3.02,0.01,62500000,informational,,,https://www.realtor.com/research/investor-report-april-2022/
orielys,0,35,11,49500,37,0.44,0.17,49,navigational,,https://www.zillow.com/homedetails/4179-Oriely-Dr-W-Jacksonville-FL-32210/44420055_zpid/,https://www.realtor.com/realestateandhomes-detail/6937-Oriely-Dr-S_Jacksonville_FL_32210_M68283-67418
orlando fl,0,21,33,49500,100,0.67,0.01,440000000,informational,,https://www.zillow.com/orlando-fl/,https://www.realtor.com/realestateandhomes-search/Orlando_FL
oscar nunez,0,50,63,49500,44,0.00,0,4920000,"informational, transactional",,https://www.zillow.com/profile/oscarnunezsellsnj,https://www.realtor.com/realestateagents/56d6691ede071e010063b1f9
palm springs california,0,9,0,49500,88,0.80,0.02,191000000,informational,,https://www.zillow.com/palm-springs-ca/,
paris texas,0,91,0,49500,80,0.73,0.03,440000000,informational,,https://www.zillow.com/paris-tx/,
pechanga,0,75,0,49500,78,0.96,0.02,2750000,navigational,,https://www.zillow.com/temecula-ca/pechanga-casino_att/,
peel and stick backsplash,0,0,21,49500,70,0.47,1,4440000,commercial,,,https://www.realtor.com/advice/home-improvement/peel-and-stick-tile/
pensacola florida,0,11,9,49500,81,0.61,0.04,79700000,informational,,https://www.zillow.com/pensacola-fl/,https://www.realtor.com/realestateandhomes-search/Pensacola_FL
phaedra parks,0,0,76,49500,57,0.00,0,1260000,informational,,,https://www.realtor.com/news/celebrity-real-estate/phaedra-parks-finally-sells-atlanta-home/
pheonix,0,95,82,49500,100,6.35,0.02,1250000000,"informational, transactional",,https://www.zillow.com/phoenix-az/,https://www.realtor.com/realestateandhomes-search/Phoenix_AZ
philadelphia international airport,0,96,0,49500,82,0.84,0,51100000,navigational,,https://www.zillow.com/philadelphia-pa/philadelphia-international-airport_att/,
piccadilly,0,0,92,49500,71,0.52,0.01,42600000,navigational,,,https://www.realtor.com/realestateandhomes-detail/32-Piccadilly-Cir_Beaufort_SC_29907_M65595-96849
pier 39,0,63,0,49500,69,0.34,0.11,90600000,navigational,,https://www.zillow.com/san-francisco-ca/pier-39_att/,
pirates bay,0,74,19,49500,66,0.58,0,106000000,informational,,https://www.zillow.com/homedetails/4733-Pirates-Bay-Dr-Jacksonville-FL-32210/109775646_zpid/,https://www.realtor.com/realestateandhomes-search/Pirates-Bay_Fort-Walton-Beach_FL
pixton,0,0,96,49500,59,1.38,0.02,1260000,navigational,,,https://www.realtor.com/realestateandhomes-detail/797-Pixton-Rd_Horizon-City_TX_79928_M71638-44687
places to rent near me,0,1,4,49500,98,0.56,0.36,79,"informational, transactional",,https://www.zillow.com/homes/for_rent/,https://www.realtor.com/rentals
plano,0,51,0,49500,79,0.62,0.01,1670000000,informational,,https://www.zillow.com/plano-tx/,
playboy mansion,0,0,95,49500,64,1.41,0.01,9650000,informational,,,https://www.realtor.com/news/celebrity-real-estate/end-era-will-happen-playboy-mansion-now/
pleasanton,0,92,91,49500,72,0.40,0,35500000,"informational, navigational",,https://www.zillow.com/pleasanton-ca/,https://www.realtor.com/realestateandhomes-search/Pleasanton_CA
plott hound,0,51,0,49500,60,0.22,0,3130000,informational,,https://www.zillow.com/homedetails/36-Plott-Hound-Dr-Clayton-NC-27520/200912979_zpid/,
point pleasant beach,0,83,30,49500,59,0.57,0.07,97300000,"informational, transactional",,https://www.zillow.com/point-pleasant-beach-nj/,https://www.realtor.com/realestateandhomes-search/Point-Pleasant-Beach_NJ
port angeles,0,7,76,49500,62,0.66,0.02,378000000,informational,,https://www.zillow.com/port-angeles-wa/,https://www.realtor.com/realestateandhomes-search/Port-Angeles_WA
port canaveral,0,50,24,49500,77,0.65,0.02,9130000,"informational, navigational",,https://www.zillow.com/port-canaveral-cape-canaveral-fl/,https://www.realtor.com/realestateandhomes-search/Port-Canaveral_FL
portsmouth nh,0,8,25,49500,71,0.53,0.03,32700000,informational,,https://www.zillow.com/portsmouth-nh/,https://www.realtor.com/realestateandhomes-search/Portsmouth_NH
potomac mills,0,47,39,49500,70,0.52,0.03,7000000,navigational,,https://www.zillow.com/woodbridge-va/potomac-mills_att/,https://www.realtor.com/realestateandhomes-search/Potomac-Mills_VA
poughkeepsie journal,0,40,0,49500,72,1.02,0,1830000,"informational, navigational",,https://www.zillow.com/poughkeepsie-ny/,
privacy fence,0,0,64,49500,71,1.48,1,676000000,commercial,,,https://www.realtor.com/advice/home-improvement/what-is-a-privacy-fence/
property,0,5,27,49500,93,1.58,0.09,6540000000,informational,,https://www.zillow.com/,https://www.realtor.com/
provident credit union,0,30,0,49500,72,1.92,0.05,6560000,navigational,,https://www.zillow.com/lender-profile/providentcreditunion/,
put in bay,0,0,65,49500,80,0.45,0.14,1510000000,"informational, navigational",,,https://www.realtor.com/realestateandhomes-search/Put-in-Bay_OH
rachel bradshaw,0,0,36,49500,56,0.67,0,5940000,"informational, transactional",,,https://www.realtor.com/realestateagents/5a1c423daf5d150011e06fe5
radford university,0,0,77,49500,77,2.47,0.03,23800000,navigational,,,https://www.realtor.com/news/trends/most-affordable-college-towns-2022/
rate,0,59,0,49500,87,1.07,0.04,11200000000,navigational,,https://www.zillow.com/mortgage-rates/,
reading eagle,0,61,36,49500,78,1.09,0,93,"informational, navigational",,https://www.zillow.com/reading-pa/sold/,https://www.realtor.com/realestateandhomes-search/Reading_PA
realtors,0,0,1,49500,100,1.12,0.16,278000000,commercial,,,https://www.realtor.com/
realtracs,0,7,59,49500,67,1.98,0.01,89,navigational,,https://www.zillow.com/nashville-tn/realtracs-solutions_att/,https://www.realtor.com/realestateandhomes-search/Alabama
redwing,0,0,86,49500,75,0.61,0.16,21500000,navigational,,,https://www.realtor.com/realestateandhomes-detail/8780-Redwing-Dr_Pensacola_FL_32534_M63130-83497
remorse,0,66,0,49500,68,0.00,0,56400000,informational,,https://www.zillow.com/resources/stay-informed/buyers-remorse-house/,
rental,0,3,1,49500,100,0.79,0.21,3250000000,commercial,,https://www.zillow.com/homes/for_rent/,https://www.realtor.com/rentals
rentometer,0,24,0,49500,60,1.77,0.17,81,navigational,,https://www.zillow.com/rental-manager/price-my-rental/,
retta,0,0,84,49500,59,0.00,0,156000000,"informational, transactional",,,https://www.realtor.com/realestateagents/569febdabb954c01006a1422
roanoke times,0,38,46,49500,76,0.84,0,18700000,"informational, navigational",,https://www.zillow.com/roanoke-va/,https://www.realtor.com/realestateandhomes-search/Roanoke_VA
rockaway beach,0,0,44,49500,65,0.79,0.01,11300000,informational,,,https://www.realtor.com/realestateandhomes-search/Rockaway-Beach_OR
rodeo drive,0,65,59,49500,65,0.57,0.02,36300000,"informational, transactional",,https://www.zillow.com/los-angeles-ca/rodeo-drive_att/,https://www.realtor.com/realestateandhomes-search/Rodeo-Drive_Beverly-Hills_CA
ronnie ortiz-magro,0,0,69,49500,48,0.00,0,597000,informational,,,https://www.realtor.com/news/celebrity-real-estate/ronnie-ortiz-magro-jersey-shore-selling-las-vegas-home/
roosevelt island,0,0,56,49500,70,0.67,0,69800000,"informational, transactional",,,https://www.realtor.com/realestateandhomes-search/Roosevelt-Island_Manhattan_NY
rosemary beach,0,0,26,49500,65,0.72,0.1,35300000,"informational, navigational",,,https://www.realtor.com/realestateandhomes-search/Rosemary-Beach_Panama-City-Beach_FL
s k y k i n g,0,54,38,49500,33,0.00,0,3190000,"informational, transactional",,https://www.zillow.com/homedetails/7453-Skyking-Dr-Corpus-Christi-TX-78412/28844058_zpid/,https://www.realtor.com/realestateandhomes-detail/7434-Skyking-Dr_Corpus-Christi_TX_78412_M86509-41299
saint louise,0,70,0,49500,54,0.60,0.01,895000000,informational,,https://www.zillow.com/homedetails/28265-Saint-Louise-Dr-Warren-MI-48092/83586531_zpid/,
saint peters,0,81,0,49500,94,1.12,0,48100000,navigational,,https://www.zillow.com/saint-peters-mo/,
sale,0,46,0,49500,89,1.03,0.11,13470000000,commercial,,https://www.zillow.com/,
salt lake city utah,0,24,9,49500,76,0.62,0.01,196000000,informational,,https://www.zillow.com/salt-lake-city-ut/,https://www.realtor.com/realestateandhomes-search/Salt-Lake-City_UT
san bruno,0,0,95,49500,58,0.39,0,332000000,informational,,,https://www.realtor.com/realestateandhomes-search/San-Bruno_CA
san diego zip code,0,6,0,49500,55,0.22,0,0,informational,,https://www.zillow.com/browse/homes/ca/san-diego-county/,
san francisco ca,0,27,56,49500,98,0.50,0,1270000000,informational,,https://www.zillow.com/san-francisco-ca/,https://www.realtor.com/realestateandhomes-search/San-Francisco_CA
san juan capistrano,0,18,0,49500,60,0.45,0.01,10200000,informational,,https://www.zillow.com/san-juan-capistrano-ca/,
sandra smith,0,0,62,49500,66,0.27,0,112000000,informational,,,https://www.realtor.com/realestateagents/56736b0f0fa41701007170f9
santa fe college,0,46,0,49500,82,0.00,0,98100000,"informational, navigational",,https://www.zillow.com/gainesville-fl/santa-fe-college_att/,
santana row,0,92,73,49500,70,1.06,0,8310000,navigational,,https://www.zillow.com/b/santana-row-san-jose-ca-5hJCBR/,https://www.realtor.com/realestateandhomes-detail/377-Santana-Row_San-Jose_CA_95128_M10379-49542
sarah sherman,0,0,61,49500,66,1.90,0.01,22400000,informational,,,https://www.realtor.com/realestateandhomes-detail/5-Sarah-Sherman-Ln_Marion_MA_02738_M47099-95957
scott grimes,0,0,49,49500,48,0.00,0,16800000,informational,,,https://www.realtor.com/realestateagents/624585a648074b0ba7aad9db
scranton,0,0,90,49500,85,1.56,0,51700000,informational,,,https://www.realtor.com/realestateandhomes-search/Scranton_PA
seaside florida,0,97,0,49500,58,0.93,0.06,60400000,"informational, transactional",,https://www.zillow.com/seaside-santa-rosa-beach-fl/,
sesis,0,68,0,49500,59,6.31,0,238000000,navigational,,https://www.zillow.com/lender-profile/Sesi_Cacoilo/,
seven springs,0,80,91,49500,71,0.71,0.02,242000000,navigational,,https://www.zillow.com/seven-springs-champion-pa/,https://www.realtor.com/realestateandhomes-search/Seven-Springs_PA
sevierville tn,0,11,17,49500,59,0.78,0.07,7840000,informational,,https://www.zillow.com/sevierville-tn/,https://www.realtor.com/realestateandhomes-search/Sevierville_TN
shady maple,0,72,26,49500,54,0.04,0.02,7260000,navigational,,https://www.zillow.com/homedetails/606-S-Shady-Maple-Dr-52-Wixom-MI-48393/2064238067_zpid/,https://www.realtor.com/realestateandhomes-detail/5035-Shady-Maple-Ln_Winston-Salem_NC_27106_M64964-83475
shanann watts,0,0,21,49500,73,0.00,0,163000,"informational, transactional",,,https://www.realtor.com/news/trends/chris-watts-murder-house-hits-the-market-but-whos-going-to-want-it/
sherri hill,0,0,95,49500,60,0.20,0.93,7580000,navigational,,,https://www.realtor.com/realestateagents/56cf35650fa417010077f149
simi valley,0,0,7,49500,66,0.35,0,24700000,informational,,,https://www.realtor.com/realestateandhomes-search/Simi-Valley_CA
sites,0,30,0,49500,95,1.11,0.07,25270000000,navigational,,https://www.zillow.com/,
six flags san antonio,0,60,0,49500,84,0.25,0.35,5800000,navigational,,https://www.zillow.com/san-antonio-tx/six-flags-fiesta-texas_att/,
spain map,0,0,58,49500,65,0.95,0.41,1930000000,informational,,,https://www.realtor.com/international/es/map/
st peters college,0,0,55,49500,89,0.00,0,65400000,"informational, navigational",,,https://www.realtor.com/realestateandhomes-search/Jersey-City_NJ/university/Saint-Peters-College-00000001104474468474
stetson university,0,28,0,49500,76,1.75,0.01,8690000,navigational,,https://www.zillow.com/deland-fl/stetson-university_att/,
stockton ca,0,73,17,49500,87,0.46,0,74100000,informational,,https://www.zillow.com/stockton-ca/,https://www.realtor.com/realestateandhomes-search/Stockton_CA
stradivarius,0,83,0,49500,82,0.82,0.9,40700000,informational,,https://www.zillow.com/homedetails/2147-Stradivarius-Ln-Carrollton-TX-75007/27340618_zpid/,
sullen,0,81,0,49500,51,0.79,0.27,13600000,navigational,,https://www.zillow.com/homedetails/3501-Sullen-Pl-New-Orleans-LA-70131/73839440_zpid/,
swimply,0,0,28,49500,74,0.36,0.15,164000,navigational,,,https://www.realtor.com/advice/home-improvement/what-to-know-about-swimply-the-pool-sharing-service-making-splash-during-pandemic/
syracuse ny,0,46,28,49500,93,0.59,0,200000000,informational,,https://www.zillow.com/syracuse-ny/,https://www.realtor.com/realestateandhomes-search/Syracuse_NY
tarpon springs,0,0,35,49500,70,0.63,0.02,7950000,informational,,,https://www.realtor.com/realestateandhomes-search/Tarpon-Springs_FL
taylor morrison,0,7,0,49500,81,1.32,0.08,79,navigational,,https://www.zillow.com/home-builder-profile/taylor-morrison/12949/,
tempe,0,60,77,49500,79,0.88,0.01,215000000,informational,,https://www.zillow.com/tempe-az/,https://www.realtor.com/realestateandhomes-search/Tempe_AZ
terranea resort,0,58,0,49500,73,0.87,0.12,549000,navigational,,https://www.zillow.com/rancho-palos-verdes-ca/terranea-resort_att/,
the home edit,0,0,46,49500,75,0.56,1,5550000000,"informational, navigational",,,https://www.realtor.com/advice/home-improvement/the-home-edit-returns-with-great-tips-to-help-organize-your-kitchen/
the shade room ig,0,0,45,49500,60,0.00,0,47,informational,,,https://www.realtor.com/advice/home-improvement/inexpensive-ways-to-redecorate-your-dining-room-this-autumn/
thousand oaks,0,9,5,49500,71,0.00,0,114000000,informational,,https://www.zillow.com/thousand-oaks-ca/,https://www.realtor.com/realestateandhomes-search/Thousand-Oaks_CA
titans score,0,0,35,49500,71,0.00,0,32300000,informational,,,https://www.realtor.com/news/celebrity-real-estate/derrick-henry-buys-dallas-home/
tlc group,0,0,40,49500,63,0.00,0,125000000,"informational, transactional",,,https://www.realtor.com/realestateagents/56b0a6b3bb954c01006aa790
toledo ohio,0,58,71,49500,89,0.57,0.01,102000000,informational,,https://www.zillow.com/toledo-oh/,https://www.realtor.com/realestateandhomes-search/Toledo_OH
tom franco,0,46,0,49500,52,0.00,0,51200000,informational,,https://www.zillow.com/profile/Tom%20Franco,
topanga,0,78,67,49500,68,0.53,0,14000000,informational,,https://www.zillow.com/topanga-ca/,https://www.realtor.com/realestateandhomes-search/Topanga_CA
torrance,0,87,76,49500,84,0.46,0,73400000,informational,,https://www.zillow.com/torrance-ca/,https://www.realtor.com/realestateandhomes-search/Torrance_CA
townhomes near me,0,5,10,49500,74,0.90,0.23,80,transactional,,https://www.zillow.com/houston-tx/rent-townhomes/,https://www.realtor.com/apartments/Houston_TX/type-townhome
tumbleweed,0,0,91,49500,79,1.99,0.02,16100000,navigational,,,https://www.realtor.com/realestateandhomes-detail/4921-W-Tumbleweed-St_Fayetteville_AR_72704_M71304-22519
umass boston,0,59,0,49500,80,2.33,0.01,73,"informational, navigational",,https://www.zillow.com/boston-ma/,
union market,0,94,0,49500,75,1.00,0.01,1140000000,navigational,,https://www.zillow.com/b/i5-union-market-washington-dc-9PZwzd/,
university of richmond,0,54,0,49500,90,2.61,0.01,293000000,navigational,,https://www.zillow.com/university-of-richmond-richmond-va/,
utah real estate,0,4,2,49500,82,0.38,0.22,272000000,navigational,,https://www.zillow.com/ut/,https://www.realtor.com/realestateandhomes-search/Utah
valley of fire,0,0,89,49500,72,0.68,0.22,719000000,commercial,,,https://www.realtor.com/realestateandhomes-search/Valley-Of-Fire_NV
vancouver wa,0,21,56,49500,92,0.53,0.01,232000000,informational,,https://www.zillow.com/vancouver-wa/,https://www.realtor.com/realestateandhomes-search/Vancouver_WA
venice florida,0,9,18,49500,72,0.72,0.03,70400000,informational,,https://www.zillow.com/venice-fl/,https://www.realtor.com/realestateandhomes-search/Venice_FL
ventura,0,0,87,49500,91,0.74,0.01,303000000,informational,,,https://www.realtor.com/realestateandhomes-search/Ventura_CA
vicki gunvalson,0,0,46,49500,61,0.00,0,81,informational,,,https://www.realtor.com/news/celebrity-real-estate/real-housewives-star-vicki-gunvalson-selling-her-smaller-oc-home/
victorville,0,11,8,49500,77,0.27,0,16100000,"informational, navigational",,https://www.zillow.com/victorville-ca/,https://www.realtor.com/realestateandhomes-search/Victorville_CA
visalia,0,0,82,49500,79,0.37,0,28700000,informational,,,https://www.realtor.com/realestateandhomes-search/Visalia_CA
watkins glen,0,0,96,49500,77,0.74,0.03,9730000,informational,,,https://www.realtor.com/realestateandhomes-search/Watkins-Glen_NY
wellington,0,0,64,49500,82,0.81,0.03,438000000,informational,,,https://www.realtor.com/realestateandhomes-search/Wellington_FL
whistling straits,0,73,0,49500,66,0.69,0.08,1150000,navigational,,https://www.zillow.com/howards-grove-wi-53083/whistling-straits-golf-course_att/,
whitefish montana,0,0,35,49500,76,1.01,0.06,5250000,"informational, transactional",,,https://www.realtor.com/realestateandhomes-search/Whitefish_MT
wichita falls,0,0,23,49500,76,0.58,0,59700000,informational,,,https://www.realtor.com/realestateandhomes-search/Wichita-Falls_TX
wichita kansas,0,50,43,49500,90,0.75,0.01,109000000,informational,,https://www.zillow.com/wichita-ks/,https://www.realtor.com/realestateandhomes-search/Wichita_KS
wildwood nj,0,21,54,49500,78,0.69,0.12,13500000,"informational, navigational",,https://www.zillow.com/wildwood-nj/,https://www.realtor.com/realestateandhomes-detail/614-New-Jersey-Ave_North-Wildwood_NJ_08260_M57516-75555
wistful,0,0,75,49500,61,0.00,0,15400000,informational,,,https://www.realtor.com/realestateandhomes-detail/14221-Wistful-Loop_Orlando_FL_32824_M58524-69752
woodland hills,0,18,8,49500,64,1.48,0.01,81100000,"informational, transactional",,https://www.zillow.com/woodland-hills-los-angeles-ca/,https://www.realtor.com/realestateandhomes-search/Woodland-Hills_CA
www.google.com search,0,0,61,49500,100,0.69,0,59,transactional,,,https://www.realtor.com/
yahoo en español,0,52,0,49500,63,1.47,0,67,navigational,,https://www.zillow.com/,
ybor city,0,65,33,49500,72,0.29,0.02,4310000,informational,,https://www.zillow.com/ybor-city-tampa-fl/,https://www.realtor.com/realestateandhomes-search/Ybor-City_FL/overview
yellow springs ohio,0,8,28,49500,53,0.39,0.01,155000000,"informational, navigational",,https://www.zillow.com/yellow-springs-oh/,https://www.realtor.com/realestateandhomes-search/Yellow-Springs_OH
zi,0,12,0,49500,61,0.00,0,467000000,informational,,https://www.zillow.com/,
zips,0,0,70,49500,81,0.93,0.11,2870000000,informational,,,https://www.realtor.com/research/hottest-zip-codes-2022/
zips car wash,0,0,88,49500,70,2.24,0.01,94,navigational,,,https://www.realtor.com/realestateandhomes-detail/7815-Palisade-Ave_North-Bergen_NJ_07047_M95913-31483
1 bedroom apartments,0,31,42,40500,63,0.80,0.44,81,"informational, transactional",,https://www.zillow.com/philadelphia-pa/apartments/1-bedrooms/,https://www.realtor.com/apartments/West-Palm-Beach_FL/beds-1-1
1 bedroom apartments near me,0,38,42,40500,56,0.87,0.45,78,"informational, transactional",,https://www.zillow.com/new-york-ny/apartments/1-bedrooms/,https://www.realtor.com/rentals
120/8,0,52,0,40500,24,0.00,0,6640000,informational,,https://www.zillow.com/homedetails/120-8-Washington-St-NE-UNIT-8-Leesburg-VA-20176/2107535878_zpid/,
168 market,0,20,9,40500,53,0.54,0,259000000,"navigational, transactional",,https://www.zillow.com/homedetails/168-Market-St-Highspire-PA-17034/86437562_zpid/,https://www.realtor.com/realestateandhomes-detail/168-Market-St_Highspire_PA_17034_M45309-43833
479 area code,0,0,90,40500,35,0.71,0,59400000,informational,,,https://www.realtor.com/realestateandhomes-detail/479-Old-North-Rd_Worthington_MA_01098_M42751-10815
517 area code,0,91,0,40500,40,0.68,0,59000000,informational,,https://www.zillow.com/homedetails/517-Rulison-St-Lansing-MI-48915/74008163_zpid/,
61st street,0,82,93,40500,61,1.20,0.06,8440000,transactional,,https://www.zillow.com/b/529-61st-st-west-new-york-nj-972j9S/,https://www.realtor.com/realestateandhomes-detail/2711-61st-St_Des-Moines_IA_50322_M81278-90074
802 area code,0,0,99,40500,43,0.89,0,40900000,informational,,,https://www.realtor.com/realestateandhomes-detail/802-Ashford-Dr_San-Angelo_TX_76901_M73143-35630
aarons near me,0,40,57,40500,50,1.82,0.19,65,"navigational, transactional",,https://www.zillow.com/homedetails/47-Aarons-Way-Hampden-ME-04444/85007128_zpid/,https://www.realtor.com/realestateandhomes-detail/50-Aarons-Way_Hampden_ME_04444_M37540-93257
agave azul,0,64,0,40500,48,1.20,0.02,8230000,navigational,,https://www.zillow.com/homedetails/10115-Agave-Azul-San-Antonio-TX-78224/2068378219_zpid/,
airgas store,0,0,67,40500,44,0.42,0.01,77,navigational,,,https://www.realtor.com/realestateandhomes-detail/143-Old-River-Rd-208_Edgewater_NJ_07020_M99173-68909
alaskausa,0,93,0,40500,85,4.04,0.03,707000000,navigational,,https://www.zillow.com/ak/,
albany craigslist,0,20,0,40500,32,1.17,0,99,navigational,,https://www.zillow.com/albany-ny/apartments/,
albuquerque craigslist,0,42,0,40500,40,0.82,0,97,navigational,,https://www.zillow.com/homes/for_sale/,
albuquerque new mexico,0,14,36,40500,94,0.00,0,129000000,informational,,https://www.zillow.com/albuquerque-nm/,https://www.realtor.com/realestateandhomes-search/Albuquerque_NM
alejandra silva,0,0,28,40500,50,0.00,0,15500000,"informational, transactional",,,https://www.realtor.com/realestateagents/alejandra-silva_orlando_fl_558235_972809837
alexander skarsgard,0,0,67,40500,60,0.00,0,5110000,"informational, transactional",,,https://www.realtor.com/news/celebrity-real-estate/alexander-skarsgard-selling-nyc-apartment/
alpharetta,0,11,8,40500,76,0.52,0,44000000,informational,,https://www.zillow.com/alpharetta-ga/,https://www.realtor.com/realestateandhomes-search/Alpharetta_GA
alpharetta ga,0,11,7,40500,74,0.83,0.01,40200000,informational,,https://www.zillow.com/alpharetta-ga/,https://www.realtor.com/realestateandhomes-search/Alpharetta_GA
amason,0,0,67,40500,51,0.16,0.19,4970000,informational,,,https://www.realtor.com/realestateagents/5680cfe80fa417010072eba1
amber lynn,0,55,0,40500,62,0.61,0,57300000,informational,,https://www.zillow.com/homedetails/111-Amber-Lynn-Cir-Columbia-TN-38401/41948098_zpid/,
amber valletta,0,0,86,40500,62,0.00,0,5340000,"informational, transactional",,,https://www.realtor.com/news/celebrity-real-estate/amber-valletta-selling-pacific-palisades-home/
american homes for rent,0,32,10,40500,70,0.75,0.2,180000000,navigational,,https://www.zillow.com/profile/user1526208,https://www.realtor.com/apartments/American-Homes-Boca-Raton_Boca-Raton_FL
amerisave,0,10,0,40500,82,6.74,0.32,490000,navigational,,https://www.zillow.com/lender-profile/AmeriSave/,
amerisave mortgage,0,11,0,40500,79,5.77,0.36,664000,navigational,,https://www.zillow.com/lender-profile/AmeriSave/,
amy carlson,0,0,57,40500,54,0.00,0,13800000,informational,,,https://www.realtor.com/realestateagents/56ccb1aabb954c01006d9854
amy slaton,0,0,36,40500,51,0.00,0,83,"informational, transactional",,,https://www.realtor.com/realestateagents/amy-slaton___3185529
aol.com mail login,0,47,0,40500,98,0.78,0.02,56,"informational, transactional",,https://www.zillow.com/,
apartment list,0,94,81,40500,81,1.06,0.32,1270000000,navigational,,https://www.zillow.com/brooklyn-new-york-ny/apartments/,https://www.realtor.com/rentals
apple valley,0,17,0,40500,73,0.34,0,531000000,informational,,https://www.zillow.com/apple-valley-ca/,
apr calculator,0,30,0,40500,84,1.26,0.05,1140000000,informational,,https://www.zillow.com/mortgage-calculator/,
apr meaning,0,80,0,40500,83,1.33,0.02,949000000,informational,,https://www.zillow.com/mortgage-learning/glossary/annual-percentage-rate-apr/,
arlington heights,0,50,88,40500,66,0.37,0,59600000,informational,,https://www.zillow.com/arlington-heights-il/,https://www.realtor.com/realestateandhomes-search/Arlington-Heights_IL
arlington texas,0,7,9,40500,86,0.50,0.01,195000000,informational,,https://www.zillow.com/arlington-tx/,https://www.realtor.com/realestateandhomes-search/Arlington_TX
ashley brewer,0,66,0,40500,52,0.00,0,9100000,informational,,https://www.zillow.com/profile/ashleytampa,
athens ga,0,83,81,40500,78,0.64,0.01,124000000,informational,,https://www.zillow.com/athens-ga/,https://www.realtor.com/realestateandhomes-search/Athens_GA
atlanta zip code,0,24,80,40500,61,0.19,0,0,informational,,https://www.zillow.com/atlanta-ga/zip-code_att/,https://www.realtor.com/research/hottest-zip-codes-2022/
atlantic city nj,0,35,27,40500,100,0.69,0.01,430000000,informational,,https://www.zillow.com/atlantic-city-nj/,https://www.realtor.com/realestateandhomes-search/Atlantic-City_NJ
atlantic station,0,56,30,40500,67,1.00,0,226000000,"informational, navigational",,https://www.zillow.com/atlantic-station-atlanta-ga/,https://www.realtor.com/realestateandhomes-search/Atlantic-Station_Atlanta_GA/overview
aurora colorado,0,7,86,40500,76,0.80,0.02,96600000,informational,,https://www.zillow.com/aurora-co/,https://www.realtor.com/realestateandhomes-search/Aurora_CO
bainbridge island,0,0,66,40500,72,0.57,0.01,12200000,informational,,,https://www.realtor.com/realestateandhomes-search/Bainbridge-Island_WA
bandon dunes,0,35,0,40500,72,1.71,0.01,1030000,navigational,,https://www.zillow.com/bandon-or/bandon-dunes-golf_att/,
bangor maine,0,48,0,40500,69,0.62,0.01,18900000,informational,,https://www.zillow.com/bangor-me/,
barbaria,0,41,27,40500,43,1.02,0.02,2310000,"informational, transactional",,https://www.zillow.com/homedetails/98-La-Barbaria-Trl-Santa-Fe-NM-87505/6842393_zpid/,https://www.realtor.com/realestateandhomes-detail/144-LA-Barbaria-Rd_Santa-Fe_NM_87505_M13669-80394
barton springs,0,0,82,40500,65,0.12,0.2,15300000,commercial,,,https://www.realtor.com/realestateandhomes-search/Barton-Springs-Park_Austin_TX
beaufort sc,0,11,19,40500,77,0.58,0.08,20200000,"informational, navigational",,https://www.zillow.com/beaufort-sc/,https://www.realtor.com/realestateandhomes-search/Beaufort_SC
beech mountain,0,68,53,40500,73,0.72,0.03,22600000,"informational, navigational",,https://www.zillow.com/beech-mountain-nc/,https://www.realtor.com/realestateandhomes-search/Beech-Mountain_NC
bellevue square,0,63,0,40500,73,0.92,0,34300000,navigational,,https://www.zillow.com/bellevue-wa/,
bellingham craigslist,0,35,0,40500,37,0.00,0,90,navigational,,https://www.zillow.com/bellingham-wa/apartments/,
bellingham wa,0,9,37,40500,76,0.62,0.01,37500000,informational,,https://www.zillow.com/bellingham-wa/,https://www.realtor.com/realestateandhomes-search/Bellingham_WA
ben davis,0,0,75,40500,73,0.42,1,285000000,"informational, navigational",,,https://www.realtor.com/realestateandhomes-detail/7155-Ben-Davis-Dr_Michigan-City_IN_46360_M47145-70955
bend,0,95,0,40500,80,0.76,0,2120000000,informational,,https://www.zillow.com/bend-or/,
bend craigslist,0,16,0,40500,31,1.98,0,75,navigational,,https://www.zillow.com/bend-or/rent-houses/,
