Keyword,homelight.com,redfin.com,trulia.com,remax.com,compass.com,Search Volume,Keyword Difficulty,CPC,Competition,Results,Keyword Intents,homelight.com (pages),redfin.com (pages),trulia.com (pages),remax.com (pages),compass.com (pages)
sands point,0,76,57,88,18,2900,63,0.32,0.02,115000000,"informational, navigational",,https://www.redfin.com/city/16674/NY/Sands-Point,https://www.trulia.com/NY/Sands_Point/,https://www.remax.com/homes-for-sale/ny/sands-point/city/3665035,https://www.compass.com/homes-for-sale/sands-point-ny/
sandy hill farm,0,28,74,61,52,2900,23,0.00,0,33400000,commercial,,https://www.redfin.com/SC/Hollywood/4426-Sandy-Hill-Farm-Rd-29449/home/108042050,https://www.trulia.com/p/nc/wendell/816-sandy-hill-farms-ln-wendell-nc-27591--2024734619,https://www.remax.com/sc/hollywood/home-details/4426-sandy-hill-farm-rd-hollywood-sc-29449/2594295294840034149,https://www.compass.com/listing/4426-sandy-hill-farm-road-hollywood-sc-29449/1050685470826115625/
sarasota fl real estate,0,4,3,8,16,2900,74,0.66,0.42,20500000,informational,,https://www.redfin.com/city/16463/FL/Sarasota,https://www.trulia.com/FL/Sarasota/,https://www.remax.com/homes-for-sale/fl/sarasota/city/1264175,https://www.compass.com/homes-for-sale/sarasota-fl/
savannah ga homes for sale,0,3,4,5,24,2900,65,0.49,0.41,8910000,"informational, transactional",,https://www.redfin.com/city/17651/GA/Savannah,https://www.trulia.com/GA/Savannah/,https://www.remax.com/homes-for-sale/ga/savannah/city/1369000,https://www.compass.com/homes-for-sale/savannah-ga/
savannah georgia homes for sale,0,4,3,6,32,2900,65,0.49,0.41,7750000,"informational, transactional",,https://www.redfin.com/city/17651/GA/Savannah,https://www.trulia.com/GA/Savannah/,https://www.remax.com/homes-for-sale/ga/savannah/city/1369000,https://www.compass.com/homes-for-sale/savannah-ga/
sc homes for sale,0,4,3,10,60,2900,68,0.55,0.34,89,"informational, transactional",,https://www.redfin.com/state/South-Carolina,https://www.trulia.com/SC/,https://www.remax.com/homes-for-sale/sc/cross/city/4501590806,https://www.compass.com/homes-for-sale/the-diamond-myrtle-beach-sc/has-waterfront/
schwenksville,0,31,41,24,89,2900,42,0.00,0,0,"informational, transactional",,https://www.redfin.com/city/17508/PA/Schwenksville,https://www.trulia.com/PA/Schwenksville/,https://www.remax.com/homes-for-sale/pa/schwenksville/city/4268328,https://www.compass.com/homes-for-sale/schwenksville-pa/
scottsdale arizona homes for sale,0,3,4,6,20,2900,67,0.86,0.35,7440000,"informational, transactional",,https://www.redfin.com/city/16660/AZ/Scottsdale,https://www.trulia.com/AZ/Scottsdale/,https://www.remax.com/homes-for-sale/az/scottsdale/city/0465000,https://www.compass.com/homes-for-sale/scottsdale-az/
seapointe village,0,68,65,10,61,2900,45,0.56,0.11,98,navigational,,https://www.redfin.com/NJ/Wildwood-Crest/9900-Seapointe-Blvd-08260/unit-14/home/100522013,https://www.trulia.com/p/nj/wildwood/9903-seapointe-blvd-412-wildwood-nj-08260--2007764159,https://www.remax.com/homes-for-sale/nj/diamond-beach/seapointe-village/neighborhood/540974,https://www.compass.com/listing/9905-seapointe-boulevard-unit-715-wildwood-nj-08260/1082623851026396193/
seattle condos for sale,0,1,3,36,74,2900,60,1.22,0.42,10600000,"informational, transactional",,https://www.redfin.com/city/16163/WA/Seattle/condos,"https://www.trulia.com/for_sale/Seattle,WA/CONDO_type/",https://www.remax.com/homes-for-sale/wa/seattle/seaview-condominiums/neighborhood/932754,https://www.compass.com/
seminole heights,0,18,3,39,83,2900,45,1.21,0.02,7730000,informational,,https://www.redfin.com/neighborhood/413486/FL/Tampa/Seminole-Heights/housing-market,https://www.trulia.com/n/fl/tampa/seminole-heights/88384/,https://www.remax.com/homes-for-sale/fl/tampa/seminole-heights/neighborhood/176811,https://www.compass.com/homes-for-sale/east-seminole-heights-tampa-fl/
serra mesa,0,15,4,24,83,2900,50,0.24,0.01,26800000,informational,,https://www.redfin.com/neighborhood/2417/CA/San-Diego/Serra-Mesa,https://www.trulia.com/n/ca/san-diego/serra-mesa/81459/,https://www.remax.com/homes-for-sale/ca/san-diego/serra-mesa/neighborhood/58536,https://www.compass.com/homes-for-sale/serra-mesa-san-diego-ca/
sharon hill pa,0,71,18,35,73,2900,31,0.54,0.01,22900000,informational,,https://www.redfin.com/PA/Sharon-Hill/212-Reese-St-19079/home/39164517,https://www.trulia.com/PA/Sharon_Hill/,https://www.remax.com/homes-for-sale/pa/sharon-hill/zip/19079,https://www.compass.com/homes-for-sale/sharon-hill-pa/
sheridan il,0,30,29,25,96,2900,43,0.62,0.01,28500000,informational,,https://www.redfin.com/city/17716/IL/Sheridan,https://www.trulia.com/IL/Sheridan/,https://www.remax.com/homes-for-sale/il/sheridan/city/1769277,https://www.compass.com/listing/2599-highway-52-sheridan-il-60551/657106452080328449/
shingle springs ca,0,39,19,21,48,2900,37,0.35,0.01,9860000,"informational, transactional",,https://www.redfin.com/city/25976/CA/Shingle-Springs,https://www.trulia.com/CA/Shingle_Springs/,https://www.remax.com/homes-for-sale/ca/shingle-springs/city/0671554,https://www.compass.com/homes-for-sale/shingle-springs-ca/
signal hill ca,0,20,11,43,55,2900,47,0.00,0.01,124000000,"informational, navigational",,https://www.redfin.com/city/18347/CA/Signal-Hill,https://www.trulia.com/CA/Signal_Hill/,https://www.remax.com/homes-for-sale/ca/signal-hill/city/0671876,https://www.compass.com/homes-for-sale/signal-hill-ca/
simi valley homes for sale,0,2,4,7,12,2900,53,0.62,0.31,3270000,"informational, transactional",,https://www.redfin.com/city/18389/CA/Simi-Valley,https://www.trulia.com/CA/Simi_Valley/,https://www.remax.com/homes-for-sale/ca/simi-valley/zip/93065,https://www.compass.com/homes-for-sale/simi-valley-ca/
somerset ca,0,47,12,18,61,2900,38,0.21,0.01,44600000,informational,,https://www.redfin.com/CA/Somerset/7761-Happy-Valley-Rd-95684/home/167307484,https://www.trulia.com/CA/Somerset/,https://www.remax.com/homes-for-sale/ca/somerset/city/9026122,https://www.compass.com/homes-for-sale/somerset-ca/
soquel ca,0,46,17,45,50,2900,44,0.49,0.01,3200000,informational,,https://www.redfin.com/city/26051/CA/Soquel,https://www.trulia.com/CA/Soquel/,https://www.remax.com/homes-for-sale/ca/soquel/city/0672688,https://www.compass.com/homes-for-sale/soquel-ca/
south san francisco ca,0,25,8,87,97,2900,60,0.00,0,447000000,"informational, navigational",,https://www.redfin.com/CA/South-San-Francisco/237-Village-Way-94080/home/1562779,https://www.trulia.com/CA/South_San_Francisco/,https://www.remax.com/homes-for-sale/ca/south-san-francisco/zip/94080,https://www.compass.com/homes-for-sale/south-san-francisco-ca/
spanish oaks,0,55,69,44,19,2900,36,0.66,0.13,53500000,commercial,,https://www.redfin.com/CA/Temecula/39565-Spanish-Oaks-Dr-92592/home/6177550,https://www.trulia.com/c/sc/charleston/spanish-oaks-1515-ashley-river-rd-charleston-sc-29407--2027946121,https://www.remax.com/homes-for-sale/fl/fernandina-beach/spanish-oaks/neighborhood/1150181,https://www.compass.com/homes-for-sale/spanish-oaks-austin-tx/
spartan avenue,0,12,19,47,21,2900,28,0.00,0,93,navigational,,https://www.redfin.com/VA/Norfolk/7424-Spartan-Ave-23518/home/49232750,https://www.trulia.com/p/va/norfolk/7434-spartan-ave-norfolk-va-23518--2022020931,https://www.remax.com/mi/east-lansing/home-details/164-spartan-ave-east-lansing-mi-48823/10296167374945524804,https://www.compass.com/listing/52-spartan-avenue-staten-island-ny-10303/1042782822059218649/
spokane houses for sale,0,3,4,5,19,2900,64,1.47,0.4,7700000,"informational, transactional",,https://www.redfin.com/city/17154/WA/Spokane,https://www.trulia.com/WA/Spokane/,https://www.remax.com/homes-for-sale/wa/spokane/city/5367000,https://www.compass.com/homes-for-sale/spokane-wa/
spotswood nj,0,39,15,9,86,2900,56,0.42,0.01,2390000,"informational, navigational",,https://www.redfin.com/city/17842/NJ/Spotswood,https://www.trulia.com/NJ/Spotswood/,https://www.remax.com/homes-for-sale/nj/spotswood/city/3469810,https://www.compass.com/listing/85-main-street-unit-13-spotswood-nj-08884/581829245461299545/
st james plantation,0,42,66,19,40,2900,56,0.63,0.27,30800000,informational,,https://www.redfin.com/neighborhood/765503/NC/St-James/St-James-Plantation,https://www.trulia.com/builder-community/True-Homes-On-Your-Lot-St-James-Plantation-6000269614/new-home/Plan-The-Langley/4070579488,https://www.remax.com/homes-for-sale/nc/st-james/st-james-plantation/neighborhood/1161386,https://www.compass.com/homes-for-sale/st-james-plantation-southport-nc/
stanton tennessee,0,30,20,48,71,2900,35,0.00,0.01,7140000,"informational, transactional",,https://www.redfin.com/city/18104/TN/Stanton,https://www.trulia.com/TN/Stanton/,https://www.remax.com/homes-for-sale/tn/stanton/city/4770820,https://www.compass.com/homes-for-sale/stanton-tn/
stony brook new york,0,79,60,70,86,2900,81,0.55,0,35300000,"informational, navigational",,https://www.redfin.com/city/25984/NY/Stony-Brook,https://www.trulia.com/NY/Stony_Brook/,https://www.remax.com/homes-for-sale/ny/stony-brook/city/3671608,https://www.compass.com/homes-for-sale/stony-brook-ny/
sunnyside houston,0,21,3,41,73,2900,44,2.31,0.01,4090000,"informational, transactional",,https://www.redfin.com/neighborhood/34778/TX/Houston/Sunnyside,https://www.trulia.com/n/tx/houston/sunnyside/86466/,https://www.remax.com/homes-for-sale/tx/houston/sunnyside/neighborhood/9636,https://www.compass.com/homes-for-sale/sunnyside-houston-tx/
sunset pointe apartments,0,30,22,74,61,2900,33,0.89,0.03,6090000,"navigational, transactional",,https://www.redfin.com/CA/Los-Angeles/Sunset-Pointe/apartment/6908861,https://www.trulia.com/c/nv/las-vegas/sunset-pointe-apartments-2255-e-sunset-rd-las-vegas-nv-89119--2115352740,https://www.remax.com/homes-for-rent/fl/clearwater/sunset-pointe-townhomes/neighborhood/242660,https://www.compass.com/homes-for-sale/sunset-pointe-townhomes-clearwater-fl/
sutherlin,0,83,57,85,51,2900,59,0.51,0,2510000,"informational, transactional",,https://www.redfin.com/city/18299/OR/Sutherlin,https://www.trulia.com/OR/Sutherlin/,https://www.remax.com/homes-for-sale/or/sutherlin/city/4171650,https://www.compass.com/agents/diana-sutherlin/
swarthmore pa,0,9,26,10,14,2900,61,0.27,0.01,3120000,informational,,https://www.redfin.com/city/19160/PA/Swarthmore,https://www.trulia.com/PA/Swarthmore/,https://www.remax.com/homes-for-sale/pa/swarthmore/city/4275648,https://www.compass.com/homes-for-sale/swarthmore-pa/
tabernacle nj,0,25,11,8,90,2900,50,0.23,0.01,2720000,"informational, navigational",,https://www.redfin.com/minorcivildivision/174/NJ/Tabernacle-Township,https://www.trulia.com/NJ/Tabernacle/,https://www.remax.com/homes-for-sale/nj/tabernacle/city/3400572060,https://www.compass.com/homes-for-sale/tabernacle-nj/
tampa florida houses for sale,0,4,3,7,22,2900,78,0.39,0.42,13900000,"informational, transactional",,https://www.redfin.com/city/18142/FL/Tampa,https://www.trulia.com/FL/Tampa/,https://www.remax.com/homes-for-sale/fl/tampa/city/1271000,https://www.compass.com/homes-for-sale/tampa-fl/
the steamboat grand,0,27,78,16,75,2900,53,0.69,0.11,12800000,navigational,,https://www.redfin.com/neighborhood/537827/CO/Steamboat-Springs/The-Steamboat-Grand,https://www.trulia.com/p/co/steamboat-springs/the-steamboat-grand-resort-steamboat-springs-co-80487--2291177979,https://www.remax.com/homes-for-sale/co/steamboat-springs/the-steamboat-grand/neighborhood/1058957,https://www.compass.com/homes-for-sale/the-steamboat-grand-steamboat-springs-co/
thornton nh,0,12,25,53,75,2900,53,0.40,0.01,9270000,"informational, navigational",,https://www.redfin.com/minorcivildivision/311/NH/Thornton,https://www.trulia.com/NH/Thornton/,https://www.remax.com/homes-for-sale/nh/thornton/city/3300976740,https://www.compass.com/homes-for-sale/thornton-nh/
tierrasanta,0,12,3,24,89,2900,54,0.24,0,6430000,"informational, transactional",,https://www.redfin.com/neighborhood/2742/CA/San-Diego/Tierrasanta,https://www.trulia.com/n/ca/san-diego/tierrasanta/81470/,https://www.remax.com/homes-for-sale/ca/san-diego/tierrasanta/neighborhood/58549,https://www.compass.com/homes-for-sale/tierrasanta-san-diego-ca/
timber pines,0,11,18,12,79,2900,59,1.20,0.02,10900000,"informational, transactional",,https://www.redfin.com/city/26006/FL/Timber-Pines,https://www.trulia.com/FL/Timber_Pines/,https://www.remax.com/homes-for-sale/fl/timber-pines/timber-pines/neighborhood/75848,https://www.compass.com/homes-for-sale/timber-pines-spring-hill-fl/
timberlakes,0,45,30,32,71,2900,50,0.29,0,701000,informational,,https://www.redfin.com/city/26307/UT/Timber-Lakes,https://www.trulia.com/n/ut/heber-city/timber-lakes/168564/,https://www.remax.com/homes-for-sale/ut/timber-lakes/timber-lakes/neighborhood/1211561,https://www.compass.com/homes-for-sale/timber-lakes-heber-city-ut/
tottenville,0,31,9,14,88,2900,59,0.00,0,2340000,"informational, transactional",,https://www.redfin.com/neighborhood/34513/NY/New-York/Tottenville,"https://www.trulia.com/NY/New_York,5252,Tottenville/",https://www.remax.com/homes-for-sale/ny/new-york/tottenville/neighborhood/7775,https://www.compass.com/homes-for-sale/tottenville-staten-island-ny/
townhouses near me for rent,0,32,1,27,37,2900,66,0.61,0.31,58,"informational, transactional",,https://www.redfin.com/rentals,https://www.trulia.com/townhomes-for-rent-near-me/,https://www.remax.com/homes-for-sale,https://www.compass.com/
township of logan nj,0,38,16,84,71,2900,55,0.00,0,14300000,"informational, navigational",,https://www.redfin.com/minorcivildivision/519/NJ/Logan-Township,https://www.trulia.com/NJ/Logan_Township/,https://www.remax.com/homes-for-sale/nj/swedesboro/logan-township-public-schools/school-district/3408880,https://www.compass.com/homes-for-sale/logan-township-nj/
tradition port st lucie,0,27,83,9,74,2900,61,1.28,0.22,1980000,"informational, navigational",,https://www.redfin.com/neighborhood/390077/FL/Port-St-Lucie/Tradition/new-homes,https://www.trulia.com/builder-community/Lake-Park-At-Tradition-6000283181,https://www.remax.com/homes-for-sale/fl/port-st-lucie/tradition/neighborhood/93563,https://www.compass.com/homes-for-sale/tradition-port-st-lucie-fl/
tucson az homes for sale,0,3,4,7,18,2900,74,0.87,0.37,9080000,"informational, transactional",,https://www.redfin.com/city/19459/AZ/Tucson,https://www.trulia.com/AZ/Tucson/,https://www.remax.com/homes-for-sale/az/tucson/city/0477000,https://www.compass.com/homes-for-sale/tucson-az/
tustin legacy,0,6,55,52,78,2900,58,9.83,0.04,1070000,"informational, transactional",,https://www.redfin.com/neighborhood/498179/CA/Tustin/Tustin-Legacy,https://www.trulia.com/builder-community/Cira-Collection-At-The-Landing-6529619948/new-home/Plan-Homes-Available-Soon/9062185955,https://www.remax.com/homes-for-sale/ca/tustin/tustin-legacy/neighborhood/1050556,https://www.compass.com/agents/locations/tustin-legacy-tustin-ca/66454/
twisp,0,47,51,40,89,2900,42,0.49,0,3200000,informational,,https://www.redfin.com/city/18626/WA/Twisp,https://www.trulia.com/WA/Twisp/,https://www.remax.com/homes-for-sale/wa/twisp/city/5373080,https://www.compass.com/homes-for-sale/twisp-wa/
upper east side new york ny,0,64,16,36,4,2900,45,0.63,0,134000000,"informational, transactional",,https://www.redfin.com/neighborhood/498409/NY/Manhattan/Upper-East-Side,"https://www.trulia.com/NY/Manhattan,5260,Upper_East_Side/",https://www.remax.com/homes-for-sale/ny/new-york/upper-east-side/neighborhood/7661,https://www.compass.com/neighborhood-guides/nyc/upper-east-side/
upper west side new york ny,0,70,17,80,3,2900,58,0.00,0,158000000,"informational, transactional",,https://www.redfin.com/neighborhood/498546/NY/Manhattan/Upper-West-Side/condos,"https://www.trulia.com/NY/New_York,5261,Upper_West_Side/",https://www.remax.com/homes-for-sale/ny/new-york/upper-west-side/neighborhood/7662,https://www.compass.com/neighborhood-guides/nyc/upper-west-side/
upton ma,0,35,26,34,51,2900,61,1.33,0.01,18700000,"informational, navigational",,https://www.redfin.com/city/36173/MA/Upton,https://www.trulia.com/MA/Upton/,https://www.remax.com/homes-for-sale/ma/upton/city/2571445,https://www.compass.com/homes-for-sale/upton-ma/
us 41 south,0,33,38,74,32,2900,40,0.00,0,1600000000,"informational, transactional",,https://www.redfin.com/TN/Greenbrier/2254-Hwy-41-S-37073/home/87449163,https://www.trulia.com/p/mi/marquette/2060-us-highway-41-s-marquette-mi-49855--2100299455,https://www.remax.com/mi/marquette/home-details/6425-us-highway-41-s-marquette-mi-49855/9656240987104726354,https://www.compass.com/listing/12155-us-highway-41-south-gibsonton-fl-33534/1014537180828686897/
ventnor nj,0,7,11,14,76,2900,56,0.41,0.05,3250000,"informational, navigational",,https://www.redfin.com/city/19150/NJ/Ventnor-City,https://www.trulia.com/NJ/Ventnor/,https://www.remax.com/homes-for-sale/nj/ventnor-city/city/3475620,https://www.compass.com/for-rent/ventnor-city-nj/
vermont land for sale,0,12,26,70,78,2900,58,0.13,0.33,30900000,"informational, transactional",,https://www.redfin.com/state/Vermont/land,https://www.trulia.com/VT/,https://www.remax.com/,https://www.compass.com/homes-for-sale/marshfield-vt/has-waterfront/
village of palatine,0,67,79,35,93,2900,48,0.00,0,8320000,"informational, navigational",,https://www.redfin.com/IL/Palatine/225-Cherrywood-Dr-60067/home/13894898,https://www.trulia.com/IL/Palatine/,https://www.remax.com/homes-for-sale/il/palatine/cherry-brook-village/neighborhood/667189,https://www.compass.com/listing/244-west-hamilton-drive-unit-148-palatine-il-60067/1126582806582279825/
village on parkway,0,88,33,92,90,2900,31,3.00,0.02,50000000,transactional,,https://www.redfin.com/CA/LAKE-ELSINORE/29529-VILLAGE-PKWY-92530/home/167264698,https://www.trulia.com/c/tx/houston/village-on-the-parkway-apartments-1333-eldridge-pkwy-houston-tx-77077--2068930576,https://www.remax.com/homes-for-sale/ny/new-york/parkway-village/neighborhood/1218501,https://www.compass.com/listing/73-village-parkway-santa-monica-ca-90405/800089921156987257/
viridian design district,0,62,14,35,74,2900,53,1.70,0.08,527000,navigational,,https://www.redfin.com/IL/Chicago/Viridian-on-Sheridan/apartment/179446494,https://www.trulia.com/c/tx/houston/viridian-design-district-7100-old-katy-rd-houston-tx-77024--2587341464,https://www.remax.com/homes-for-rent/tx/houston/viridian-design-district/neighborhood/1100404,https://www.compass.com/listing/27536-viridian-street-unit-1-murrieta-ca-92562/1013833049097353417/
wanaque nj,0,37,7,16,64,2900,49,0.35,0.01,1680000,"informational, navigational",,https://www.redfin.com/city/19408/NJ/Wanaque,https://www.trulia.com/NJ/Wanaque/,https://www.remax.com/homes-for-sale/nj/wanaque/city/3476730,https://www.compass.com/homes-for-sale/wanaque-nj/
washington homes for sale,0,3,4,11,25,2900,68,0.60,0.28,0,transactional,,https://www.redfin.com/state/Washington,https://www.trulia.com/WA/,https://www.remax.com/homes-for-sale/wa/republic/city/5357850,https://www.compass.com/homes-for-sale/seattle-wa/
waterford landing,0,47,33,29,65,2900,27,0.69,0.03,7420000,commercial,,https://www.redfin.com/NC/Raleigh/5800-Waterford-Landing-Ct-27610/home/41238726,https://www.trulia.com/c/pa/coraopolis/waterford-landing-1200-landing-ln-coraopolis-pa-15108--2013904480,https://www.remax.com/homes-for-sale/ga/richmond-hill/waterford-landing-development/neighborhood/668723,https://www.compass.com/homes-for-sale/waterford-landing-raleigh-nc/
waterville texas,0,21,40,43,27,2900,21,0.00,0,4270000,informational,,https://www.redfin.com/TX/Houston/13835-Waterville-Way-77015/home/30276966,https://www.trulia.com/p/pa/waterville/4754-texas-creek-rd-waterville-pa-17776--2198311001,https://www.remax.com/pa/waterville/home-details/1-texas-creek-rd-waterville-pa-17776/4445655354364571160,https://www.compass.com/listing/13835-waterville-way-houston-tx-77015/1105305860687314545/
wescott homes massachusetts,0,7,12,34,22,2900,24,0.00,0,87,commercial,,https://www.redfin.com/MA/Malden/10-Wescott-St-02148/home/11424706,https://www.trulia.com/p/ma/worcester/3-wescott-st-worcester-ma-01603--2000650166,https://www.remax.com/ma/worcester/home-details/3-wescott-st-worcester-ma-01603/1953022316097877972,https://www.compass.com/listing/61-wescott-circle-tewksbury-ma-01876/300773823334702497/
west newton,0,53,11,74,79,2900,49,0.00,0,247000000,informational,,https://www.redfin.com/city/28730/MA/West-Newton,https://www.trulia.com/n/ma/newton/west-newton/96134/,https://www.remax.com/homes-for-sale/pa/west-newton/city/4283680,https://www.compass.com/homes-for-sale/west-newton-ma/
wilder philly,0,18,31,55,41,2900,42,0.00,0,3190000,navigational,,https://www.redfin.com/PA/Philadelphia/2611-Wilder-St-19146/home/39029734,https://www.trulia.com/p/pa/philadelphia/2342-wilder-st-philadelphia-pa-19146--2017363366,https://www.remax.com/pa/philadelphia/home-details/2915-wilder-st-philadelphia-pa-19146/6316606837552567584,https://www.compass.com/listing/821-wilder-street-philadelphia-pa-19147/1091332498957656313/
willow spring nc,0,73,19,25,89,2900,39,0.24,0.01,12100000,informational,,https://www.redfin.com/zipcode/27592,https://www.trulia.com/NC/Willow_Spring/,https://www.remax.com/homes-for-sale/nc/willow-spring/zip/27592,https://www.compass.com/listing/25-buckstone-place-willow-spring-nc-27592/1071168065673347905/
willow springs il,0,13,10,56,82,2900,50,0.25,0.01,11200000,"informational, navigational",,https://www.redfin.com/city/29521/IL/Willow-Springs,https://www.trulia.com/IL/Willow_Springs/,https://www.remax.com/homes-for-sale/il/willow-springs/zip/60480,https://www.compass.com/homes-for-sale/willow-springs-il/
wilton ca,0,12,15,16,93,2900,53,0.94,0.01,15700000,informational,,https://www.redfin.com/city/26796/CA/Wilton,https://www.trulia.com/CA/Wilton/,https://www.remax.com/homes-for-sale/ca/wilton/city/0685880,https://www.compass.com/homes-for-sale/wilton-ca/
windsor place,0,85,57,47,68,2900,37,0.84,0,263000000,commercial,,https://www.redfin.com/CA/Laguna-Beach/565-Windsor-Pl-92651/home/3260259,https://www.trulia.com/c/oh/mentor/windsor-place-5779-s-winds-dr-mentor-oh-44060--2097241843,https://www.remax.com/homes-for-sale/tn/morristown/windsor-place/neighborhood/746946,https://www.compass.com/listing/277-windsor-place-brooklyn-ny-11218/1059652500781163225/
wisconsin real estate,0,5,3,36,24,2900,70,0.46,0.2,367000000,informational,,https://www.redfin.com/state/Wisconsin,https://www.trulia.com/WI/,https://www.remax.com/homes-for-sale/wi/oxford/city/5560875,https://www.compass.com/homes-for-sale/wisconsin/
wonder lake,0,23,60,52,40,2900,42,0.20,0.01,190000000,"informational, transactional",,https://www.redfin.com/city/20554/IL/Wonder-Lake,https://www.trulia.com/IL/Wonder_Lake/,https://www.remax.com/homes-for-sale/il/wonder-lake/zip/60097,https://www.compass.com/homes-for-sale/wonder-lake-il/
woodbine md,0,20,11,12,75,2900,30,0.34,0.01,3450000,informational,,https://www.redfin.com/city/28946/MD/Woodbine,https://www.trulia.com/MD/Woodbine/,https://www.remax.com/homes-for-sale/md/woodbine/city/9006380,https://www.compass.com/homes-for-sale/woodbine-md/
woodland heights apartments,0,26,31,37,76,2900,44,0.86,0.04,13200000,"navigational, transactional",,https://www.redfin.com/neighborhood/528340/IA/Des-Moines/Woodland-Heights/apartments-for-rent,https://www.trulia.com/for_rent/6730_nh/,https://www.remax.com/homes-for-rent/nc/greensboro/woodland-heights-apartments/neighborhood/1158704,"https://www.compass.com/homes-for-sale/wedgewood-knolls-little-falls-nj/property-type=co-op,condo/"
woodland homes for sale,0,2,5,6,42,2900,56,0.66,0.34,26100000,"informational, transactional",,https://www.redfin.com/city/20957/CA/Woodland,https://www.trulia.com/CA/Woodland/,https://www.remax.com/homes-for-sale/ca/woodland/city/0686328,https://www.compass.com/homes-for-sale/gibson-ranch-woodland-ca/
woodland lakes,0,59,78,26,63,2900,41,0.80,0.01,38400000,"informational, navigational",,https://www.redfin.com/neighborhood/139961/FL/Tamarac/Woodland-Lakes,https://www.trulia.com/builder-community/Woodland-Lakes-6000284432,https://www.remax.com/homes-for-sale/ne/fremont/woodland-lakes/neighborhood/1236741,https://www.compass.com/homes-for-sale/woodland-lakes-orlando-fl/
woodland springs,0,71,34,68,85,2900,31,0.42,0.03,35000000,commercial,,https://www.redfin.com/neighborhood/27146/TX/Fort-Worth/Villages-of-Woodland-Springs/housing-market,https://www.trulia.com/n/tx/fort-worth/villages-of-woodland-springs/90188/,https://www.remax.com/homes-for-sale/tx/fort-worth/the-sugar-groves-at-the-villages-of-woodland-springs/neighborhood/1128051,https://www.compass.com/homes-for-sale/woodland-springs-carmel-in/
woodmere ny,0,10,6,13,12,2900,46,0.45,0.01,2790000,informational,,https://www.redfin.com/city/26668/NY/Woodmere,https://www.trulia.com/NY/Woodmere/,https://www.remax.com/homes-for-sale/ny/woodmere/city/3682942,https://www.compass.com/homes-for-sale/woodmere-ny/
woodpark,0,15,91,27,82,2900,23,0.00,0.01,3630000,informational,,https://www.redfin.com/CA/Santee/10051-Woodpark-Dr-92071/home/5031164,https://www.trulia.com/p/ok/wellston/980265-s-woodpark-dr-wellston-ok-74881--2109086434,https://www.remax.com/homes-for-sale/tx/beaumont/woodpark/neighborhood/504897,https://www.compass.com/listing/29477-woodpark-circle-warren-mi-48092/1102130241264241313/
woodward park fresno,0,24,9,45,73,2900,59,0.91,0,1810000,"informational, transactional",,https://www.redfin.com/neighborhood/91741/CA/Fresno/Woodward-Park,https://www.trulia.com/n/ca/fresno/woodward-park/80787/,https://www.remax.com/homes-for-sale/ca/fresno/woodward-park/neighborhood/1186,https://www.compass.com/homes-for-sale/woodward-park-fresno-ca/
www brightmls com,0,55,75,50,73,2900,59,3.92,0,0,"informational, navigational",,https://www.redfin.com/VA/Fredericksburg/13011-Mill-Rd-22407/home/15611029,"https://www.trulia.com/sold/Philadelphia,PA/",https://www.remax.com/homes-for-sale/de/newark/city/1050670,https://www.compass.com/listing/1217-foyer-avenue-capitol-heights-md-20743/1126753834947507137/
yakima homes for sale,0,5,4,8,18,2900,50,0.31,0.35,3950000,"informational, transactional",,https://www.redfin.com/city/20098/WA/Yakima,https://www.trulia.com/WA/Yakima/,https://www.remax.com/homes-for-sale/wa/yakima/city/5380010,https://www.compass.com/homes-for-sale/yakima-wa/
youpo n,0,15,86,69,21,2900,25,0.00,0,58200000,navigational,,https://www.redfin.com/TX/Allen/808-Youpon-Dr-75002/home/32047864,https://www.trulia.com/p/tx/fresno/2803-youpon-glen-way-fresno-tx-77545--2122510163,https://www.remax.com/tx/houston/home-details/2822-youpon-lake-ct-houston-tx-77084/14698667784030447667/M00000599/46183721,https://www.compass.com/listing/249-youpon-drive-hubert-nc-28539/1051410769419279169/
02108,0,13,12,17,14,2400,36,0.00,0,3630000,informational,,https://www.redfin.com/zipcode/02108,https://www.trulia.com/MA/Boston/02108/,https://www.remax.com/homes-for-rent/ma/boston/zip/02108,https://www.compass.com/homes-for-sale/boston-ma-02108/
02129,0,11,8,19,12,2400,35,0.00,0,3030000,informational,,https://www.redfin.com/zipcode/02129,https://www.trulia.com/MA/Boston/02129/,https://www.remax.com/homes-for-sale/ma/charlestown/zip/02129,https://www.compass.com/homes-for-sale/charlestown-ma-02129/
07030,0,10,5,37,40,2400,38,0.00,0,6570000,informational,,https://www.redfin.com/zipcode/07030,https://www.trulia.com/NJ/Hoboken/07030/,https://www.remax.com/homes-for-sale/nj/hoboken/zip/07030,https://www.compass.com/homes-for-sale/hoboken-nj-07030/
10007,0,14,6,56,93,2400,38,0.00,0,16200000,informational,,https://www.redfin.com/zipcode/10007,https://www.trulia.com/NY/New_York/10007/,https://www.remax.com/homes-for-sale/ny/new-york/zip/10007,https://www.compass.com/homes-for-sale/manhattan-ny-10007/
10022,0,15,8,91,11,2400,40,0.00,0,18900000,informational,,https://www.redfin.com/zipcode/10022,https://www.trulia.com/NY/New_York/10022/,https://www.remax.com/homes-for-sale/ny/new-york/zip/10022,https://www.compass.com/homes-for-sale/manhattan-ny-10022/
