Keyword,homelight.com,redfin.com,trulia.com,remax.com,compass.com,Search Volume,Keyword Difficulty,CPC,Competition,Results,Keyword Intents,homelight.com (pages),redfin.com (pages),trulia.com (pages),remax.com (pages),compass.com (pages)
kitchen valance,49,0,0,0,0,1300,63,0.76,1,15000000,informational,https://www.homelight.com/blog/are-valences-out-of-style/,,,,
land appraisers near me,25,0,0,0,0,1300,50,2.84,0.35,0,transactional,https://www.homelight.com/blog/land-appraisals/,,,,
land parcel,69,0,0,0,0,1300,62,0.93,0.03,108000000,informational,https://www.homelight.com/blog/buyer-how-to-buy-land/,,,,
land surveyor cost,90,0,0,0,0,1300,69,0.96,0.23,15400000,informational,https://www.homelight.com/blog/property-survey/,,,,
landlord friendly states,83,0,0,0,0,1300,27,0.33,0.03,11700000,"commercial, informational",https://www.homelight.com/blog/landlord-selling-house-tenants-rights-california/,,,,
lansing mi time,44,0,0,0,0,1300,30,0.00,0,33500000,informational,https://www.homelight.com/best-time-to-sell-house/lansing-mi,,,,
liens against property,38,0,0,0,0,1300,81,1.52,0.17,19900000,informational,https://www.homelight.com/blog/selling-a-house-with-a-lien/,,,,
lis pendens real estate,9,0,0,0,0,1300,46,1.31,0.03,466000,informational,https://www.homelight.com/blog/can-you-sell-a-house-with-a-lis-pendens/,,,,
living room paint colors 2021,82,0,0,0,0,1300,61,0.57,0.92,52900000,"commercial, informational",https://www.homelight.com/blog/is-gray-paint-going-out-of-style/,,,,
living room valance,41,0,0,0,0,1300,45,0.84,1,17000000,informational,https://www.homelight.com/blog/are-valences-out-of-style/,,,,
living room valances,44,0,0,0,0,1300,45,0.84,1,9040000,informational,https://www.homelight.com/blog/are-valences-out-of-style/,,,,
lou castro,70,0,0,0,0,1300,38,0.00,0,10800000,"commercial, informational",https://www.homelight.com/agents/oliver-lou-ca-1452904,,,,
low balling meaning,32,0,0,0,0,1300,47,0.00,0,3060000,informational,https://www.homelight.com/blog/buyer-low-ball-offers/,,,,
low cost cheap simple front yard landscaping ideas,91,0,0,0,0,1300,50,0.00,1,24700000,informational,https://www.homelight.com/blog/improve-curb-appeal-landscaping/,,,,
lowest credit score to buy a house,58,0,0,0,0,1300,71,3.55,0.49,78500000,transactional,https://www.homelight.com/blog/buyer-minimum-credit-score-to-buy-a-house/,,,,
luci at the grove,67,0,0,0,0,1300,41,0.00,0,1330000,"informational, transactional",https://www.homelight.com/agents/luci-wong-ca-01067795-8154,,,,
lumber price market,40,0,0,0,0,1300,79,2.29,0.01,0,transactional,https://www.homelight.com/blog/lumber-prices-housing-market/,,,,
lyna erez,53,0,0,0,0,1300,18,0.00,0,80,informational,https://www.homelight.com/aventura-fl/agents,,,,
marcos avila,46,0,0,0,0,1300,21,0.00,0,10900000,informational,https://www.homelight.com/agents/marcos-avila-il-475154361,,,,
margaret francis west,23,0,0,0,0,1300,22,0.00,0,24200000,informational,https://www.homelight.com/agents/margaret-francis-ct-res0236436,,,,
market analysis example,65,0,0,0,0,1300,74,5.31,0.14,4160000000,informational,https://www.homelight.com/blog/comparative-market-analysis/,,,,
marksimone,49,0,0,0,0,1300,41,0.00,0.01,75100000,informational,https://www.homelight.com/agents/mark-simone-md-88561,,,,
maryland lemon law,77,0,0,0,0,1300,37,3.28,0.32,3490000,commercial,https://www.homelight.com/blog/buyer-is-there-a-lemon-law-for-houses/,,,,
master bath remodel,51,0,0,0,0,1300,62,6.03,1,15100000,informational,https://www.homelight.com/blog/does-a-bathroom-remodel-increase-home-value/,,,,
master bathroom remodeling,48,0,0,0,0,1300,66,5.39,1,20800000,commercial,https://www.homelight.com/blog/how-much-to-remodel-a-bathroom/,,,,
master bedroom floor plans,76,0,0,0,0,1300,49,0.83,0.33,53500000,"commercial, informational",https://www.homelight.com/blog/buyer-what-is-a-dual-master-suite/,,,,
matt blevins,38,0,0,0,0,1300,26,0.00,0.01,4240000,"informational, transactional",https://www.homelight.com/agents/matt-blevins-tx-0482639,,,,
melissa harrington,71,0,0,0,0,1300,36,0.00,0.01,8890000,"commercial, informational",https://www.homelight.com/agents/melissa-harrington-la,,,,
mesa arizona time,54,0,0,0,0,1300,41,0.00,0,45000000,informational,https://www.homelight.com/best-time-to-sell-house/mesa-az,,,,
michael cordero,53,0,0,0,0,1300,49,0.00,0.01,7660000,informational,https://www.homelight.com/agents/michael-cordero-fl-3326762,,,,
michael emery,82,0,0,0,0,1300,33,0.48,0.01,18000000,informational,https://www.homelight.com/agents/michael-emery-il-15885218649em,,,,
michael guido,77,0,0,0,0,1300,21,0.00,0.01,30100000,informational,https://www.homelight.com/agents/michael-guido-mi-6501404264,,,,
mid century architecture,97,0,0,0,0,1300,60,2.49,0.64,180000000,informational,https://www.homelight.com/blog/buyer-what-is-midcentury-modern-architecture/,,,,
mike trainor,57,0,0,0,0,1300,28,0.00,0,3320000,informational,https://www.homelight.com/agents/mike-trainor-ca-01897202-7968,,,,
mikey chen christine,69,0,0,0,0,1300,29,0.00,0,536000,informational,https://www.homelight.com/long-beach-ca/agents,,,,
missouri lemon law,76,0,0,0,0,1300,31,1.70,0.33,3490000,commercial,https://www.homelight.com/blog/buyer-is-there-a-lemon-law-for-houses/,,,,
mixing wood and white trim,27,0,0,0,0,1300,11,0.00,0.05,7440000,informational,https://www.homelight.com/blog/painting-your-trim-white/,,,,
mobile home bill of sale,71,0,0,0,0,1300,44,0.63,0.37,529000000,informational,https://www.homelight.com/blog/how-to-sell-a-mobile-home/,,,,
modern brick house,82,0,0,0,0,1300,34,3.15,1,196000000,informational,https://www.homelight.com/blog/curb-appeal-ideas-for-brick-homes/,,,,
modern ceiling texture,70,0,0,0,0,1300,49,0.00,1,30800000,informational,https://www.homelight.com/blog/does-removing-popcorn-ceiling-increase-home-value/,,,,
modern industrial interior design,68,0,0,0,0,1300,58,2.26,1,197000000,informational,https://www.homelight.com/blog/industrial-interior-design/,,,,
modern mountain house,71,0,0,0,0,1300,46,0.71,1,432000000,informational,https://www.homelight.com/blog/mountain-contemporary/,,,,
modern paint colors,73,0,0,0,0,1300,71,0.76,1,134000000,"commercial, informational",https://www.homelight.com/blog/best-paint-colors-for-selling-a-house/,,,,
modernism house,53,0,0,0,0,1300,70,1.50,1,3790000000,informational,https://www.homelight.com/blog/buyer-modernist-architecture/,,,,
modernist design,97,0,0,0,0,1300,69,0.93,1,25300000,informational,https://www.homelight.com/blog/buyer-modernist-architecture/,,,,
mona khorani jad,77,0,0,0,0,1300,21,0.00,0,97,"commercial, informational",https://www.homelight.com/states/mi/mount-clemens-mi,,,,
mother in laws,65,0,0,0,0,1300,62,0.94,0.01,447000000,informational,https://www.homelight.com/blog/buyer-what-is-a-mother-in-law-suite/,,,,
mover quotes,33,0,0,0,0,1300,64,25.51,0.61,5140000,commercial,https://www.homelight.com/blog/moving-quotes/,,,,
moving containers companies,39,0,0,0,0,1300,70,8.47,0.66,79100000,commercial,https://www.homelight.com/blog/buyer-moving-containers/,,,,
moving containers pods,87,0,0,0,0,1300,84,6.59,0.61,35100000,transactional,https://www.homelight.com/blog/buyer-moving-containers/,,,,
moving pods company,59,0,0,0,0,1300,82,8.89,0.63,32600000,commercial,https://www.homelight.com/blog/buyer-moving-containers/,,,,
multifamily home,22,0,0,0,0,1300,66,1.07,0.26,36200000,informational,https://www.homelight.com/blog/buyer-multifamily-home/,,,,
myrental,81,0,0,0,0,1300,45,3.38,0.26,23100000,navigational,https://www.homelight.com/blog/can-i-sell-my-rental-property-with-tenants-in-it/,,,,
nc first time home buyer,48,0,0,0,0,1300,55,4.42,0.52,23100000,informational,https://www.homelight.com/blog/buyer-down-payment-assistance-in-north-carolina/,,,,
neighborhood watch signs,74,0,0,0,0,1300,37,1.03,1,35400000,"informational, transactional",https://www.homelight.com/blog/buyer-neighborhood-watch-in-my-area/,,,,
new a/c unit cost,47,0,0,0,0,1300,74,3.52,1,1460000000,informational,https://www.homelight.com/blog/how-much-value-does-central-air-add-to-home/,,,,
new home build,25,0,0,0,0,1300,100,1.81,0.24,5470000000,navigational,https://www.homelight.com/blog/buyer-new-construction-home-buying-process/,,,,
new home building,31,0,0,0,0,1300,83,1.81,0.24,6710000000,commercial,https://www.homelight.com/blog/buyer-steps-to-building-a-house/,,,,
new window cost,59,0,0,0,0,1300,77,5.61,1,2750000000,commercial,https://www.homelight.com/blog/cost-to-add-a-window/,,,,
nilesh patel,80,0,0,0,0,1300,45,2.70,0.01,3380000,commercial,https://www.homelight.com/agents/nilesh-patel-mo-1999088018,,,,
nj first time home buyer,54,0,0,0,0,1300,51,3.93,0.37,26700000,transactional,https://www.homelight.com/blog/down-payment-assistance-in-new-jersey/,,,,
nuetral colors,98,0,0,0,0,1300,69,0.71,0.85,688000000,informational,https://www.homelight.com/blog/best-paint-colors-for-selling-a-house/,,,,
off the grid homes for sale,84,0,0,0,0,1300,42,0.36,0.33,34300000,"informational, transactional",https://www.homelight.com/blog/buyer-how-to-live-off-the-grid/,,,,
on house,43,0,0,0,0,1300,81,1.84,0,15800000000,informational,https://www.homelight.com/blog/how-long-does-closing-take/,,,,
one car garage,78,0,0,0,0,1300,44,0.79,1,681000000,"informational, transactional",https://www.homelight.com/blog/how-much-does-an-attached-garage-add-to-home-value/,,,,
open floor plan kitchen,50,0,0,0,0,1300,58,1.23,1,281000000,informational,https://www.homelight.com/blog/is-open-concept-going-out-of-style/,,,,
open house invitation,40,0,0,0,0,1300,53,2.58,1,173000000,informational,https://www.homelight.com/blog/open-house-invitations/,,,,
options house,94,0,0,0,0,1300,57,2.63,0.06,3250000000,transactional,https://www.homelight.com/blog/buyer-how-to-buy-a-house-while-selling-your-own/,,,,
outdoor garbage can storage,46,0,0,0,0,1300,43,0.53,1,27100000,"informational, transactional",https://www.homelight.com/blog/how-to-hide-garbage-cans-outside/,,,,
outdoor kitchen cost,2,0,0,0,0,1300,50,1.39,1,404000000,informational,https://www.homelight.com/blog/outdoor-kitchen-cost/,,,,
outdoor kitchen frame,81,0,0,0,0,1300,52,1.36,1,163000000,"informational, transactional",https://www.homelight.com/blog/outdoor-kitchen-cost/,,,,
outdoor light bulb,76,0,0,0,0,1300,58,0.48,1,49300000,commercial,https://www.homelight.com/blog/curb-appeal-lighting-tips/,,,,
outdoor room,53,0,0,0,0,1300,61,1.69,1,1390000000,informational,https://www.homelight.com/blog/outdoor-room/,,,,
outdoor string light ideas,91,0,0,0,0,1300,50,0.33,1,26800000,informational,https://www.homelight.com/blog/backyard-lighting-ideas/,,,,
own it now,44,0,0,0,0,1300,39,4.53,0.01,10210000000,navigational,https://www.homelight.com/blog/buyer-whats-the-catch-with-rent-to-own-homes/,,,,
paint colors for a bedroom,58,0,0,0,0,1300,70,0.54,1,78600000,"commercial, informational",https://www.homelight.com/blog/best-bedroom-colors-to-sell-a-house/,,,,
paint colors for walls,62,0,0,0,0,1300,69,0.49,1,438000000,"commercial, informational",https://www.homelight.com/blog/best-paint-colors-for-selling-a-house/,,,,
paint exterior house,93,0,0,0,0,1300,66,4.30,0.88,161000000,informational,https://www.homelight.com/blog/buyer-does-painting-exterior-house-add-value/,,,,
painting white,54,0,0,0,0,1300,56,0.38,1,0,informational,https://www.homelight.com/blog/painting-your-trim-white/,,,,
painting window trim,90,0,0,0,0,1300,50,1.98,0.96,40600000,informational,https://www.homelight.com/blog/painting-your-trim-white/,,,,
pam simpson,36,0,0,0,0,1300,28,0.54,0.02,9410000,"commercial, informational",https://www.homelight.com/agents/pam-simpson-az-ps385,,,,
patio with pergola,73,0,0,0,0,1300,71,1.51,1,48500000,"commercial, informational",https://www.homelight.com/blog/front-porch-pergola-curb-appeal/,,,,
pay off mortgage,95,0,0,0,0,1300,77,1.28,0.1,301000000,informational,https://www.homelight.com/blog/buyer-how-to-pay-off-mortgage-faster/,,,,
pecoroni,82,0,0,0,0,1300,18,0.00,0,206000,informational,https://www.homelight.com/agents/teri-pecoroni-fl-3251185,,,,
perkins cedar rapids,72,0,0,0,0,1300,31,0.57,0.03,1960000,transactional,https://www.homelight.com/agents/jean-perkins-ia-b13841000,,,,
peter costa,44,0,0,0,0,1300,37,0.00,0,192000000,informational,https://www.homelight.com/agents/peter-costa-mi-6501259766,,,,
planned communities,6,0,0,0,0,1300,52,1.41,0.08,254000000,commercial,https://www.homelight.com/blog/buyer-planned-community/,,,,
plat survey,34,0,0,0,0,1300,45,1.17,0.13,15100000,informational,https://www.homelight.com/blog/buyer-what-is-a-plat-map/,,,,
pmi cost,22,0,0,0,0,1300,74,1.91,0.13,23500000,commercial,https://www.homelight.com/blog/buyer-pmi-rates/,,,,
pmi removal calculator,52,0,0,0,0,1300,51,1.37,0.14,233000,commercial,https://www.homelight.com/blog/can-i-cancel-pmi-if-my-home-value-increases/,,,,
pods moving container,59,0,0,0,0,1300,84,6.59,0.61,8730000,informational,https://www.homelight.com/blog/buyer-moving-containers/,,,,
popcorn ceiling removal machine,43,0,0,0,0,1300,52,0.74,1,7800000,commercial,https://www.homelight.com/blog/popcorn-ceiling-removal-cost/,,,,
popcorn ceiling texture,61,0,0,0,0,1300,40,0.90,1,4690000,"informational, transactional",https://www.homelight.com/blog/does-removing-popcorn-ceiling-increase-home-value/,,,,
popcorn removal,5,0,0,0,0,1300,60,2.96,0.87,39500000,"commercial, informational",https://www.homelight.com/blog/popcorn-ceiling-removal-cost/,,,,
popular gray sherwin williams,53,0,0,0,0,1300,64,1.05,0.83,12600000,"commercial, informational",https://www.homelight.com/blog/is-gray-paint-going-out-of-style/,,,,
porchlight realty,46,0,0,0,0,1300,38,1.67,0.07,87,commercial,https://www.homelight.com/agents/mandy-knaack-ar-hl9961099,,,,
pre qualification vs pre approval,100,0,0,0,0,1300,72,5.50,0.21,82100000,"commercial, informational",https://www.homelight.com/blog/difference-between-mortgage-prequalification-preapproval/,,,,
preapproved vs prequalified,84,0,0,0,0,1300,74,5.50,0.21,1690000,"commercial, informational",https://www.homelight.com/blog/buyer-pre-approval-vs-pre-qualified/,,,,
prefab shipping container homes for sale,89,0,0,0,0,1300,62,0.94,1,946000,transactional,https://www.homelight.com/blog/buyer-shipping-container-home-design/,,,,
price for a shed,12,0,0,0,0,1300,64,0.62,1,325000000,transactional,https://www.homelight.com/blog/cost-to-build-a-shed/,,,,
prices for septic tanks,60,0,0,0,0,1300,60,1.46,1,39200000,transactional,https://www.homelight.com/blog/how-much-does-it-cost-to-pump-a-septic-tank/,,,,
probate real estate,16,0,0,0,0,1300,52,2.56,0.18,32100000,informational,https://www.homelight.com/blog/probate-real-estate-basics/,,,,
property appraisers near me,7,0,0,0,0,1300,72,3.76,0.39,4420000,transactional,https://www.homelight.com/blog/appraisers-near-me/,,,,
property auctions near me,99,0,0,0,0,1300,85,0.81,0.5,279000000,transactional,https://www.homelight.com/blog/buyer-foreclosure-auctions-near-me/,,,,
property ownership records,94,0,0,0,0,1300,87,0.83,0.47,154000000,informational,https://www.homelight.com/blog/buyer-how-to-search-property-records/,,,,
pros and cons of reverse mortgage,42,0,0,0,0,1300,65,5.71,0.62,2480000,"commercial, informational",https://www.homelight.com/blog/reverse-mortgage-pros-cons/,,,,
pros and cons of tankless water heater,6,0,0,0,0,1300,48,1.45,1,4480000,informational,https://www.homelight.com/blog/tankless-water-heater-pros-and-cons/,,,,
public record property ownership,4,0,0,0,0,1300,80,0.83,0.45,148000000,informational,https://www.homelight.com/blog/buyer-how-to-search-property-records/,,,,
purchase contract,22,0,0,0,0,1300,86,1.30,0.36,979000000,informational,https://www.homelight.com/blog/what-is-a-purchase-agreement/,,,,
purchasing agreement,25,0,0,0,0,1300,75,1.17,0.39,255000000,informational,https://www.homelight.com/blog/what-is-a-purchase-agreement/,,,,
queen size bed skirt,52,0,0,0,0,1300,50,0.77,1,25500000,transactional,https://www.homelight.com/blog/are-bed-skirts-out-of-style/,,,,
radon in homes,94,0,0,0,0,1300,69,1.20,0.15,7710000,informational,https://www.homelight.com/blog/is-it-hard-to-sell-a-house-with-radon/,,,,
ranae shriver,69,0,0,0,0,1300,14,0.00,0,99200,informational,https://www.homelight.com/denver-co/agents,,,,
ray zamora pedro pan,65,0,0,0,0,1300,19,0.00,0,3990000,informational,https://www.homelight.com/san-jose-ca/agents,,,,
real estate images,48,0,0,0,0,1300,62,3.30,0.21,2200000000,"commercial, informational",https://www.homelight.com/blog/how-to-take-real-estate-photos/,,,,
real estate pictures,97,0,0,0,0,1300,67,3.11,0.3,2200000000,"commercial, informational",https://www.homelight.com/blog/how-to-take-real-estate-photos/,,,,
real estate podcast,53,0,0,0,0,1300,51,1.28,0.18,220000000,informational,https://www.homelight.com/podcast,,,,
realtor gifts,7,0,0,0,0,1300,31,1.10,1,22400000,commercial,https://www.homelight.com/blog/gifts-for-real-estate-agents/,,,,
realtor sign,54,0,0,0,0,1300,74,3.28,1,151000000,informational,https://www.homelight.com/blog/signs-of-a-bad-real-estate-agent/,,,,
redlining real estate definition,45,0,0,0,0,1300,69,1.26,0,170000,informational,https://www.homelight.com/blog/buyer-housing-discrimination/,,,,
redoing hardwood floors,34,0,0,0,0,1300,74,2.74,0.23,981000,informational,https://www.homelight.com/blog/cost-to-refinish-hardwood-floors/,,,,
refinance my home,45,0,0,0,0,1300,86,42.16,0.47,96700000,commercial,https://www.homelight.com/blog/should-i-refinance-my-mortgage-or-sell/,,,,
remodeling bathrooms,38,0,0,0,0,1300,89,8.60,0.97,93000000,informational,https://www.homelight.com/blog/how-much-to-remodel-a-bathroom/,,,,
remodeling kitchen cabinets,26,0,0,0,0,1300,76,4.03,1,18800000,informational,https://www.homelight.com/blog/how-much-to-remodel-a-kitchen/,,,,
remote closing,92,0,0,0,0,1300,35,2.13,0.02,352000000,informational,https://www.homelight.com/blog/buyer-does-the-seller-have-to-be-present-at-closing/,,,,
removable wood paint,67,0,0,0,0,1300,23,0.31,1,22800000,transactional,https://www.homelight.com/blog/how-to-remove-paint-from-wood-trim/,,,,
remove paint,69,0,0,0,0,1300,62,0.33,1,0,"commercial, informational",https://www.homelight.com/blog/how-to-remove-paint-from-wood-trim/,,,,
reno nevada time,58,0,0,0,0,1300,40,0.00,0,64300000,informational,https://www.homelight.com/best-time-to-sell-house/reno-nv,,,,
renovation vs remodel,73,0,0,0,0,1300,57,2.83,0.08,32000000,"commercial, informational",https://www.homelight.com/blog/should-i-renovate-my-house-before-selling/,,,,
replace ceiling fan with light,85,0,0,0,0,1300,52,0.74,1,20600000,"commercial, informational",https://www.homelight.com/blog/are-ceiling-fans-out-of-style/,,,,
residential structural engineers,91,0,0,0,0,1300,45,5.99,0.39,37000000,commercial,https://www.homelight.com/blog/structural-home-inspections/,,,,
restaining hardwood floors,30,0,0,0,0,1300,74,3.41,0.25,51900,informational,https://www.homelight.com/blog/cost-to-refinish-hardwood-floors/,,,,
restoration hardware sofas,67,0,0,0,0,1300,47,1.58,1,17200000,"informational, transactional",https://www.homelight.com/blog/restoration-hardware-on-a-budget/,,,,
rino district denver,98,0,0,0,0,1300,54,0.00,0,717000,informational,https://www.homelight.com/blog/moving-to-denver-the-mile-high-city-guide/,,,,
rob cornelius,23,0,0,0,0,1300,38,0.00,0.01,4460000,informational,https://www.homelight.com/agents/rob-cornelius-wi-51501,,,,
roof inspections,18,0,0,0,0,1300,61,11.66,0.39,25700000,informational,https://www.homelight.com/blog/roof-inspection/,,,,
roof replacement estimate,37,0,0,0,0,1300,74,16.36,0.41,18400000,commercial,https://www.homelight.com/blog/how-much-does-it-cost-to-replace-a-roof/,,,,
roofing inspection,63,0,0,0,0,1300,57,11.66,0.39,22800000,"commercial, informational",https://www.homelight.com/blog/roof-inspection/,,,,
roofing inspections,44,0,0,0,0,1300,58,11.66,0.39,7820000,"commercial, informational",https://www.homelight.com/blog/roof-inspection/,,,,
room addition ideas for small homes,5,0,0,0,0,1300,39,1.98,1,73500000,informational,https://www.homelight.com/blog/room-addition-ideas-for-small-homes/,,,,
sale or sell,53,0,0,0,0,1300,52,0.00,0,3990000000,informational,https://www.homelight.com/blog/need-to-sell-my-house-fast/,,,,
sandra beninati sarasota,69,0,0,0,0,1300,11,0.00,0,41300,informational,https://www.homelight.com/denver-co/agents,,,,
scott purcell,60,0,0,0,0,1300,28,0.00,0.03,7400000,informational,https://www.homelight.com/agents/scott-purcell-md-61696,,,,
screen on deck,44,0,0,0,0,1300,54,2.20,1,202000000,informational,https://www.homelight.com/blog/cost-to-add-a-screened-in-porch/,,,,
screened patio enclosure,67,0,0,0,0,1300,68,2.99,1,12100000,commercial,https://www.homelight.com/blog/cost-to-add-a-screened-in-porch/,,,,
screens for porch,50,0,0,0,0,1300,58,2.20,1,71800000,commercial,https://www.homelight.com/blog/cost-to-add-a-screened-in-porch/,,,,
seard,94,0,0,0,0,1300,19,1.59,0.14,812000,informational,https://www.homelight.com/agents/keith-seard-ny-30se0994562,,,,
sell by vs use by,96,0,0,0,0,1300,55,4.32,0,5790000000,informational,https://www.homelight.com/blog/deed-vs-title/,,,,
sell house as is,4,0,0,0,0,1300,68,22.06,0.48,4190000000,informational,https://www.homelight.com/blog/how-to-sell-a-house-as-is/,,,,
seller concession,35,0,0,0,0,1300,62,1.85,0.01,5540000,informational,https://www.homelight.com/blog/seller-concession-examples/,,,,
seller net sheet,3,0,0,0,0,1300,53,1.95,0.11,34000000,informational,https://www.homelight.com/blog/sellers-net-sheet/,,,,
septic pumping cost,6,0,0,0,0,1300,56,2.10,0.84,4040000,informational,https://www.homelight.com/blog/how-much-does-it-cost-to-pump-a-septic-tank/,,,,
sf per acre,88,0,0,0,0,1300,55,0.00,0,10100000,informational,https://www.homelight.com/blog/buyer-how-to-calculate-price-per-square-foot/,,,,
shades of gray paint,47,0,0,0,0,1300,59,0.51,1,77000000,"commercial, informational",https://www.homelight.com/blog/is-gray-paint-going-out-of-style/,,,,
shades of grey paint,42,0,0,0,0,1300,67,0.49,1,57100000,"commercial, informational",https://www.homelight.com/blog/is-gray-paint-going-out-of-style/,,,,
shannon horton,52,0,0,0,0,1300,21,0.00,0.01,6670000,informational,https://www.homelight.com/agents/shannon-horton-wa-114444,,,,
shed at home,23,0,0,0,0,1300,84,0.84,1,765000000,"informational, transactional",https://www.homelight.com/blog/does-a-shed-increase-home-value/,,,,
ship lap wall,61,0,0,0,0,1300,58,0.50,1,15300000,"informational, transactional",https://www.homelight.com/blog/shiplap/,,,,
shipping boxes cheap,79,0,0,0,0,1300,74,2.68,1,104000000,commercial,https://www.homelight.com/blog/cheap-moving-boxes/,,,,
shiry sapir,43,0,0,0,0,1300,34,5.24,0.05,14500,informational,https://www.homelight.com/agents/shiry-sapir-az-ss439,,,,
short sale vs foreclosure,9,0,0,0,0,1300,68,1.90,0.13,20500000,"commercial, informational",https://www.homelight.com/blog/buyer-buying-a-short-sale-vs-foreclosure/,,,,
shotgun houses,13,0,0,0,0,1300,60,2.66,0.01,14900000,informational,https://www.homelight.com/blog/buyer-what-is-a-shotgun-house/,,,,
shotgun style house,13,0,0,0,0,1300,59,0.00,0.01,33000000,informational,https://www.homelight.com/blog/buyer-what-is-a-shotgun-house/,,,,
should i buy a house now or wait,53,0,0,0,0,1300,45,3.48,0.1,1640000000,"informational, transactional",https://www.homelight.com/blog/should-i-sell-my-house-now-or-wait/,,,,
should i max out my 401k,81,0,0,0,0,1300,48,2.48,0.01,7000000,informational,https://www.homelight.com/blog/buyer-invest-in-401k-or-save-for-a-house/,,,,
should i refinance my home,37,0,0,0,0,1300,79,9.41,0.39,104000000,informational,https://www.homelight.com/blog/should-i-refinance-my-mortgage-or-sell/,,,,
should i sell my house now or wait until 2023,13,0,0,0,0,1300,14,11.30,0.37,8900000,informational,https://www.homelight.com/blog/should-i-sell-my-house-now-or-wait/,,,,
sign in sheet for open house,88,0,0,0,0,1300,56,1.55,1,1160000000,"informational, transactional",https://www.homelight.com/blog/buyer-what-happens-at-an-open-house/,,,,
simple paver walkway,53,0,0,0,0,1300,47,3.56,1,2550000,informational,https://www.homelight.com/blog/do-pavers-increase-home-value/,,,,
small house ideas,35,0,0,0,0,1300,67,0.68,1,12940000000,informational,https://www.homelight.com/blog/home-improvement-ideas-for-small-houses/,,,,
small kitchen renovation,96,0,0,0,0,1300,73,2.83,1,116000000,informational,https://www.homelight.com/blog/how-much-to-remodel-a-kitchen/,,,,
small room ceiling fans,68,0,0,0,0,1300,49,0.76,1,149000000,commercial,https://www.homelight.com/blog/are-ceiling-fans-out-of-style/,,,,
small walk in closets,78,0,0,0,0,1300,62,2.79,1,20600000,"commercial, informational",https://www.homelight.com/blog/how-much-does-a-custom-closet-cost/,,,,
small walk in shower,79,0,0,0,0,1300,62,2.75,1,180000000,"informational, transactional",https://www.homelight.com/blog/how-much-does-a-shower-remodel-cost/,,,,
sold sign real estate,74,0,0,0,0,1300,49,3.22,1,419000000,"informational, transactional",https://www.homelight.com/blog/how-long-does-closing-take/,,,,
st marys gateway,76,0,0,0,0,1300,33,0.00,0,4690000,informational,https://www.homelight.com/san-antonio-tx/st-mary-s-gateway-district/top-real-estate-agents,,,,
stain a deck,29,0,0,0,0,1300,51,1.20,1,32600000,informational,https://www.homelight.com/blog/how-to-stain-a-deck/,,,,
stainless steel appliance,77,0,0,0,0,1300,70,1.06,1,141000000,commercial,https://www.homelight.com/blog/do-stainless-steel-appliances-increase-home-value/,,,,
standard closet size,99,0,0,0,0,1300,55,2.91,0.35,66700000,informational,https://www.homelight.com/blog/how-much-does-a-custom-closet-cost/,,,,
steering in real estate,2,0,0,0,0,1300,49,0.00,0,53500000,informational,https://www.homelight.com/blog/buyer-what-is-steering-in-real-estate/,,,,
steps to build a house,1,0,0,0,0,1300,76,1.22,0.12,1020000000,informational,https://www.homelight.com/blog/buyer-steps-to-building-a-house/,,,,
steve eastin,52,0,0,0,0,1300,27,0.00,0,212000,"informational, transactional",https://www.homelight.com/agents/steve-eastin-co-FA100031048,,,,
steve irwin congress,86,0,0,0,0,1300,40,0.00,0,1880000,navigational,https://www.homelight.com/agents/steve-irwin-az-si022,,,,
strip paint from wood,22,0,0,0,0,1300,57,0.33,1,54900000,informational,https://www.homelight.com/blog/how-to-remove-paint-from-wood-trim/,,,,
stripping paint,63,0,0,0,0,1300,69,0.37,1,0,informational,https://www.homelight.com/blog/how-to-remove-paint-from-wood-trim/,,,,
subway tile kitchen,96,0,0,0,0,1300,57,0.93,1,25700000,"commercial, informational",https://www.homelight.com/blog/are-subway-tiles-out-of-style/,,,,
subway tile kitchen backsplash,88,0,0,0,0,1300,54,0.95,1,18500000,"commercial, informational",https://www.homelight.com/blog/are-subway-tiles-out-of-style/,,,,
subway tile pattern,48,0,0,0,0,1300,47,0.92,1,12500000,informational,https://www.homelight.com/blog/are-subway-tiles-out-of-style/,,,,
sundae house,39,0,0,0,0,1300,35,11.04,0.01,21400000,commercial,https://www.homelight.com/blog/sundae-com-reviews/,,,,
susan cramer,53,0,0,0,0,1300,34,0.00,0,3980000,informational,https://www.homelight.com/agents/susan-cramer-mi-6501338033,,,,
susan featherley,27,0,0,0,0,1300,26,0.00,0,864000,informational,https://www.homelight.com/agents/susan-featherly-ca-01445745,,,,
take pictures to sell items,79,0,0,0,0,1300,60,0.00,0,711000000,informational,https://www.homelight.com/blog/should-you-take-down-pictures-selling-home/,,,,
target moving boxes,62,0,0,0,0,1300,61,1.83,1,93,"navigational, transactional",https://www.homelight.com/blog/cheap-moving-boxes/,,,,
tax credit for buying a house 2021,46,0,0,0,0,1300,66,2.07,0.09,211000000,informational,https://www.homelight.com/blog/buyer-first-time-homebuyer-tax-credit/,,,,
tax on sale of primary residence,80,0,0,0,0,1300,77,1.24,0.03,108000000,commercial,https://www.homelight.com/blog/what-is-needed-for-taxes-when-selling-a-home/,,,,
