Keyword,homelight.com,redfin.com,trulia.com,remax.com,compass.com,Search Volume,Keyword Difficulty,CPC,Competition,Results,Keyword Intents,homelight.com (pages),redfin.com (pages),trulia.com (pages),remax.com (pages),compass.com (pages)
realtor san diego ca,8,10,12,15,16,70,76,2.49,0.67,11600000,"navigational, transactional",https://www.homelight.com/san-diego-ca/top-real-estate-agents,https://www.redfin.com/city/16904/CA/San-Diego,https://www.trulia.com/CA/San_Diego/,https://www.remax.com/homes-for-sale/ca/san-diego/city/0666000,https://www.compass.com/agents/locations/san-diego-ca/20243/
realtor victorville,11,12,29,19,50,70,50,7.36,0.94,89,"navigational, transactional",https://www.homelight.com/victorville-ca/top-real-estate-agents,https://www.redfin.com/city/20509/CA/Victorville/real-estate/agents,https://www.trulia.com/CA/Victorville/,https://www.remax.com/real-estate-agents/victorville-ca,https://www.compass.com/listing/13942-branding-iron-drive-helendale-ca-92342/1115566621159283369/
realtor warner robins,9,53,39,13,71,70,53,4.42,0.59,99,"navigational, transactional",https://www.homelight.com/warner-robins-ga/top-real-estate-agents,https://www.redfin.com/,https://www.trulia.com/GA/Warner_Robins/,https://www.remax.com/homes-for-sale/ga/warner-robins/city/1380508,https://www.compass.com/listing/37-camilla-court-macon-ga-31210/1037621562771307393/
realtors dripping springs tx,8,16,13,11,22,70,44,3.89,0.78,5640000,commercial,https://www.homelight.com/dripping-springs-tx/top-real-estate-agents,https://www.redfin.com/city/5529/TX/Dripping-Springs,https://www.trulia.com/TX/Dripping_Springs/,https://www.remax.com/homes-for-sale/tx/dripping-springs/city/4821424,https://www.compass.com/homes-for-sale/dripping-springs-tx/
realtors in boca raton,6,20,46,10,45,70,56,5.48,0.98,42400000,commercial,https://www.homelight.com/boca-raton-fl/top-real-estate-agents,https://www.redfin.com/city/1903/FL/Boca-Raton/real-estate/agents,https://www.trulia.com/FL/Boca_Raton/,https://www.remax.com/real-estate-agents/boca%20raton-fl,https://www.compass.com/homes-for-sale/boca-raton-fl/
realtors in boca raton florida,5,15,24,9,47,70,57,5.97,0.84,11800000,commercial,https://www.homelight.com/boca-raton-fl/top-real-estate-agents,https://www.redfin.com/city/1903/FL/Boca-Raton/real-estate/agents,https://www.trulia.com/FL/Boca_Raton/,https://www.remax.com/real-estate-agents/boca%20raton-fl,https://www.compass.com/homes-for-sale/boca-raton-fl/
realtors in brevard county fl,1,14,16,10,28,70,50,6.11,0.83,5540000,commercial,https://www.homelight.com/brevard-county-fl/top-real-estate-agents,https://www.redfin.com/county/441/FL/Brevard-County/real-estate/agents,https://www.trulia.com/County/FL/Brevard_Real_Estate/,https://www.remax.com/real-estate-agents/melbourne-fl,https://www.compass.com/homes-for-sale/brevard-county-fl/
realtors in cape may,17,36,39,23,53,70,64,3.08,0.61,18900000,commercial,https://www.homelight.com/cape-may-county-nj/top-real-estate-agents,https://www.redfin.com/city/2652/NJ/Cape-May/real-estate/agents,https://www.trulia.com/NJ/Cape_May/,https://www.remax.com/homes-for-sale/nj/cape-may/city/3410270,https://www.compass.com/agents/locations/cape-may-county-nj/136610/
realtors in carlsbad ca,5,10,34,20,26,70,49,7.84,0.81,25900000,commercial,https://www.homelight.com/carlsbad-ca/top-real-estate-agents,https://www.redfin.com/city/2891/CA/Carlsbad/real-estate/agents,https://www.trulia.com/CA/Carlsbad/,https://www.remax.com/homes-for-sale/ca/carlsbad/city/0611194,https://www.compass.com/homes-for-sale/carlsbad-ca/
realtors in cartersville ga,5,19,25,8,58,70,47,6.57,0.82,6200000,commercial,https://www.homelight.com/cartersville-ga/top-real-estate-agents,https://www.redfin.com/city/3562/GA/Cartersville/real-estate/agents,https://www.trulia.com/GA/Cartersville/,https://www.remax.com/homes-for-sale/ga/cartersville/city/1313688,https://www.compass.com/homes-for-sale/cartersville-ga/
realtors in chester county pa,2,11,7,30,8,70,48,5.96,0.75,14800000,commercial,https://www.homelight.com/chester-county-pa/top-real-estate-agents,https://www.redfin.com/county/2375/PA/Chester-County,https://www.trulia.com/County/PA/Chester_Real_Estate/,https://www.remax.com/homes-for-sale/pa/chester-springs/zip/19425,https://www.compass.com/homes-for-sale/chester-county-pa/
realtors in conroe tx,5,14,24,6,21,70,44,9.63,0.99,11100000,commercial,https://www.homelight.com/conroe-tx/top-real-estate-agents,https://www.redfin.com/city/4274/TX/Conroe/real-estate/agents,https://www.trulia.com/TX/Conroe/,https://www.remax.com/real-estate-agents/conroe-tx,https://www.compass.com/homes-for-sale/conroe-tx/start=40/
realtors in dickson tn,3,22,19,5,21,70,35,4.90,0.72,4960000,commercial,https://www.homelight.com/dickson-tn/top-real-estate-agents,https://www.redfin.com/city/5329/TN/Dickson,https://www.trulia.com/TN/Dickson/,https://www.remax.com/homes-for-sale/tn/dickson/city/4720620,https://www.compass.com/homes-for-sale/dickson-tn/
realtors in joplin mo,7,17,18,8,71,70,52,4.32,0.29,400000,commercial,https://www.homelight.com/joplin-mo/top-real-estate-agents,https://www.redfin.com/city/9536/MO/Joplin,https://www.trulia.com/MO/Joplin/,https://www.remax.com/homes-for-sale/mo/joplin/city/2937592,https://www.compass.com/
realtors in key west,8,52,24,14,35,70,55,2.63,0.58,871000000,commercial,https://www.homelight.com/key-west-fl/top-real-estate-agents,https://www.redfin.com/city/9311/FL/Key-West,https://www.trulia.com/FL/Key_West/,https://www.remax.com/homes-for-sale/fl/key-west/zip/33040,https://www.compass.com/homes-for-sale/key-west-fl/
realtors in lewes de,7,39,27,12,22,70,48,4.89,0.66,1360000,commercial,https://www.homelight.com/lewes-de/top-real-estate-agents,https://www.redfin.com/city/10647/DE/Lewes,https://www.trulia.com/DE/Lewes/,https://www.remax.com/homes-for-sale/de/lewes/city/1041830,https://www.compass.com/homes-for-sale/lewes-de/
realtors in lewes delaware,6,30,20,12,19,70,48,6.24,0.78,5850000,commercial,https://www.homelight.com/lewes-de/top-real-estate-agents,https://www.redfin.com/city/10647/DE/Lewes,https://www.trulia.com/DE/Lewes/,https://www.remax.com/homes-for-sale/de/lewes/city/1041830,https://www.compass.com/homes-for-sale/lewes-de/
realtors in long island ny,9,23,71,20,18,70,50,3.21,0.56,399000000,commercial,https://www.homelight.com/suffolk-county-ny/top-real-estate-agents?sort=tics,https://www.redfin.com/neighborhood/219261/NY/New-York/Long-Island,https://www.trulia.com/NY/Long_Island_City/,https://www.remax.com/homes-for-sale/ny/long-island-city/city/9001880,https://www.compass.com/homes-for-sale/long-island-ny/
realtors in modesto ca,3,11,36,6,32,70,42,6.82,0.9,15300000,commercial,https://www.homelight.com/modesto-ca/top-real-estate-agents,https://www.redfin.com/city/12359/CA/Modesto/real-estate/agents,https://www.trulia.com/CA/Modesto/,https://www.remax.com/real-estate-agents/modesto-ca,https://www.compass.com/homes-for-sale/modesto-ca/
realtors in murfreesboro tn,2,18,32,3,62,70,50,11.47,0.98,1260000,commercial,https://www.homelight.com/murfreesboro-tn/top-real-estate-agents,https://www.redfin.com/city/13284/TN/Murfreesboro/real-estate/agents,https://www.trulia.com/TN/Murfreesboro/,https://www.remax.com/real-estate-agents/murfreesboro-tn,https://www.compass.com/agents/brent-long/
realtors in nampa idaho,4,18,26,6,68,70,50,5.55,0.93,4100000,commercial,https://www.homelight.com/nampa-id/top-real-estate-agents,https://www.redfin.com/city/14562/ID/Nampa/real-estate/agents,https://www.trulia.com/ID/Nampa/,https://www.remax.com/real-estate-agents/nampa-id,https://www.compass.com/homes-for-sale/nampa-id/
realtors in new braunfels,2,14,33,13,30,70,47,4.23,0.57,9980000,commercial,https://www.homelight.com/new-braunfels-tx/top-real-estate-agents,https://www.redfin.com/city/13081/TX/New-Braunfels/real-estate/agents,https://www.trulia.com/TX/New_Braunfels/,https://www.remax.com/homes-for-sale/tx/new-braunfels/city/4850820,https://www.compass.com/agents/locations/new-braunfels-tx/12237/
realtors in north myrtle beach,3,25,16,12,37,70,49,3.76,0.64,4630000,commercial,https://www.homelight.com/north-myrtle-beach-sc/top-real-estate-agents,https://www.redfin.com/city/13215/SC/North-Myrtle-Beach,https://www.trulia.com/SC/North_Myrtle_Beach/,https://www.remax.com/homes-for-sale/sc/north-myrtle-beach/zip/29582,https://www.compass.com/agents/locations/north-myrtle-beach-sc/291232/
realtors in palm coast fl,4,27,29,12,72,70,48,7.64,0.93,37800000,commercial,https://www.homelight.com/palm-coast-fl/top-real-estate-agents,https://www.redfin.com/city/14046/FL/Palm-Coast/real-estate/agents,https://www.trulia.com/FL/Palm_Coast/,https://www.remax.com/homes-for-sale/fl/palm-coast/zip/32137,https://www.compass.com/homes-for-sale/palm-coast-fl/
realtors in panama city beach,9,31,20,10,59,70,50,4.35,0.69,34100000,commercial,https://www.homelight.com/panama-city-beach-fl/top-real-estate-agents,https://www.redfin.com/city/14163/FL/Panama-City-Beach/real-estate/agents,https://www.trulia.com/FL/Panama_City_Beach/,https://www.remax.com/real-estate-agents/panama-city-beach-fl,https://www.compass.com/homes-for-sale/panama-city-beach-fl/
realtors in panama city fl,8,20,23,10,64,70,48,6.34,0.71,31800000,commercial,https://www.homelight.com/panama-city-fl/top-real-estate-agents,https://www.redfin.com/city/14153/FL/Panama-City,https://www.trulia.com/FL/Panama_City/,https://www.remax.com/real-estate-agents/panama-city-beach-fl,https://www.compass.com/homes-for-sale/panama-city-beach-fl/
realtors in pittsburgh pa,7,14,26,8,12,70,54,6.13,0.79,3760000,commercial,https://www.homelight.com/pittsburgh-pa/top-real-estate-agents,https://www.redfin.com/city/15702/PA/Pittsburgh/real-estate/agents,https://www.trulia.com/PA/Pittsburgh/,https://www.remax.com/real-estate-agents/pittsburgh-pa,https://www.compass.com/agents/locations/pittsburgh-pa/26675/
realtors in prescott az,5,17,31,7,57,70,54,6.78,0.68,1790000,commercial,https://www.homelight.com/prescott-az/top-real-estate-agents,https://www.redfin.com/city/14874/AZ/Prescott/real-estate/agents,https://www.trulia.com/AZ/Prescott/,https://www.remax.com/real-estate-agents/prescott-az,https://www.compass.com/homes-for-sale/prescott-az/
realtors in prescott valley az,4,14,9,6,35,70,48,8.10,0.41,6060000,commercial,https://www.homelight.com/prescott-valley-az/top-real-estate-agents,https://www.redfin.com/city/14888/AZ/Prescott-Valley/real-estate/agents,https://www.trulia.com/AZ/Prescott_Valley/,https://www.remax.com/homes-for-sale/az/prescott-valley/city/0457450,https://www.compass.com/homes-for-sale/prescott-valley-az/
realtors in punta gorda,2,15,42,9,51,70,53,10.25,0.89,9260000,commercial,https://www.homelight.com/punta-gorda-fl/top-real-estate-agents,https://www.redfin.com/city/15328/FL/Punta-Gorda/real-estate/agents,https://www.trulia.com/FL/Punta_Gorda/,https://www.remax.com/real-estate-agents/punta%20gorda-fl,https://www.compass.com/agents/locations/punta-gorda-fl/21580/
realtors in richmond va,3,16,43,8,50,70,61,4.43,0.67,10300000,commercial,https://www.homelight.com/richmond-va/top-real-estate-agents,https://www.redfin.com/city/17149/VA/Richmond/real-estate/agents,https://www.trulia.com/VA/Richmond/,https://www.remax.com/real-estate-agents/richmond-va,https://www.compass.com/homes-for-sale/richmond-va/
realtors in salinas ca,6,21,16,8,26,70,51,3.12,0.45,24700000,commercial,https://www.homelight.com/salinas-ca/top-real-estate-agents,https://www.redfin.com/city/16477/CA/Salinas,https://www.trulia.com/CA/Salinas/,https://www.remax.com/homes-for-sale/ca/salinas/city/0664224,https://www.compass.com/homes-for-sale/salinas-ca/
realtors in salt lake city,4,11,40,10,50,70,45,9.23,0.75,121000000,commercial,https://www.homelight.com/salt-lake-city-ut/top-real-estate-agents,https://www.redfin.com/city/17150/UT/Salt-Lake-City/real-estate/agents,https://www.trulia.com/UT/Salt_Lake_City/,https://www.remax.com/real-estate-agents/salt%20lake%20city-ut,https://www.compass.com/homes-for-sale/salt-lake-city-ut/
realtors in spring hill tn,3,9,18,5,30,70,43,13.81,0.97,41100000,commercial,https://www.homelight.com/spring-hill-tn/top-real-estate-agents,https://www.redfin.com/city/18036/TN/Spring-Hill/real-estate/agents,https://www.trulia.com/TN/Spring_Hill/,https://www.remax.com/homes-for-sale/tn/spring-hill/zip/37174,https://www.compass.com/homes-for-sale/spring-hill-tn/
realtors in st joseph mi,2,18,16,12,28,70,32,3.09,0.59,50400000,commercial,https://www.homelight.com/st-joseph-mi/top-real-estate-agents,https://www.redfin.com/city/18133/MI/St-Joseph/real-estate/agents,https://www.trulia.com/MI/Saint_Joseph/,https://www.remax.com/homes-for-sale/mi/saint-joseph/zip/49085,https://www.compass.com/homes-for-sale/st-joseph-mi/
realtors in stuart fl,5,34,25,8,30,70,50,6.06,0.9,22700000,commercial,https://www.homelight.com/stuart-fl/top-real-estate-agents,https://www.redfin.com/city/17631/FL/Stuart/real-estate/agents,https://www.trulia.com/FL/Stuart/,https://www.remax.com/real-estate-agents/stuart-fl,https://www.compass.com/homes-for-sale/stuart-fl/
realtors in taunton ma,7,20,25,9,16,70,44,4.31,0.68,6460000,commercial,https://www.homelight.com/taunton-ma/top-real-estate-agents,https://www.redfin.com/city/17694/MA/Taunton/real-estate/agents,https://www.trulia.com/MA/Taunton/,https://www.remax.com/homes-for-sale/ma/taunton/city/2569170,https://www.compass.com/homes-for-sale/taunton-ma/
realtors in vero beach fl,6,33,23,9,31,70,51,6.63,0.73,11800000,commercial,https://www.homelight.com/vero-beach-fl/top-real-estate-agents,https://www.redfin.com/city/18840/FL/Vero-Beach/real-estate/agents,https://www.trulia.com/FL/Vero_Beach/,https://www.remax.com/real-estate-agents/vero%20beach-fl,https://www.compass.com/homes-for-sale/vero-beach-fl/
realtors in victoria tx,3,40,22,8,45,70,47,2.28,0.42,24700000,commercial,https://www.homelight.com/victoria-tx/top-real-estate-agents,https://www.redfin.com/county/2874/TX/Victoria-County,https://www.trulia.com/TX/Victoria/,https://www.remax.com/real-estate-offices/remax-land-homes-victoria-tx/100424267,https://www.compass.com/homes-for-sale/victoria-tx/start=160/
realtors in victorville ca,5,13,25,10,58,70,43,7.77,0.79,5480000,commercial,https://www.homelight.com/victorville-ca/top-real-estate-agents,https://www.redfin.com/city/20509/CA/Victorville/real-estate/agents,https://www.trulia.com/CA/Victorville/,https://www.remax.com/real-estate-agents/victorville-ca,https://www.compass.com/homes-for-sale/victorville-ca/start=80/
realtors in watertown,5,28,31,20,57,70,54,0.00,0,2500000,commercial,https://www.homelight.com/watertown-ny/top-real-estate-agents,https://www.redfin.com/city/29540/MA/Watertown,https://www.trulia.com/SD/Watertown/,https://www.remax.com/homes-for-sale/wi/watertown/city/5583975,https://www.compass.com/for-rent/watertown-ma/
realtors in west chester pa,5,14,21,8,19,70,41,5.94,0.99,4120000,commercial,https://www.homelight.com/west-chester-pa/top-real-estate-agents,https://www.redfin.com/city/20525/PA/West-Chester/real-estate/agents,https://www.trulia.com/PA/West_Chester/,https://www.remax.com/real-estate-agents/west%20chester-pa,https://www.compass.com/homes-for-sale/west-chester-pa/
realtors in westmoreland county pa,3,11,5,14,24,70,60,0.00,0.32,616000,commercial,https://www.homelight.com/westmoreland-county-pa/top-real-estate-agents,https://www.redfin.com/county/2425/PA/Westmoreland-County,https://www.trulia.com/County/PA/Westmoreland_Real_Estate/,https://www.remax.com/homes-for-sale/pa/greensburg/city/4231200,https://www.compass.com/homes-for-sale/westmoreland-county-pa/
realtors in wickenburg az,4,22,18,7,82,70,45,4.32,0.79,1030000,commercial,https://www.homelight.com/wickenburg-az/top-real-estate-agents,https://www.redfin.com/city/20537/AZ/Wickenburg/real-estate/agents,https://www.trulia.com/AZ/Wickenburg/,https://www.remax.com/homes-for-sale/az/wickenburg/city/0482740,https://www.compass.com/listing/0-north-255th-avenue-wittmann-az-85361/1045743692169979065/
realtors in woodbridge va,3,9,22,7,39,70,46,12.13,1,15100000,commercial,https://www.homelight.com/woodbridge-va/top-real-estate-agents,https://www.redfin.com/city/26845/VA/Woodbridge/real-estate/agents,"https://www.trulia.com/for_sale/Woodbridge,VA/p_oh/",https://www.remax.com/real-estate-agents/woodbridge-va,https://www.compass.com/homes-for-sale/woodbridge-va/
realtors pensacola fl,5,19,18,8,39,70,59,6.74,0.81,2010000,commercial,https://www.homelight.com/pensacola-fl/top-real-estate-agents,https://www.redfin.com/city/14479/FL/Pensacola/real-estate/agents,https://www.trulia.com/FL/Pensacola/,https://www.remax.com/real-estate-agents/pensacola-fl,https://www.compass.com/homes-for-sale/pensacola-fl/
realtors san antonio tx,10,13,36,11,65,70,70,3.56,0.92,11000000,commercial,https://www.homelight.com/san-antonio-tx/top-real-estate-agents,https://www.redfin.com/city/16657/TX/San-Antonio/real-estate/agents,https://www.trulia.com/TX/San_Antonio/,https://www.remax.com/real-estate-agents/san%20antonio-tx,https://www.compass.com/homes-for-sale/san-antonio-tx/
realtors sarasota fl,4,13,69,8,23,70,65,9.38,1,3680000,commercial,https://www.homelight.com/sarasota-fl/top-real-estate-agents,https://www.redfin.com/city/16463/FL/Sarasota/real-estate/agents,https://www.trulia.com/County/FL/Sarasota_Real_Estate/,https://www.remax.com/real-estate-agents/sarasota-fl,https://www.compass.com/agents/locations/sarasota-fl/33314/
realtors st louis mo,9,17,23,15,35,70,61,4.74,0.77,109000000,commercial,https://www.homelight.com/st-louis-mo/top-real-estate-agents,https://www.redfin.com/city/16661/MO/St-Louis/real-estate/agents,https://www.trulia.com/MO/Saint_Louis/,https://www.remax.com/homes-for-sale/mo/st-louis/city/2965000,https://www.compass.com/homes-for-sale/st-louis-mo/
realtors west hartford ct,7,17,12,13,20,70,40,3.55,0.5,14300000,commercial,https://www.homelight.com/west-hartford-ct/top-real-estate-agents,https://www.redfin.com/city/26659/CT/West-Hartford/real-estate/agents,https://www.trulia.com/CT/West_Hartford/,https://www.remax.com/homes-for-sale/ct/west-hartford/city/0982660,https://www.compass.com/homes-for-sale/west-hartford-ct/
realty group coon rapids,11,33,70,29,61,70,32,0.00,0,87,navigational,https://www.homelight.com/coon-rapids-mn/top-real-estate-agents,https://www.redfin.com/city/3419/MN/Coon-Rapids/real-estate/agents,https://www.trulia.com/p/mn/andover/78xx-148th-ln-andover-mn-55304--2592427697,https://www.remax.com/homes-for-sale/ia/coon-rapids/city/1916050,https://www.compass.com/listing/11103-balsam-pointe-trail-dayton-mn-55327/1121873594427557553/
redondo beach realtors,5,7,14,16,18,70,37,6.83,0.96,3810000,commercial,https://www.homelight.com/redondo-beach-ca/top-real-estate-agents,https://www.redfin.com/city/15507/CA/Redondo-Beach/real-estate/agents,https://www.trulia.com/CA/Redondo_Beach/,https://www.remax.com/homes-for-sale/ca/redondo-beach/zip/90278,https://www.compass.com/homes-for-sale/redondo-beach-ca/
rockford il realtors,7,27,17,11,35,70,49,2.77,0.58,1790000,commercial,https://www.homelight.com/rockford-il/top-real-estate-agents,https://www.redfin.com/neighborhood/29788/IL/Rockford/West-Rockford,https://www.trulia.com/IL/Rockford/,https://www.remax.com/real-estate-agents/rockford-il,https://www.compass.com/homes-for-sale/rockford-il/has-garage/start=40/
roman anoufriev,8,23,51,48,18,70,11,0.00,0.01,74,commercial,https://www.homelight.com/agents/roman-anoufriev-il-334574362ar,https://www.redfin.com/IL/Deerfield/759-Grouse-Ct-60015/home/17634304,https://www.trulia.com/p/il/wheeling/684-eastchester-rd-wheeling-il-60090--2057208209,https://www.remax.com/il/deerfield/home-details/759-grouse-ct-deerfield-il-60015/1980847460083288269/M00000243/11451651,https://www.compass.com/listing/6868-ellis-drive-long-grove-il-60047/1060794919116014145/
roseburg realtors,6,44,18,11,47,70,48,6.73,0.68,182000,commercial,https://www.homelight.com/roseburg-or/top-real-estate-agents,https://www.redfin.com/county/2334/OR/Douglas-County,https://www.trulia.com/OR/Roseburg/,https://www.remax.com/homes-for-sale/or/roseburg/city/4163650,https://www.compass.com/homes-for-sale/green-roseburg-or/
royal oak realtor,10,16,18,28,42,70,46,8.19,0.84,87,"navigational, transactional",https://www.homelight.com/royal-oak-mi/top-real-estate-agents,https://www.redfin.com/city/17893/MI/Royal-Oak/real-estate/agents,https://www.trulia.com/MI/Royal_Oak/,https://www.remax.com/homes-for-sale/mi/royal-oak/zip/48073,https://www.compass.com/listing/2500-normandy-road-royal-oak-mi-48073/1114540412601421689/
sac platinum realty,8,28,61,30,23,70,26,1.76,0.03,83,navigational,https://www.homelight.com/agents/mark-daya-ca-01463125,https://www.redfin.com/neighborhood/548210/CA/West-Sacramento/Southwest-Village,https://www.trulia.com/p/fl/boynton-beach/8290-n-mizzen-dr-e-boynton-beach-fl-33472--2587551549,https://www.remax.com/homes-for-sale/ca/west-sacramento/west-sacramento/neighborhood/99770/page-8,https://www.compass.com/listing/11751-justinian-drive-rancho-cordova-ca-95742/1090676736501158721/
salisbury realtors,5,20,55,9,82,70,41,1.43,0.37,4840000,commercial,https://www.homelight.com/salisbury-md/top-real-estate-agents,https://www.redfin.com/city/17865/MD/Salisbury/real-estate/agents,https://www.trulia.com/MD/Salisbury/,https://www.remax.com/homes-for-sale/md/salisbury/city/2469925,https://www.compass.com/agents/locations/salisbury-nc/814/
salt lake city realtors,6,13,24,11,46,70,50,9.23,0.75,4770000,commercial,https://www.homelight.com/salt-lake-city-ut/top-real-estate-agents,https://www.redfin.com/city/17150/UT/Salt-Lake-City/real-estate/agents,https://www.trulia.com/UT/Salt_Lake_City/,https://www.remax.com/real-estate-agents/salt%20lake%20city-ut,https://www.compass.com/homes-for-sale/salt-lake-city-ut/
san luis obispo real estate agents,5,8,27,19,9,70,26,4.10,0.97,6120000,commercial,https://www.homelight.com/san-luis-obispo-ca/top-real-estate-agents,https://www.redfin.com/city/17464/CA/San-Luis-Obispo/real-estate/agents,https://www.trulia.com/CA/San_Luis_Obispo/,https://www.remax.com/real-estate-agents/san%20luis%20obispo-ca,https://www.compass.com/agents/locations/san-luis-obispo-ca/17427/
sandpeak realty,35,54,60,42,48,70,32,2.92,0.07,68,navigational,https://www.homelight.com/agents/steve-luikart-fl-sl3288957,https://www.redfin.com/real-estate-agents/jennifer-parliman,https://www.trulia.com/p/fl/new-port-richey/6120-desoto-ave-240-new-port-richey-fl-34653--2592411382,https://www.remax.com/homes-for-sale/fl/timber-pines/timber-pines/neighborhood/75848/page-2,https://www.compass.com/listing/17906-good-hope-lane-spring-hill-fl-34610/823005255363928689/
sarasota fl realtors,6,14,80,9,54,70,64,9.38,1,3830000,commercial,https://www.homelight.com/sarasota-fl/top-real-estate-agents,https://www.redfin.com/city/16463/FL/Sarasota/real-estate/agents,https://www.trulia.com/County/FL/Sarasota_Real_Estate/,https://www.remax.com/real-estate-agents/sarasota-fl,https://www.compass.com/agents/locations/sarasota-fl/33314/
schaumburg realtor,7,12,15,17,69,70,48,5.04,0.96,88,"navigational, transactional",https://www.homelight.com/schaumburg-il/top-real-estate-agents,https://www.redfin.com/city/29511/IL/Schaumburg,https://www.trulia.com/IL/Schaumburg/,https://www.remax.com/homes-for-sale/il/schaumburg/city/1768003,https://www.compass.com/listing/5567-court-g-unit-5567-hanover-park-il-60133/1123825743248406865/
sell my home tracy,1,12,22,40,16,70,6,45.79,0.49,52300000,commercial,https://www.homelight.com/tracy-ca/sell-house-fast,https://www.redfin.com/city/20144/CA/Tracy,https://www.trulia.com/CA/Tracy/,https://www.remax.com/homes-for-sale/ca/tracy/zip/95377,https://www.compass.com/agents/tracy-brener/
sold home prices,6,7,10,50,13,70,59,1.48,0.28,1070000000,transactional,https://www.homelight.com/blog/houses-sold-near-me/,https://support.redfin.com/hc/en-us/articles/360001432472-Search-for-Sold-Homes,"https://www.trulia.com/sold/Miami,FL/",https://www.remax.com/,https://www.compass.com/recently-sold/
sold houses in my area,4,14,21,47,10,70,66,1.48,0.34,351000000,informational,https://www.homelight.com/blog/houses-sold-near-me/,https://www.redfin.com/definition/sold,https://www.trulia.com/sold/15007_c/,https://www.remax.com/,https://www.compass.com/recently-sold/
southwest properties stephenville,16,25,40,20,58,70,13,0.00,0.02,230000,informational,https://www.homelight.com/agents/mary-hall-tx-0596445,https://www.redfin.com/TX/Stephenville/1083-W-Frey-76401/home/74822738,https://www.trulia.com/p/tx/stephenville/585-n-lydia-st-stephenville-tx-76401--2109593556,https://www.remax.com/homes-for-sale/tx/stephenville/city/4870208,https://www.compass.com/homes-for-sale/stephenville-tx/
spieth and satow auctions,16,44,45,55,40,70,23,0.00,0.06,72,navigational,https://www.homelight.com/agents/darin-spieth-mi-6501348697,https://www.redfin.com/MI/Hillsdale/287-E-Bacon-St-49242/home/90625810,https://www.trulia.com/home/561-Wedge-Ct-Coldwater-MI-49036-106249248,https://www.remax.com/homes-for-sale/mi/scipio/city/2605971980,https://www.compass.com/listing/677-lake-drive-coldwater-mi-49036/1052808162530076265/
spring hill tn real estate agents,5,6,16,9,27,70,36,13.78,0.52,38500000,commercial,https://www.homelight.com/spring-hill-tn/top-real-estate-agents,https://www.redfin.com/city/18036/TN/Spring-Hill/real-estate/agents,https://www.trulia.com/TN/Spring_Hill/,https://www.remax.com/homes-for-sale/tn/spring-hill/zip/37174,https://www.compass.com/homes-for-sale/spring-hill-tn/
stephanie febo,11,48,56,37,23,70,20,0.00,0,78,"informational, transactional",https://www.homelight.com/agents/stephanie-febo-ga-366109,https://www.redfin.com/GA/Dacula/2585-Harbins-Mill-Dr-30019/home/25077179,https://www.trulia.com/p/ga/snellville/3822-trillium-wood-trl-snellville-ga-30039--2029433431,https://www.remax.com/ga/loganville/home-details/1047-preserve-park-dr-loganville-ga-30052/4935326915111693333/M00000188/10061186,https://www.compass.com/listing/281-oakland-hills-way-lawrenceville-ga-30044/1082038103479057153/
stl realtors,5,25,88,41,53,70,67,4.58,0.41,504000,navigational,https://www.homelight.com/st-louis-mo/top-real-estate-agents,https://www.redfin.com/city/16661/MO/St-Louis/real-estate/agents,https://www.trulia.com/MO/Saint_Louis/,https://www.remax.com/homes-for-sale/mo/st-louis/city/2965000,https://www.compass.com/homes-for-sale/st-louis-mo/
sumner realtors,7,13,66,41,95,70,37,8.18,0.27,968000,navigational,https://www.homelight.com/sumner-county-tn/top-real-estate-agents,https://www.redfin.com/city/17536/WA/Sumner,https://www.trulia.com/WA/Sumner/,https://www.remax.com/real-estate-agents/sumner-wa,https://www.compass.com/listing/49-forbes-street-jamaica-plain-ma-02130/1124682831042048129/
swarthout realty,17,51,75,37,39,70,24,1.33,0.12,25700,navigational,https://www.homelight.com/agents/mike-swarthout-wa-1177063,https://www.redfin.com/WA/Sumner/16420-193rd-Ave-E-98391/home/2692470,https://www.trulia.com/CA/San_Bernardino/92403/,https://www.remax.com/homes-for-sale/mn/annandale/swarthout-beach/neighborhood/810978,https://www.compass.com/listing/42124-236th-avenue-southeast-enumclaw-wa-98022/1054367929548389849/
tatyana glushchak,4,30,27,29,17,70,13,0.00,0.01,87,informational,https://www.homelight.com/agents/tatyana-glushchak-ga-316058,https://www.redfin.com/GA/Norcross/1526-Danbury-Dr-NW-30093/home/25039799,https://www.trulia.com/p/ga/east-point/2778-harlan-dr-east-point-ga-30344--1009520103,https://www.remax.com/ga/gainesville/home-details/4210-belvedere-dr-gainesville-ga-30506/15332639971310368068/M00000175/7081950,https://www.compass.com/listing/3411-southpointe-hill-drive-northeast-buford-ga-30519/1068347495891831537/
temple tx realtors,6,45,19,10,80,70,43,6.73,0.76,2220000,commercial,https://www.homelight.com/temple-tx/top-real-estate-agents,https://www.redfin.com/city/18417/TX/Temple/luxury-homes,https://www.trulia.com/TX/Temple/,https://www.remax.com/homes-for-sale/tx/temple/city/4872176,https://www.compass.com/listing/6300-dorothy-muree-drive-temple-tx-76502/1126837755187165113/
