Keyword,homelight.com,zillow.com,realtor.com,Search Volume,Keyword Difficulty,CPC,Competition,Results,Keyword Intents,homelight.com (pages),zillow.com (pages),realtor.com (pages)
elgin illinois,0,30,20,14800,74,0.70,0.01,22100000,"informational, navigational",,https://www.zillow.com/elgin-il/,https://www.realtor.com/realestateandhomes-search/Elgin_IL
elgin tx,0,63,49,14800,52,0.56,0.01,17400000,"informational, navigational",,https://www.zillow.com/homedetails/Elgin-TX-78621/84384262_zpid/,https://www.realtor.com/realestateandhomes-search/Elgin_TX/overview
elizabeth city,0,77,42,14800,73,0.43,0,1230000000,informational,,https://www.zillow.com/elizabeth-city-nc/,https://www.realtor.com/realestateandhomes-search/Elizabeth-City_NC
elizabeth city nc,0,15,18,14800,57,0.45,0.02,173000000,informational,,https://www.zillow.com/elizabeth-city-nc/,https://www.realtor.com/realestateandhomes-search/Elizabeth-City_NC
elizabeth rhome,0,37,31,14800,24,0.00,0,479000,"commercial, informational",,https://www.zillow.com/community/trails-of-elizabeth-creek/27712568_plid/,https://www.realtor.com/realestateagents/56b04b0d89a68901006c117f
elko nv,0,50,26,14800,72,1.10,0.03,3950000,informational,,https://www.zillow.com/elko-nv/,https://www.realtor.com/realestateandhomes-search/Elko_NV
elmont ny,0,10,6,14800,55,0.33,0,4850000,informational,,https://www.zillow.com/elmont-ny/,https://www.realtor.com/realestateandhomes-search/Elmont_NY
elysian park,0,20,30,14800,64,0.00,0,5320000,"informational, navigational",,https://www.zillow.com/los-angeles-ca/elysian-park_att/,https://www.realtor.com/realestateandhomes-search/Elysian-Park_Los-Angeles_CA
emerald isle nc,0,12,37,14800,65,0.77,0.08,4960000,informational,,https://www.zillow.com/emerald-isle-nc/,https://www.realtor.com/realestateandhomes-search/Emerald-Isle_NC
emerald isle realty,0,7,10,14800,67,0.70,0.41,80,navigational,,https://www.zillow.com/emerald-isle-nc/,https://www.realtor.com/realestateandhomes-search/Emerald-Isle_NC
emily hudson,0,76,58,14800,27,0.97,0,67600000,informational,,https://www.zillow.com/lender-profile/Emily%20Hudson/,https://www.realtor.com/realestateagents/56d62fe2de071e01006370d9
englewood chicago,0,12,15,14800,58,0.38,0.01,34600000,"informational, transactional",,https://www.zillow.com/englewood-chicago-il/land/,https://www.realtor.com/realestateandhomes-search/Englewood_Chicago_IL/show-recently-sold
englewood fl,0,13,6,14800,64,0.91,0.03,26100000,informational,,https://www.zillow.com/englewood-fl/,https://www.realtor.com/realestateandhomes-search/Englewood_FL
englewood nj,0,34,57,14800,85,0.45,0.01,80100000,"informational, navigational",,https://www.zillow.com/englewood-nj/,https://www.realtor.com/realestateandhomes-search/Englewood_NJ
enid ok,0,49,74,14800,67,0.31,0.01,9100000,informational,,https://www.zillow.com/enid-ok/,https://www.realtor.com/realestateandhomes-search/Enid_OK
ennis texas,0,20,34,14800,56,0.49,0.01,6630000,informational,,https://www.zillow.com/ennis-tx/,https://www.realtor.com/realestateandhomes-search/Ennis_TX
ennis tx,0,20,39,14800,69,0.49,0.01,5570000,"informational, navigational",,https://www.zillow.com/ennis-tx/,https://www.realtor.com/realestateandhomes-search/Ennis_TX
eros houston,0,65,25,14800,20,0.00,0,10900000,"navigational, transactional",,https://www.zillow.com/profile/Erika%20Eros,https://www.realtor.com/realestateagents/5d26ccf66a3d0c0013862198
eros nj,0,26,28,14800,18,0.00,0,9660000,"informational, transactional",,https://www.zillow.com/homedetails/15-Eros-Ct-Wayne-NJ-07470/39793743_zpid/,https://www.realtor.com/realestateandhomes-detail/11-Eros-Ct_Wayne_NJ_07470_M67897-47305
eross,0,69,38,14800,60,1.32,0.05,1160000,informational,,https://www.zillow.com/homedetails/142-Eross-St-San-Antonio-TX-78202/26211719_zpid/,https://www.realtor.com/realestateandhomes-detail/122-Eross_San-Antonio_TX_78202_M81326-56322
escambia county,0,64,46,14800,84,1.73,0,6040000,"informational, navigational",,https://www.zillow.com/escambia-county-fl/,https://www.realtor.com/realestateandhomes-search/Escambia-County_FL
escondido ca,0,24,11,14800,60,0.79,0.01,50700000,informational,,https://www.zillow.com/escondido-ca/,https://www.realtor.com/realestateandhomes-search/Escondido_CA
escrow account,0,85,36,14800,82,4.94,0.04,38600000,informational,,https://www.zillow.com/home-buying-guide/what-is-escrow/,https://www.realtor.com/advice/buy/understand-the-basics-of-escrow/
estate sale finder,0,54,58,14800,62,1.11,0.02,97300000,navigational,,https://www.zillow.com/,https://www.realtor.com/
estately,0,73,14,14800,51,2.82,0.01,73,navigational,,https://www.zillow.com/homedetails/1154-Summerville-Cir-Thompsons-Station-TN-37179/62896087_zpid/,https://www.realtor.com/realestateagency/5aa8ce88568700001049d779
ettan,0,98,96,14800,53,0.00,0,0,navigational,,https://www.zillow.com/homedetails/102-Van-Ettan-Ave-Sheffield-PA-16347/93746847_zpid/,https://www.realtor.com/realestateandhomes-detail/4542-Van-Ettan-Dam-Rd_Oscoda_MI_48750_M30550-94383
euless,0,30,15,14800,65,0.50,0,9260000,"informational, navigational",,https://www.zillow.com/euless-tx/,https://www.realtor.com/realestateandhomes-search/Euless_TX
evanston wyoming,0,95,23,14800,55,0.43,0.02,4940000,"informational, navigational",,https://www.zillow.com/evanston-wy/land/,https://www.realtor.com/realestateandhomes-search/Evanston_WY
everett wa,0,18,59,14800,61,0.66,0,40500000,informational,,https://www.zillow.com/everett-wa/,https://www.realtor.com/realestateandhomes-search/Everett_WA
fairburn ga,0,7,13,14800,57,0.52,0,4970000,navigational,,https://www.zillow.com/fairburn-ga/,https://www.realtor.com/realestateandhomes-detail/Fairburn_GA_30213_M66484-52397
fairfax high school,0,42,30,14800,56,0.00,0,39500000,commercial,,https://www.zillow.com/schools/90363/fairfax-high-school/,https://www.realtor.com/realestateandhomes-search/Fairfax_VA/schools/Fairfax-High-School-0772863931
fall river ma,0,41,51,14800,65,0.53,0.01,590000000,informational,,https://www.zillow.com/fall-river-ma/,https://www.realtor.com/realestateandhomes-search/Fall-River_MA
fallbrook ca,0,8,22,14800,58,0.69,0.01,7650000,informational,,https://www.zillow.com/fallbrook-ca/,https://www.realtor.com/realestateandhomes-search/Fallbrook_CA
falmouth ma,0,7,37,14800,61,0.60,0.02,12500000,informational,,https://www.zillow.com/falmouth-ma/,https://www.realtor.com/realestateandhomes-search/Falmouth_MA
far rockaway,0,90,39,14800,47,1.04,0,9160000,"informational, transactional",,https://www.zillow.com/far-rockaway-new-york-ny/,https://www.realtor.com/realestateandhomes-search/Far-Rockaway_NY
farmers branch,0,67,32,14800,60,0.34,0,104000000,"informational, navigational",,https://www.zillow.com/farmers-branch-tx/,https://www.realtor.com/realestateandhomes-search/Farmers-Branch_TX
farmville va,0,49,47,14800,53,0.85,0.01,3160000,"informational, transactional",,https://www.zillow.com/farmville-va/land/,https://www.realtor.com/realestateandhomes-search/Farmville_VA
fells point,0,52,34,14800,59,0.45,0.05,7350000,"informational, transactional",,https://www.zillow.com/fells-point-baltimore-md/,https://www.realtor.com/realestateandhomes-search/Fells-Point_Baltimore_MD
fisher island washington,0,27,28,14800,39,0.00,0,44100000,informational,,https://www.zillow.com/fisher-island-fl/,https://www.realtor.com/realestateandhomes-search/Fisher-Island_FL
fleet landing,0,85,66,14800,66,0.45,0.01,55700000,navigational,,https://www.zillow.com/homedetails/5315-Fleet-Landing-Blvd-Atlantic-Beach-FL-32233/154822399_zpid/,https://www.realtor.com/apartments/Fleet-Landing-Senior-Living_Atlantic-Beach_FL
florence az,0,9,19,14800,50,0.34,0.02,87300000,informational,,https://www.zillow.com/florence-az/,https://www.realtor.com/realestateandhomes-search/Florence_AZ
florida homes for sale,0,1,2,14800,80,0.58,0.35,211000000,"informational, transactional",,https://www.zillow.com/fl/,https://www.realtor.com/realestateandhomes-search/Florida
floridays resort orlando,0,39,61,14800,52,1.35,0.14,190000,navigational,,https://www.zillow.com/williamsburg-fl-32821/floridays-resort_att/,https://www.realtor.com/realestateandhomes-detail/12521-Floridays-Resort-Dr-405_Orlando_FL_32821_M50706-36023
flower mound tx,0,4,5,14800,74,0.29,0.01,8940000,"informational, navigational",,https://www.zillow.com/flower-mound-tx/,https://www.realtor.com/realestateandhomes-search/Flower-Mound_TX
folly beach sc,0,31,23,14800,70,0.64,0.05,11300000,informational,,https://www.zillow.com/folly-beach-sc/houses/,https://www.realtor.com/realestateandhomes-search/Folly-Beach_SC
folly beach south carolina,0,28,38,14800,65,0.64,0.05,4080000,informational,,https://www.zillow.com/folly-beach-sc/,https://www.realtor.com/realestateandhomes-search/Folly-Beach_SC
folsom high school,0,46,27,14800,63,0.00,0,12000000,"informational, transactional",,https://www.zillow.com/schools/59790/folsom-high-school/,https://www.realtor.com/realestateandhomes-search/Folsom_CA/schools/Folsom-High-School-078637001
ford brothers,0,14,45,14800,45,2.55,0,110000000,navigational,,https://www.zillow.com/profile/WeichertFB,https://www.realtor.com/realestateagency/56d55978b5cc660100bc14a4
foreclosure homes near me,0,4,1,14800,79,0.79,0.54,89,transactional,,https://www.zillow.com/pa/foreclosures/,https://www.realtor.com/foreclosure
fort dix,0,61,51,14800,59,0.33,0.01,74500000,"informational, transactional",,https://www.zillow.com/fort-dix-nj/,https://www.realtor.com/realestateandhomes-search/Fort-Dix_NJ
fort lee nj,0,7,6,14800,65,0.44,0.01,69300000,"informational, navigational",,https://www.zillow.com/fort-lee-nj/,https://www.realtor.com/realestateandhomes-search/Fort-Lee_NJ
fort meyers,0,27,36,14800,83,0.76,0.02,158000000,informational,,https://www.zillow.com/fort-myers-fl/,https://www.realtor.com/realestateandhomes-search/Fort-Myers_FL
fort mill,0,12,9,14800,73,0.38,0,132000000,informational,,https://www.zillow.com/fort-mill-sc/,https://www.realtor.com/realestateandhomes-search/Fort-Mill_SC
fort pickens,0,66,83,14800,56,1.05,0.01,4170000,informational,,https://www.zillow.com/fort-pickens-gulf-breeze-fl/,https://www.realtor.com/realestateandhomes-detail/74-Fort-Pickens-Rd_Pensacola-Beach_FL_32561_M55465-22570
fort pierce florida,0,7,43,14800,70,0.79,0.02,25600000,"informational, navigational",,https://www.zillow.com/fort-pierce-fl/,https://www.realtor.com/realestateandhomes-search/Fort-Pierce_FL
fort polk,0,53,47,14800,71,2.36,0.01,17300000,informational,,https://www.zillow.com/fort-polk-la/,https://www.realtor.com/realestateandhomes-search/Fort-Polk_LA
fort totten,0,59,55,14800,61,0.00,0,2110000,commercial,,https://www.zillow.com/fort-totten-washington-dc/,https://www.realtor.com/realestateandhomes-search/Fort-Totten_Washington_DC
fort walton beach fl,0,8,9,14800,70,0.77,0.04,22800000,"informational, transactional",,https://www.zillow.com/fort-walton-beach-fl/,https://www.realtor.com/realestateandhomes-search/Fort-Walton-Beach_FL
forty niners,0,93,66,14800,100,0.50,0.04,1420000,navigational,,https://www.zillow.com/homedetails/4049-Forty-Niners-Rd-Clayton-NC-27520/6538082_zpid/,https://www.realtor.com/realestateandhomes-detail/4032-Forty-Niners-Rd_Clayton_NC_27520_M69479-45664
fountain hills,0,7,10,14800,72,0.56,0.01,57800000,"informational, navigational",,https://www.zillow.com/fountain-hills-az/,https://www.realtor.com/realestateandhomes-search/Fountain-Hills_AZ
four seasons palm beach,0,76,86,14800,53,1.90,0.11,23400000,navigational,,https://www.zillow.com/palm-beach-fl/four-seasons-resort_att/,https://www.realtor.com/realestateandhomes-detail/9-W-Four-Seasons_Palm-Beach-Gardens_FL_33410_M91056-41148
francis lewis high school,0,53,96,14800,60,0.00,0,64700000,navigational,,https://www.zillow.com/schools/69412/francis-lewis-high-school/,https://www.realtor.com/local/schools/Francis-Lewis-High-School-0751456601
frankenmuth mi,0,44,45,14800,65,0.40,0.07,2650000,"informational, navigational",,https://www.zillow.com/frankenmuth-mi/,https://www.realtor.com/realestateandhomes-search/Frankenmuth_MI
front royal,0,64,88,14800,49,0.43,0,925000000,"informational, transactional",,https://www.zillow.com/front-royal-va/land/,https://www.realtor.com/realestateandhomes-search/Front-Royal_VA
furnished apartments near me,0,32,56,14800,50,1.17,0.39,83,"navigational, transactional",,https://www.zillow.com/me/furnished-apartments/,https://www.realtor.com/rentals
ga mls,0,26,18,14800,62,1.18,0.01,86,navigational,,https://www.zillow.com/ga/,https://www.realtor.com/realestateandhomes-search/Georgia
gadsden alabama,0,46,69,14800,61,0.45,0.01,8730000,informational,,https://www.zillow.com/gadsden-al/,https://www.realtor.com/realestateandhomes-search/Gadsden_AL
galveston island,0,63,44,14800,81,0.53,0.03,32000000,"informational, transactional",,https://www.zillow.com/galveston-tx/,https://www.realtor.com/realestateandhomes-search/Galveston_TX
garden tub,0,28,25,14800,55,0.71,1,714000000,informational,,https://www.zillow.com/atlanta-ga/garden-tub_att/,https://www.realtor.com/advice/home-improvement/what-is-a-garden-tub/
gardena ca,0,16,32,14800,57,0.43,0,15900000,informational,,https://www.zillow.com/gardena-ca/,https://www.realtor.com/realestateandhomes-search/Gardena_CA
garner nc,0,41,81,14800,61,0.57,0,27300000,"informational, navigational",,https://www.zillow.com/garner-nc/,https://www.realtor.com/realestateandhomes-search/Garner_NC
gary owens,0,56,85,14800,53,0.45,0.01,13500000,"informational, transactional",,https://www.zillow.com/homedetails/1767-Gary-Owens-St-Manteca-CA-95337/122011265_zpid/,https://www.realtor.com/realestateandhomes-detail/1767-Gary-Owens-St_Manteca_CA_95337_M22850-32786
geneva il,0,28,80,14800,63,0.38,0.02,112000000,"informational, navigational",,https://www.zillow.com/geneva-il/,https://www.realtor.com/realestateandhomes-search/Geneva_IL
georgetown apartments,0,25,80,14800,57,0.95,0.11,0,commercial,,https://www.zillow.com/georgetown-tx/apartments/,https://www.realtor.com/apartments/Georgetown_Washington_DC
georgetown sc,0,8,41,14800,58,0.42,0.05,73200000,informational,,https://www.zillow.com/georgetown-sc/,https://www.realtor.com/realestateandhomes-search/Georgetown_SC
georgia bon,0,88,67,14800,74,0.00,0,35400000,navigational,,https://www.zillow.com/homedetails/2418-Bon-Air-Dr-Savannah-GA-31406/14178314_zpid/,https://www.realtor.com/realestateandhomes-detail/1507-Bon-Endriot-Ct_Milton_GA_30004_M97936-25962
glen cove,0,42,33,14800,55,0.25,0,30200000,informational,,https://www.zillow.com/glen-cove-ny/,https://www.realtor.com/realestateandhomes-search/Glen-Cove_NY
glendale heights,0,51,10,14800,67,0.24,0,23300000,"informational, navigational",,https://www.zillow.com/glendale-heights-il/,https://www.realtor.com/realestateandhomes-search/Glendale-Heights_IL/show-recently-sold
glenwood springs co,0,37,30,14800,62,0.50,0.03,13700000,informational,,https://www.zillow.com/glenwood-springs-co/,https://www.realtor.com/realestateandhomes-search/Glenwood-Springs_CO
golden house,0,66,57,14800,32,1.11,0.01,1910000000,commercial,,https://www.zillow.com/golden-co/,https://www.realtor.com/realestateandhomes-search/Golden_CO
golden pheasant,0,62,44,14800,57,0.00,0.05,7730000,commercial,,https://www.zillow.com/homedetails/1703-Golden-Pheasant-Dr-Austin-TX-78758/29435718_zpid/,https://www.realtor.com/realestateandhomes-detail/19-Golden-Pheasant-Dr_Getzville_NY_14068_M36410-57981
goleta,0,83,66,14800,57,0.58,0,11000000,informational,,https://www.zillow.com/goleta-ca/,https://www.realtor.com/realestateandhomes-search/Goleta_CA
goshen ny,0,10,47,14800,55,0.56,0.01,17200000,informational,,https://www.zillow.com/goshen-ny/,https://www.realtor.com/realestateandhomes-search/Goshen_NY
granada hills,0,26,6,14800,53,0.39,0,19200000,informational,,https://www.zillow.com/granada-hills-los-angeles-ca/,https://www.realtor.com/realestateandhomes-search/Granada-Hills_CA
granada hills charter high school,0,42,28,14800,58,0.00,0,7400000,navigational,,https://www.zillow.com/schools/83200/granada-hills-charter-high-school/,https://www.realtor.com/local/schools/Granada-Hills-Charter-High-School-078601601
granbury texas,0,7,13,14800,63,0.51,0.03,5400000,informational,,https://www.zillow.com/granbury-tx/,https://www.realtor.com/realestateandhomes-search/Granbury_TX
granby colorado,0,43,20,14800,59,0.88,0.05,4550000,"informational, transactional",,https://www.zillow.com/granby-co/,https://www.realtor.com/realestateandhomes-search/Granby_CO
grand marais mn,0,14,80,14800,62,0.56,0.06,4530000,"informational, transactional",,https://www.zillow.com/grand-marais-mn/land/,https://www.realtor.com/realestateandhomes-search/Grand-Marais_MN/type-land
grand rapids mn,0,43,47,14800,65,0.46,0.01,82600000,informational,,https://www.zillow.com/grand-rapids-mn/,https://www.realtor.com/realestateandhomes-search/Grand-Rapids_MN
granite rock,0,49,22,14800,77,2.14,0.56,124000000,navigational,,https://www.zillow.com/homedetails/417-Granite-Rock-Ln-Georgetown-TX-78628/250827596_zpid/,https://www.realtor.com/realestateandhomes-detail/2709-Granite-Rock-Dr_El-Paso_TX_79938_M86890-64938
greeneville tn,0,8,16,14800,67,0.37,0.01,5110000,informational,,https://www.zillow.com/greeneville-tn/,https://www.realtor.com/realestateandhomes-search/Greeneville_TN
greensboro news,0,27,21,14800,83,1.07,0.01,66000000,informational,,https://www.zillow.com/greensboro-nc/,https://www.realtor.com/realestateandhomes-search/Greensboro_NC
greensboro north carolina,0,8,10,14800,90,0.84,0.01,78800000,informational,,https://www.zillow.com/greensboro-nc/,https://www.realtor.com/realestateandhomes-search/Greensboro_NC
greenville california,0,8,21,14800,56,0.00,0,141000000,"informational, transactional",,https://www.zillow.com/greenville-ca/,https://www.realtor.com/realestateandhomes-search/Greenville_CA
greenwich connecticut,0,18,7,14800,76,0.16,0.01,20700000,informational,,https://www.zillow.com/greenwich-ct/,https://www.realtor.com/realestateandhomes-search/Greenwich_CT
greenwood village,0,6,13,14800,62,0.83,0.01,37900000,"informational, navigational",,https://www.zillow.com/greenwood-village-co/,https://www.realtor.com/realestateandhomes-search/Greenwood-Village_CO/overview
groton ct,0,14,27,14800,56,0.46,0.01,7230000,informational,,https://www.zillow.com/groton-ct/,https://www.realtor.com/realestateandhomes-search/Groton_CT
groveland,0,83,56,14800,50,0.83,0,8580000,informational,,https://www.zillow.com/groveland-fl/,https://www.realtor.com/realestateandhomes-search/Groveland_FL
guerneville,0,51,33,14800,55,0.74,0.01,1990000,"informational, transactional",,https://www.zillow.com/guerneville-ca/,https://www.realtor.com/realestateandhomes-search/Guerneville_CA
gulf winds,0,66,35,14800,64,1.88,0.05,33100000,navigational,,https://www.zillow.com/homedetails/6875-Gulf-Winds-Dr-Saint-Pete-Beach-FL-33706/81396483_zpid/,https://www.realtor.com/realestateandhomes-detail/3356-Gulf-Winds-Cir_Hernando-Beach_FL_34607_M58597-68711
hagerstown weather,0,78,71,14800,60,0.13,0,19600000,"informational, navigational",,https://www.zillow.com/hagerstown-md/,https://www.realtor.com/realestateandhomes-search/Hagerstown_MD
hammond indiana,0,17,67,14800,58,0.59,0.01,23100000,"informational, navigational",,https://www.zillow.com/hammond-in/,https://www.realtor.com/realestateandhomes-search/Hammond_IN
hammond la,0,91,32,14800,59,0.46,0,98600000,"informational, transactional",,https://www.zillow.com/hammond-la/,https://www.realtor.com/realestateandhomes-search/Hammond_LA
hampton beach hampton nh,0,14,27,14800,69,0.60,0,13000000,"informational, navigational",,https://www.zillow.com/hampton-beach-hampton-nh/,https://www.realtor.com/realestateandhomes-search/Hampton-Beach_NH
hampton park christian school,0,16,17,14800,35,0.00,0,9480000,navigational,,https://www.zillow.com/schools/150590/hampton-park-christian-school/,https://www.realtor.com/realestateandhomes-search/Greenville_SC/schools/Hampton-Park-Christian-School-0764302111
harlow texas,0,55,26,14800,21,0.00,0,11600000,commercial,,https://www.zillow.com/b/harlow-river-oaks-houston-tx-63wV4y/,https://www.realtor.com/realestateandhomes-search/Anna_TX/schools/Judith-L-Harlow-Elementary-School-0768935531
harry james thornton,0,17,11,14800,46,0.00,0,8070000,"informational, transactional",,https://www.zillow.com/profile/zuser20150908163701012,https://www.realtor.com/realestateagents/6133842b17cdb900120afc0b
harvard-westlake school,0,35,38,14800,56,0.00,0,2290000,navigational,,https://www.zillow.com/schools/120538/harvard-westlake-school/,https://www.realtor.com/realestateandhomes-search/Los-Angeles_CA/schools/Harvard-Westlake-School-078759801
hawks cay,0,67,85,14800,67,0.51,0.16,1310000,navigational,,https://www.zillow.com/marathon-fl/hawks-cay-resort_att/,https://www.realtor.com/realestateandhomes-detail/7079-Hawks-Cay-Blvd_Duck_FL_33050_M60684-10570
hays ks,0,47,64,14800,54,0.89,0.02,8430000,informational,,https://www.zillow.com/hays-ks/,https://www.realtor.com/realestateandhomes-search/Hays_KS
hayward wi,0,23,82,14800,56,0.69,0.02,10500000,"informational, transactional",,https://www.zillow.com/hayward-wi/,https://www.realtor.com/realestateandhomes-search/Hayward_WI
hazard ky,0,53,33,14800,52,0.32,0.01,23400000,informational,,https://www.zillow.com/hazard-ky/,https://www.realtor.com/realestateandhomes-search/Hazard_KY
hazleton pa,0,13,9,14800,62,0.54,0.01,5570000,informational,,https://www.zillow.com/hazleton-pa/,https://www.realtor.com/realestateandhomes-search/Hazleton_PA
heather brooke,0,35,25,14800,47,0.00,0,31800000,informational,,https://www.zillow.com/homedetails/10082-Heather-Brooke-Dr-Osceola-IN-46561/99209556_zpid/,https://www.realtor.com/realestateandhomes-detail/38-Heather-Brooke-Ln_Waynesboro_VA_22980_M57222-56127
helena craigslist,0,41,72,14800,34,0.00,0,72,navigational,,https://www.zillow.com/helena-mt/houses/,https://www.realtor.com/realestateandhomes-detail/2524-Fantasy-Rd_Helena_MT_59602_M86205-05722
hermiston oregon,0,50,43,14800,59,0.79,0.02,2640000,"informational, transactional",,https://www.zillow.com/hermiston-or/,https://www.realtor.com/realestateandhomes-search/Hermiston_OR
hiawassee ga,0,21,36,14800,59,0.76,0.04,2910000,"informational, transactional",,https://www.zillow.com/hiawassee-ga/newest/,https://www.realtor.com/realestateandhomes-search/Hiawassee_GA
hickory house,0,58,47,14800,52,0.73,0.01,62400000,commercial,,https://www.zillow.com/hickory-nc/,https://www.realtor.com/realestateandhomes-search/Hickory_NC
highland park market,0,76,41,14800,55,0.00,0,52300000,navigational,,https://www.zillow.com/highland-park-manchester-ct/,https://www.realtor.com/realestateandhomes-search/Highland-Park_Manchester_CT/overview
highlands ranch,0,8,13,14800,67,0.53,0,27700000,informational,,https://www.zillow.com/highlands-ranch-co/,https://www.realtor.com/realestateandhomes-search/Highlands-Ranch_CO
hillsborough nc,0,17,49,14800,53,0.44,0.01,20300000,informational,,https://www.zillow.com/hillsborough-nc/,https://www.realtor.com/realestateandhomes-search/Hillsborough_NC
hilton head island sc,0,13,23,14800,88,0.57,0.01,27100000,informational,,https://www.zillow.com/hilton-head-island-sc/,https://www.realtor.com/realestateandhomes-search/Hilton-Head-Island_SC
hobbs new mexico,0,68,46,14800,53,6.92,0.01,9550000,informational,,https://www.zillow.com/hobbs-nm/,https://www.realtor.com/realestateandhomes-search/Hobbs_NM
hodgdon,0,71,49,14800,74,0.00,0,3180000,navigational,,https://www.zillow.com/hodgdon-me/,https://www.realtor.com/realestateandhomes-search/Hodgdon_ME
hodgkins il,0,22,19,14800,40,0.00,0,1470000,"informational, transactional",,https://www.zillow.com/hodgkins-il/,https://www.realtor.com/realestateandhomes-search/Hodgkins_IL
holbrook az,0,44,48,14800,53,0.75,0.03,4780000,informational,,https://www.zillow.com/holbrook-az/,https://www.realtor.com/realestateandhomes-search/Holbrook_AZ
hollister ca,0,24,8,14800,70,1.85,0.75,17300000,"informational, transactional",,https://www.zillow.com/hollister-ca/sold/,https://www.realtor.com/realestateandhomes-search/Hollister_CA
holly springs nc,0,8,95,14800,66,0.48,0.01,20400000,"informational, navigational",,https://www.zillow.com/holly-springs-nc/,https://www.realtor.com/realestateandhomes-detail/304-Edgepine-Dr_Holly-Springs_NC_27540_M55912-45247
hollywood 16,0,58,29,14800,52,0.11,0.06,1420000000,commercial,,https://www.zillow.com/homedetails/16-Hollywood-Ave-Massapequa-NY-11758/31428112_zpid/,https://www.realtor.com/realestateandhomes-detail/16-Hollywood-Ave_Massapequa_NY_11758_M46911-13496
hollywood hills,0,4,11,14800,67,0.41,0.01,224000000,informational,,https://www.zillow.com/hollywood-hills-los-angeles-ca/,https://www.realtor.com/realestateandhomes-search/Hollywood-Hills_Los-Angeles_CA
home sales,0,1,5,14800,100,0.66,0.37,12480000000,commercial,,https://www.zillow.com/,https://www.realtor.com/
homes for sale in tennessee,0,2,1,14800,72,0.39,0.3,56200000,"informational, transactional",,https://www.zillow.com/tn/,https://www.realtor.com/realestateandhomes-search/Tennessee
homes near me,0,7,9,14800,100,1.10,0.16,89,transactional,,https://www.zillow.com/homes/for_sale/,https://www.realtor.com/
homes to rent near me,0,3,4,14800,93,0.49,0.38,72,"informational, transactional",,https://www.zillow.com/homes/for_rent/,https://www.realtor.com/rentals
homestead high school,0,61,67,14800,65,0.00,0,32400000,navigational,,https://www.zillow.com/schools/61121/homestead-high-school/,https://www.realtor.com/local/schools/Homestead-Senior-High-School-0725714531
homosassa springs,0,18,32,14800,48,0.39,0.03,2610000,informational,,https://www.zillow.com/homosassa-springs-homosassa-fl/,https://www.realtor.com/realestateandhomes-search/Homosassa-Springs_FL
homw,0,15,78,14800,100,0.79,0,25270000000,"commercial, informational",,https://www.zillow.com/,https://www.realtor.com/
hoover alabama,0,9,7,14800,55,0.50,0.01,12500000,informational,,https://www.zillow.com/hoover-al/,https://www.realtor.com/realestateandhomes-search/Hoover_AL
hoover high school,0,50,45,14800,69,0.00,0,51800000,commercial,,https://www.zillow.com/schools/64854/hoover-high-school/,https://www.realtor.com/realestateandhomes-search/Hoover_AL/schools/Hoover-High-School-071428961
horse shoe,0,54,48,14800,65,0.60,0.88,344000000,"informational, transactional",,https://www.zillow.com/horse-shoe-nc/,https://www.realtor.com/realestateandhomes-search/Horse-Shoe_NC
horseshoe bay,0,69,28,14800,69,0.45,0.07,22300000,"informational, transactional",,https://www.zillow.com/horseshoe-bay-tx/,https://www.realtor.com/realestateandhomes-search/Horseshoe-Bay_TX
hot springs nc,0,59,72,14800,61,0.61,0.04,114000000,informational,,https://www.zillow.com/hot-springs-nc/,https://www.realtor.com/realestateandhomes-search/Hot-Springs_NC
houma louisiana,0,75,33,14800,58,0.60,0.01,7070000,informational,,https://www.zillow.com/houma-la/,https://www.realtor.com/realestateandhomes-search/Houma_LA
house rental near me,0,3,4,14800,99,0.43,0.35,76,"informational, transactional",,https://www.zillow.com/homes/for_rent/,https://www.realtor.com/rentals
house to rent near me,0,3,5,14800,91,0.43,0.35,70,"informational, transactional",,https://www.zillow.com/homes/for_rent/,https://www.realtor.com/rentals
houses for sale by owner,0,2,17,14800,96,1.15,0.48,65,transactional,,https://www.zillow.com/homes/fsbo/,https://www.realtor.com/advice/buy/can-you-buy-a-fsbo-home-with-a-real-estate-agent/
houses near me for sale,0,4,9,14800,100,0.74,0.41,57,transactional,,https://www.zillow.com/homes/for_sale/,https://www.realtor.com/realestateforsale
housing market predictions 2022,0,13,25,14800,55,1.41,0.12,358000000,informational,,https://www.zillow.com/research/zillow-home-value-and-sales-forecast-august-2022-31346/,https://www.realtor.com/research/2022-national-housing-forecast-midyear-update/
houston tx zip code,0,25,73,14800,64,0.22,0,0,"informational, transactional",,https://www.zillow.com/browse/homes/tx/houston-county/,https://www.realtor.com/realestateandhomes-search/77005
hud homes,0,77,20,14800,89,0.90,0.39,88100000,informational,,https://www.zillow.com/ky/foreclosures/,https://www.realtor.com/advice/buy/what-is-a-hud-home/
hudson fl,0,19,9,14800,66,0.81,0.01,0,informational,,https://www.zillow.com/hudson-fl/,https://www.realtor.com/realestateandhomes-search/Hudson_FL
hudson wi,0,12,23,14800,66,0.46,0.01,71800000,"informational, transactional",,https://www.zillow.com/hudson-wi/,https://www.realtor.com/realestateandhomes-search/Hudson_WI
huntington beach cali,0,69,23,14800,65,0.84,0.01,4390000,informational,,https://www.zillow.com/huntington-beach-ca/,https://www.realtor.com/realestateandhomes-search/Huntington-Beach_CA
