Keyword,homelight.com,zillow.com,realtor.com,Search Volume,Keyword Difficulty,CPC,Competition,Results,Keyword Intents,homelight.com (pages),zillow.com (pages),realtor.com (pages)
mona campbell,44,19,34,2400,32,0.00,0,11800000,informational,https://www.homelight.com/agents/mona-campbell-ok-127168,https://www.zillow.com/profile/Mona%20Campbell,https://www.realtor.com/realestateagents/567369097e54f701001dbadb
mortgage income calculator,52,5,43,2400,83,1.67,0.27,142000000,informational,https://www.homelight.com/how-much-house-can-i-afford,https://www.zillow.com/mortgage-calculator/house-affordability/,https://www.realtor.com/mortgage/tools/affordability-calculator/
mortgage rate comparison,84,8,28,2400,96,14.13,0.52,273000000,informational,https://www.homelight.com/mortgages/rates,https://www.zillow.com/mortgage-rates/,https://www.realtor.com/mortgage/rates/
moseley real estate,37,6,13,2400,65,1.83,0.19,2670000,navigational,https://www.homelight.com/moseley-va/top-real-estate-agents,https://www.zillow.com/moseley-va/,https://www.realtor.com/realestateandhomes-search/Moseley_VA
murrieta homes for sale,47,3,1,2400,59,0.45,0.38,5020000,"informational, transactional",https://www.homelight.com/murrieta-ca/homes-for-sale,https://www.zillow.com/murrieta-ca/,https://www.realtor.com/realestateandhomes-search/Murrieta_CA
my homes value,8,1,2,2400,88,2.78,0.61,731000000,informational,https://www.homelight.com/home-value-estimator,https://www.zillow.com/how-much-is-my-home-worth/,https://www.realtor.com/myhome/
my house value,10,1,2,2400,88,2.82,0.59,9810000000,informational,https://www.homelight.com/home-value-estimator,https://www.zillow.com/how-much-is-my-home-worth/,https://www.realtor.com/myhome/
napa homes for sale,59,2,1,2400,61,0.81,0.4,8120000,"informational, transactional",https://www.homelight.com/napa-ca/real-estate-agent-commissions,https://www.zillow.com/napa-ca/,https://www.realtor.com/realestateandhomes-search/Napa_CA
new construction townhomes,50,3,12,2400,64,1.35,0.43,38800000,commercial,https://www.homelight.com/blog/buyer-new-construction-home-buying-process/,https://www.zillow.com/ga/new-homes/,https://www.realtor.com/realestateandhomes-search/Rosemount_MN/shw-nc
new house construction near me,12,5,7,2400,97,1.62,0.36,1630000000,transactional,https://www.homelight.com/blog/buyer-new-house-construction-problems/,https://www.zillow.com/houston-tx/new-homes/,https://www.realtor.com/newhomes
nikki del,20,14,16,2400,30,0.00,0,48400000,informational,https://www.homelight.com/agents/nikki-delmarmol-la,https://www.zillow.com/profile/nikkidelgiudice,https://www.realtor.com/realestateagents/56af9118bb954c01006a26d0
oakland homes for sale,55,1,2,2400,60,1.12,0.36,95,"informational, transactional",https://www.homelight.com/blog/buyer-buy-house-in-oakland/,https://www.zillow.com/oakland-ca/,https://www.realtor.com/realestateandhomes-search/Oakland_CA
open floor plan homes,38,9,13,2400,61,0.52,1,239000000,"commercial, informational",https://www.homelight.com/blog/buyer-open-floor-plans/,https://www.zillow.com/columbus-oh/open-floor-plan_att/,https://www.realtor.com/realestateandhomes-search/Tampa_FL/with_openfloorplan
outer banks real estate,73,6,4,2400,59,0.35,0.44,12500000,"commercial, informational",https://www.homelight.com/nags-head-nc/top-real-estate-agents,https://www.zillow.com/nags-head-nc/,https://www.realtor.com/realestateandhomes-search/Nags-Head_NC
oxnard homes for sale,34,2,1,2400,55,0.21,0.36,98,"informational, transactional",https://www.homelight.com/oxnard-ca/homes-for-sale,https://www.zillow.com/oxnard-ca/,https://www.realtor.com/realestateandhomes-search/Oxnard_CA
oxnard houses for sale,41,1,2,2400,64,0.22,0.37,3880000,"informational, transactional",https://www.homelight.com/oxnard-ca/homes-for-sale,https://www.zillow.com/oxnard-ca/,https://www.realtor.com/realestateandhomes-search/Oxnard_CA
ozark house,85,22,11,2400,47,0.39,0.03,40300000,informational,https://www.homelight.com/best-time-to-sell-house/ozark-mo,https://www.zillow.com/ozark-mo/,https://www.realtor.com/realestateandhomes-search/Ozark_MO
palm beach real estate,49,2,1,2400,63,0.62,0.31,183000000,informational,https://www.homelight.com/palm-beach-fl/top-real-estate-agents,https://www.zillow.com/palm-beach-fl/,https://www.realtor.com/realestateandhomes-search/Palm-Beach_FL
palotto,54,40,18,2400,32,0.46,0.03,349000,navigational,https://www.homelight.com/agents/robert-piazza-palotto-ny-40pi0944657,https://www.zillow.com/profile/RppSoldTeam,https://www.realtor.com/realestateagents/56c45c0dbb954c01006bfb72
pasadena homes for sale,64,2,1,2400,59,0.53,0.3,12200000,"informational, transactional",https://www.homelight.com/best-time-to-sell-house/pasadena-ca,https://www.zillow.com/pasadena-ca/,https://www.realtor.com/realestateandhomes-search/Pasadena_CA
pawleys island real estate,69,2,1,2400,56,0.43,0.4,2430000,informational,https://www.homelight.com/pawleys-island-sc/top-real-estate-agents,https://www.zillow.com/pawleys-island-sc/,https://www.realtor.com/realestateandhomes-search/Pawleys-Island_SC
picasso real estate,91,36,11,2400,78,1.91,0.23,8480000,navigational,https://www.homelight.com/agents/esmeralda-picasso-ok-179032,https://www.zillow.com/profile/THEPICASSOGROUP,https://www.realtor.com/realestateagents/56c383b9bb954c01006bd5fe
pompano beach house,93,8,10,2400,64,0.92,0.01,12100000,"navigational, transactional",https://www.homelight.com/best-time-to-sell-house/pompano-beach-fl,https://www.zillow.com/pompano-beach-fl/,https://www.realtor.com/realestateandhomes-search/Pompano-Beach_FL
portsmouth nh real estate,52,2,1,2400,58,0.32,0.23,4260000,informational,https://www.homelight.com/portsmouth-nh/top-real-estate-agents,https://www.zillow.com/portsmouth-nh/,https://www.realtor.com/realestateandhomes-search/Portsmouth_NH
pre approval calculator,95,10,35,2400,76,5.62,0.49,106000000,informational,https://www.homelight.com/how-much-house-can-i-afford,https://www.zillow.com/mortgage-calculator/house-affordability/,https://www.realtor.com/mortgage/tools/affordability-calculator/
preapproval for mortgage,64,22,45,2400,81,22.74,0.55,43000000,commercial,https://www.homelight.com/blog/buyer-how-long-to-get-preapproved-for-a-mortgage/,https://www.zillow.com/pre-approval/,https://www.realtor.com/advice/finance/get-a-mortgage-preapproval/
prescott real estate,45,1,2,2400,65,0.40,0.32,15300000,informational,https://www.homelight.com/prescott-az/top-real-estate-agents,https://www.zillow.com/prescott-az/,https://www.realtor.com/realestateandhomes-search/Prescott_AZ/type-single-family-home
price point ny,51,43,34,2400,40,0.00,0,1500000000,"navigational, transactional",https://www.homelight.com/sodus-point-ny/top-real-estate-agents,https://www.zillow.com/homedetails/37-Westchester-Dr-Rocky-Point-NY-11778/59454967_zpid/,https://www.realtor.com/realestateandhomes-detail/6-Monroe-St_Whitney-Point_NY_13862_M40265-63487
property sales near me,12,3,1,2400,93,0.65,0.48,74,"informational, transactional",https://www.homelight.com/blog/houses-sold-near-me/,https://www.zillow.com/homes/recently_sold/,https://www.realtor.com/soldhomes
property value estimate,5,1,3,2400,89,2.46,0.6,2940000000,informational,https://www.homelight.com/home-value-estimator,https://www.zillow.com/how-much-is-my-home-worth/,https://www.realtor.com/myhome/
property value estimates,6,1,3,2400,88,2.46,0.6,232000000,informational,https://www.homelight.com/home-value-estimator,https://www.zillow.com/how-much-is-my-home-worth/,https://www.realtor.com/myhome/
ralph myers,75,50,25,2400,24,0.00,0,12400000,informational,https://www.homelight.com/agents/ralph-myers-ga-138830,https://www.zillow.com/homedetails/6935-Ralph-D-Myers-Pl-Bryans-Road-MD-20616/36740488_zpid/,https://www.realtor.com/realestateagents/568267460fa41701007395f7
real estate agent.,61,35,5,2400,98,7.84,0.32,1270000000,commercial,https://www.homelight.com/,https://www.zillow.com/,https://www.realtor.com/realestateagents/
real estate in sarasota florida,64,2,1,2400,73,0.66,0.42,16600000,informational,https://www.homelight.com/sarasota-fl/top-real-estate-agents,https://www.zillow.com/sarasota-fl/,https://www.realtor.com/realestateandhomes-search/Sarasota_FL
real estate terms,87,28,36,2400,70,1.33,0.04,1770000000,informational,https://www.homelight.com/blog/deed-vs-title/,https://www.zillow.com/resources/stay-informed/real-estate-terms-home/,https://www.realtor.com/advice/buy/first-time-home-buyers-glossary/
realtor agency,58,52,2,2400,100,5.49,0.87,894000000,commercial,https://www.homelight.com/blog/find-a-realtor/,https://www.zillow.com/professionals/real-estate-agent-reviews/san-antonio-tx/,https://www.realtor.com/realestateagents/
realtor austin,40,8,1,2400,84,7.33,0.75,16700000,"navigational, transactional",https://www.homelight.com/austin-tx/top-real-estate-agents,https://www.zillow.com/professionals/real-estate-agent-reviews/austin-tx/,https://www.realtor.com/realestateandhomes-search/Austin_TX
realtor charlotte nc,15,8,1,2400,83,4.94,0.97,45000000,navigational,https://www.homelight.com/charlotte-nc/top-real-estate-agents,https://www.zillow.com/professionals/real-estate-agent-reviews/charlotte-nc/,https://www.realtor.com/realestateandhomes-search/Charlotte_NC
realtor chicago,31,9,1,2400,83,5.70,0.89,70400000,"navigational, transactional",https://www.homelight.com/chicago-il/top-real-estate-agents,https://www.zillow.com/professionals/real-estate-agent-reviews/chicago-il/,https://www.realtor.com/realestateandhomes-search/Chicago_IL
realtor com denver,42,29,1,2400,61,1.54,0.3,85,"navigational, transactional",https://www.homelight.com/denver-co/top-real-estate-agents,https://www.zillow.com/denver-co/,https://www.realtor.com/realestateandhomes-search/Denver_CO
realtor com home value,32,9,1,2400,76,1.97,0.45,82,"navigational, transactional",https://www.homelight.com/blog/buyer-most-accurate-home-value-website/,https://www.zillow.com/how-much-is-my-home-worth/,https://www.realtor.com/myhome/
realtor el paso,13,5,1,2400,78,3.68,0.64,91,"navigational, transactional",https://www.homelight.com/el-paso-tx/top-real-estate-agents,https://www.zillow.com/el-paso-tx/,https://www.realtor.com/realestateandhomes-search/El-Paso_TX
realtor tampa,59,7,1,2400,84,4.71,0.96,67300000,navigational,https://www.homelight.com/tampa-fl/top-real-estate-agents,https://www.zillow.com/tampa-fl/,https://www.realtor.com/realestateandhomes-search/Tampa_FL
realtor.com denver,34,29,1,2400,62,1.54,0.3,70,transactional,https://www.homelight.com/denver-co/top-real-estate-agents,https://www.zillow.com/denver-co/,https://www.realtor.com/realestateandhomes-search/Denver_CO
realtot,26,12,1,2400,100,1.12,0.16,246000000,navigational,https://www.homelight.com/blog/find-a-realtor/,https://www.zillow.com/,https://www.realtor.com/
realtpr,29,13,1,2400,100,1.12,0.16,234000000,navigational,https://www.homelight.com/blog/find-a-realtor/,https://www.zillow.com/,https://www.realtor.com/
recent home sales near me,8,2,1,2400,66,1.11,0.28,83,transactional,https://www.homelight.com/blog/houses-sold-near-me/,https://www.zillow.com/homes/recently_sold/,https://www.realtor.com/soldhomes
reletor,26,11,1,2400,93,1.12,0.16,236000000,navigational,https://www.homelight.com/blog/find-a-realtor/,https://www.zillow.com/,https://www.realtor.com/
relitor,28,10,1,2400,100,1.12,0.16,283000000,navigational,https://www.homelight.com/blog/find-a-realtor/,https://www.zillow.com/,https://www.realtor.com/
remt to own near me,15,10,2,2400,76,1.27,0.44,97,transactional,https://www.homelight.com/blog/buyer-how-to-find-rent-to-own-homes/,https://www.zillow.com/chicago-il/available-for-lease-to-own_att/,https://www.realtor.com/rent-to-own
rene enriquez,73,37,35,2400,46,0.52,0,2220000,"informational, transactional",https://www.homelight.com/agents/rene-enriquez-ca-01940919,https://www.zillow.com/profile/Rene%20Enriquez,https://www.realtor.com/realestateagents/5688df7e7e54f701002017db
reno real estate,56,1,2,2400,72,1.16,0.33,46700000,informational,https://www.homelight.com/reno-nv/top-real-estate-agents,https://www.zillow.com/reno-nv/,https://www.realtor.com/realestateandhomes-search/Reno_NV
rent a house by owner,12,9,7,2400,91,0.73,0.26,389000000,informational,https://www.homelight.com/blog/buyer-how-to-rent-your-house/,https://www.zillow.com/homes/for_rent/,https://www.realtor.com/advice/rent/my-landlord-is-selling/
rent houses app,83,14,30,2400,75,2.43,0.41,113000000,transactional,https://www.homelight.com/blog/buyer-how-to-find-rental-homes/,https://www.zillow.com/,https://www.realtor.com/rentals
rent to buy,21,5,14,2400,90,1.57,0.39,2610000000,commercial,https://www.homelight.com/blog/buyer-whats-the-catch-with-rent-to-own-homes/,https://www.zillow.com/mortgage-learning/rent-to-own/,https://www.realtor.com/mortgage/tools/rent-or-buy-calculator/
rent to.own,32,16,29,2400,87,1.41,0.42,1690000000,commercial,https://www.homelight.com/blog/buyer-whats-the-catch-with-rent-to-own-homes/,https://www.zillow.com/mortgage-learning/rent-to-own/,https://www.realtor.com/advice/buy/rent-to-own-scams/
rental homes by owner near me,33,5,14,2400,87,0.63,0.33,91,transactional,https://www.homelight.com/blog/buyer-how-to-find-rental-homes/,https://www.zillow.com/houston-tx/rent-houses/,https://www.realtor.com/rentals
rental homes near me by owner,27,5,20,2400,86,0.63,0.33,91,transactional,https://www.homelight.com/blog/buyer-how-to-find-rental-homes/,https://www.zillow.com/houston-tx/rent-houses/,https://www.realtor.com/rentals
rick otto,65,53,18,2400,31,0.00,0,11200000,informational,https://www.homelight.com/agents/rick-otto-ca-00793181-1989,https://www.zillow.com/profile/rick564,https://www.realtor.com/realestateagents/568156377e54f701001f7c0b
rifton,70,57,16,2400,51,0.97,0.82,1430000,navigational,https://www.homelight.com/rifton-ny/top-real-estate-agents,https://www.zillow.com/homedetails/414-Rifton-Ct-Upper-Marlboro-MD-20774/64877873_zpid/,https://www.realtor.com/realestateandhomes-search/Rifton_NY
rob regan,57,56,19,2400,58,0.00,0.01,5900000,informational,https://www.homelight.com/agents/rob-regan-ca-1391698,https://www.zillow.com/profile/robregansf,https://www.realtor.com/realestateagents/56b0677b7e54f70100208adf
rustic houses,91,26,30,2400,39,0.20,0.42,58100000,informational,https://www.homelight.com/blog/rustic-farmhouse-style-home-decor/,https://www.zillow.com/rustic-escondido-ca/,https://www.realtor.com/realestateandhomes-search/Rustic-Hills_Colorado-Springs_CO
sacramento real estate,47,2,1,2400,71,1.06,0.28,44100000,informational,https://www.homelight.com/sacramento-ca/real-estate-agent-commissions,https://www.zillow.com/sacramento-ca/,https://www.realtor.com/realestateandhomes-search/Sacramento_CA
san clemente homes for sale,47,2,1,2400,53,0.35,0.32,3400000,"informational, transactional",https://www.homelight.com/san-clemente-ca/homes-for-sale,https://www.zillow.com/san-clemente-ca/,https://www.realtor.com/realestateandhomes-search/San-Clemente_CA
san diego condos for sale,27,1,4,2400,53,0.66,0.45,82,"informational, transactional",https://www.homelight.com/san-diego-ca/homes-for-sale/condos,https://www.zillow.com/san-diego-ca/condos/,https://www.realtor.com/realestateandhomes-search/San-Diego_CA
san diego homes,70,1,2,2400,69,1.19,0.24,105000000,informational,https://www.homelight.com/san-diego-ca/homes-for-sale,https://www.zillow.com/san-diego-ca/,https://www.realtor.com/realestateandhomes-search/San-Diego_CA
san francisco house,45,1,3,2400,83,1.17,0.2,827000000,informational,https://www.homelight.com/best-time-to-sell-house/san-francisco-ca,https://www.zillow.com/san-francisco-ca/,https://www.realtor.com/realestateandhomes-search/San-Francisco_CA
sandpoint idaho real estate,34,1,2,2400,59,0.74,0.33,1230000,commercial,https://www.homelight.com/sandpoint-id/top-real-estate-agents,https://www.zillow.com/sandpoint-id/,https://www.realtor.com/realestateandhomes-search/Sandpoint_ID
santa fe new mexico real estate,33,2,1,2400,61,0.36,0.35,12200000,informational,https://www.homelight.com/santa-fe-nm/top-real-estate-agents,https://www.zillow.com/santa-fe-nm/,https://www.realtor.com/realestateandhomes-search/Santa-Fe_NM
savannah homes for sale,81,2,1,2400,66,0.61,0.41,16000000,"informational, transactional",https://www.homelight.com/blog/buyer-buy-house-savannah/,https://www.zillow.com/savannah-ga/,https://www.realtor.com/realestateandhomes-search/Savannah_GA
sell home,9,5,2,2400,95,27.19,0.28,8330000000,commercial,https://www.homelight.com/blog/guide-how-to-sell-a-house/,https://www.zillow.com/sell/,https://www.realtor.com/sell/
sellers closing costs calculator,77,12,47,2400,58,1.88,0.24,60100000,informational,https://www.homelight.com/blog/closing-costs-in-oregon/,https://www.zillow.com/sellers-guide/closing-costs-for-sellers/,https://www.realtor.com/advice/buy/reduce-closing-costs/
sharona alperin,32,22,21,2400,41,0.00,0,10800,informational,https://www.homelight.com/agents/sharona-alperin-ca-00923981,https://www.zillow.com/profile/Sharona%20Alperin,https://www.realtor.com/realestateagents/567398c2bb954c010067c50a
sheridan wy real estate,28,2,1,2400,57,0.25,0.28,1410000,informational,https://www.homelight.com/sheridan-wy/top-real-estate-agents,https://www.zillow.com/sheridan-wy/,https://www.realtor.com/realestateandhomes-search/Sheridan_WY
short sale real estate,34,6,9,2400,72,2.62,0.11,371000000,informational,https://www.homelight.com/blog/buyer-short-sale/,https://www.zillow.com/fl/short-sale/,https://www.realtor.com/advice/sell/what-is-a-short-sale/
solivita homes for sale,57,2,1,2400,49,0.94,0.17,89,"informational, transactional",https://www.homelight.com/poinciana-fl/solivita/top-real-estate-agents,https://www.zillow.com/poinciana-fl-34759/in-solivita_att/,https://www.realtor.com/realestateandhomes-search/Solivita_Kissimmee_FL
st augustine florida homes for sale,26,2,1,2400,56,0.74,0.39,6690000,"informational, transactional",https://www.homelight.com/st-augustine-fl/homes-for-sale,https://www.zillow.com/saint-augustine-fl/,https://www.realtor.com/realestateandhomes-search/St.-Augustine_FL
st louis homes for sale,62,2,1,2400,70,0.55,0.31,94,"informational, transactional",https://www.homelight.com/saint-louis-mo/homes-for-sale,https://www.zillow.com/saint-louis-mo/,https://www.realtor.com/realestateandhomes-search/St.-Louis_MO
st marlo country club,68,33,8,2400,44,0.90,0,1550000,navigational,https://www.homelight.com/johns-creek-ga/st-marlo-country-club/top-real-estate-agents,https://www.zillow.com/homedetails/8195-Saint-Marlo-Country-Club-Pkwy-Duluth-GA-30097/14633865_zpid/,https://www.realtor.com/realestateandhomes-search/St.-Marlo-Country-Club_Atlanta_GA
st petersburg florida real estate,20,2,1,2400,63,0.69,0.39,11700000,informational,https://www.homelight.com/st-petersburg-fl/top-real-estate-agents,https://www.zillow.com/saint-petersburg-fl/,https://www.realtor.com/realestateandhomes-search/St.-Petersburg_FL
staten island real estate,41,2,1,2400,61,1.07,0.29,98,informational,https://www.homelight.com/staten-island-ny/top-real-estate-agents,https://www.zillow.com/staten-island-new-york-ny/,https://www.realtor.com/realestateandhomes-search/Staten-Island_NY
sun city west homes for sale,43,2,1,2400,58,0.68,0.4,69000000,"informational, transactional",https://www.homelight.com/sun-city-west-az/top-real-estate-agents,https://www.zillow.com/sun-city-west-az/,https://www.realtor.com/realestateandhomes-search/Sun-City-West_AZ
tallahassee homes for sale,13,2,1,2400,62,0.37,0.36,85,"informational, transactional",https://www.homelight.com/tallahassee-fl/homes-for-sale,https://www.zillow.com/tallahassee-fl/,https://www.realtor.com/realestateandhomes-search/Tallahassee_FL
the griffin royal oak,45,10,12,2400,46,0.84,0.12,5360000,navigational,https://www.homelight.com/agents/georgeann-griffin-mi-6501270680,https://www.zillow.com/b/the-griffin-royal-oak-royal-oak-mi-BPPy9y/,https://www.realtor.com/realestateandhomes-detail/25090-Woodward-Ave_Royal-Oak_MI_48067_M91050-83157
the villages real estate,20,3,2,2400,76,0.34,0.28,73200000,commercial,https://www.homelight.com/the-villages-fl/top-real-estate-agents,https://www.zillow.com/the-villages-fl/,https://www.realtor.com/realestateandhomes-search/The-Villages_FL
tracy homes for sale,34,3,2,2400,57,0.49,0.36,12000000,"informational, transactional",https://www.homelight.com/tracy-ca/homes-for-sale/single-family-homes,https://www.zillow.com/tracy-ca/,https://www.realtor.com/realestateandhomes-search/Tracy_CA
turlock homes for sale,47,2,1,2400,52,0.35,0.38,3120000,"informational, transactional",https://www.homelight.com/best-time-to-sell-house/turlock-ca,https://www.zillow.com/turlock-ca/,https://www.realtor.com/realestateandhomes-search/Turlock_CA
value my house,9,1,3,2400,88,2.82,0.59,4290000000,informational,https://www.homelight.com/home-value-estimator,https://www.zillow.com/how-much-is-my-home-worth/,https://www.realtor.com/myhome/
venetian village,92,12,18,2400,49,0.31,0.05,11400000,navigational,https://www.homelight.com/venetian-village-il/sell-house-fast,https://www.zillow.com/naples-fl/at-venetian-village_att/,https://www.realtor.com/realestateandhomes-search/Venetian-Village_Melbourne_FL/overview
victorville homes for sale,22,1,2,2400,61,0.39,0.41,88,"informational, transactional",https://www.homelight.com/victorville-ca/homes-for-sale,https://www.zillow.com/victorville-ca/,https://www.realtor.com/realestateandhomes-search/Victorville_CA
wake real estate,21,9,6,2400,65,1.47,0,104000000,transactional,https://www.homelight.com/wake-county-nc/top-real-estate-agents,https://www.zillow.com/wake-forest-nc/,https://www.realtor.com/realestateandhomes-search/Wake-County_NC
wake.county real estate,54,13,11,2400,71,1.15,0.01,23300000,"navigational, transactional",https://www.homelight.com/wake-county-nc/top-real-estate-agents,https://www.zillow.com/wake-county-nc/,https://www.realtor.com/realestateandhomes-search/Wake-County_NC
what does m mean real estate number,36,31,22,2400,56,0.00,0,3490000000,informational,https://www.homelight.com/blog/top-producers-real-estate/,https://www.zillow.com/resources/stay-informed/real-estate-terms-home/,https://www.realtor.com/advice/buy/what-is-the-mls-multiple-listing-service/
what is the value of my home,9,1,2,2400,86,2.82,0.61,5970000000,informational,https://www.homelight.com/home-value-estimator,https://www.zillow.com/how-much-is-my-home-worth/,https://www.realtor.com/myhome/
whats a good credit score to buy a house,92,39,19,2400,77,3.28,0.44,213000000,informational,https://www.homelight.com/blog/buyer-how-to-build-credit-fast/,https://www.zillow.com/mortgage-learning/mortgage-credit-scores/,https://www.realtor.com/advice/finance/what-is-a-good-credit-score/
when is the best time to buy a house,79,5,48,2400,66,1.91,0.22,8130000000,commercial,https://www.homelight.com/blog/best-time-to-sell-a-house/,https://www.zillow.com/home-buying-guide/best-time-to-buy-a-house/,https://www.realtor.com/research/best-time-to-buy-2021/
when to buy a house,55,20,31,2400,73,2.30,0.17,5550000000,transactional,https://www.homelight.com/blog/buyer-buying-a-house-with-cash-process/,https://www.zillow.com/home-buying-guide/10-steps-to-buying-a-home/,https://www.realtor.com/advice/buy/10-step-guide-for-first-time-home-buyers/
winston salem homes for sale,40,2,1,2400,57,0.37,0.38,6930000,"informational, transactional",https://www.homelight.com/winston-salem-nc/homes-for-sale,https://www.zillow.com/winston-salem-nc/,https://www.realtor.com/realestateandhomes-search/Winston-Salem_NC
york maine real estate,35,2,1,2400,51,0.17,0.25,58000000,informational,https://www.homelight.com/york-me/top-real-estate-agents,https://www.zillow.com/york-me/,https://www.realtor.com/realestateandhomes-search/York_ME
2616 redwood st,29,1,3,1900,17,0.00,0,93,informational,https://www.homelight.com/homes/san-mateo-county-ca/2616-delaware-ave-redwood-city-ca-94061-da8d346008b611e895f5128184e0bc72,https://www.zillow.com/homedetails/2616-Redwood-St-Royse-City-TX-75189/70988777_zpid/,https://www.realtor.com/realestateandhomes-detail/2616-Redwood-St_Royse-City_TX_75189_M79779-19570
3424 bellevue road raleigh,34,2,5,1900,15,0.06,0.01,51,informational,https://www.homelight.com/agents/van-fletcher-nc-0249084,https://www.zillow.com/homedetails/3424-Bellevue-Rd-Raleigh-NC-27609/6544578_zpid/,https://www.realtor.com/realestateandhomes-detail/3424-Bellevue-Rd_Raleigh_NC_27609_M63543-04979
70s earthship homes,86,31,58,1900,50,0.00,0,62800,informational,https://www.homelight.com/blog/buyer-earthship-home/,https://www.zillow.com/blog/self-sustaining-earthship-homes-200509/,https://www.realtor.com/advice/buy/earthship-home/
77075,91,16,4,1900,36,0.24,0,1240000,"informational, transactional",https://www.homelight.com/homes-for-sale/zip/77075-tx,https://www.zillow.com/houston-tx-77075/,https://www.realtor.com/realestateandhomes-search/77075
78641,86,9,2,1900,49,0.21,0,2160000,informational,https://www.homelight.com/homes-for-sale/zip/78641-tx,https://www.zillow.com/leander-tx-78641/,https://www.realtor.com/realestateandhomes-search/78641
90008,80,9,2,1900,49,0.14,0,4390000,informational,https://www.homelight.com/90008-ca/sold,https://www.zillow.com/los-angeles-ca-90008/,https://www.realtor.com/realestateandhomes-search/90008
90291,75,5,2,1900,37,0.35,0,4330000,informational,https://www.homelight.com/homes-for-sale/zip/90291-ca,https://www.zillow.com/los-angeles-ca-90291/,https://www.realtor.com/realestateandhomes-search/90291
92037,56,4,1,1900,46,0.00,0,5580000,informational,https://www.homelight.com/homes-for-sale/zip/92037-ca,https://www.zillow.com/san-diego-ca-92037/,https://www.realtor.com/realestateandhomes-search/92037
92128,62,7,1,1900,48,0.14,0,2780000,informational,https://www.homelight.com/homes-for-sale/zip/92128-ca,https://www.zillow.com/san-diego-ca-92128/,https://www.realtor.com/realestateandhomes-search/92128
92129,74,6,4,1900,47,0.21,0,2000000,informational,https://www.homelight.com/homes-for-sale/zip/92129-ca,https://www.zillow.com/san-diego-ca-92129/,https://www.realtor.com/realestateandhomes-search/92129
92131,81,9,4,1900,41,0.00,0,2320000,informational,https://www.homelight.com/homes-for-sale/zip/92131-ca,https://www.zillow.com/san-diego-ca-92131/,https://www.realtor.com/realestateandhomes-search/92131
92801,92,12,3,1900,38,0.00,0,2860000,informational,https://www.homelight.com/92801-ca/sold,https://www.zillow.com/anaheim-ca-92801/,https://www.realtor.com/realestateandhomes-search/92801
94043,87,11,4,1900,36,0.29,0.01,18700000,informational,https://www.homelight.com/94043-ca/sold,https://www.zillow.com/mountain-view-ca-94043/,https://www.realtor.com/realestateandhomes-search/94043
95051,62,4,3,1900,35,0.23,0,3270000,informational,https://www.homelight.com/homes-for-sale/zip/95051-ca,https://www.zillow.com/santa-clara-ca-95051/,https://www.realtor.com/realestateandhomes-search/95051
95131,74,10,4,1900,36,0.29,0,3810000,informational,https://www.homelight.com/homes-for-sale/zip/95131-ca,https://www.zillow.com/san-jose-ca-95131/,https://www.realtor.com/realestateandhomes-search/95131
a house.,94,15,59,1900,87,1.42,0.91,16170000000,informational,https://www.homelight.com/blog/tenant-rights-when-house-is-for-sale/,https://www.zillow.com/,https://www.realtor.com/
aaron kirman,43,12,8,1900,53,2.96,0.1,99,"informational, transactional",https://www.homelight.com/agents/aaron-kirman-ca-01296524,https://www.zillow.com/profile/AaronKirmanGroup,https://www.realtor.com/realestateagents/56b334a1bb954c01006af1ac
alma puerto realtor,20,6,2,1900,21,0.00,0.08,84,"informational, transactional",https://www.homelight.com/the-woodlands-tx/agents,https://www.zillow.com/profile/ALMAPUERTO,https://www.realtor.com/realestateagents/56d67887f384a201005f7978
alpharetta ga homes for sale,41,2,1,1900,59,0.42,0.35,96,"informational, transactional",https://www.homelight.com/alpharetta-ga/homes-for-sale,https://www.zillow.com/alpharetta-ga/,https://www.realtor.com/realestateandhomes-search/Alpharetta_GA
antietam realty,73,14,9,1900,46,0.26,0.14,164000,"navigational, transactional",https://www.homelight.com/agents/jennifer-martin-md-147777,https://www.zillow.com/profile/antietamrealtyinc,https://www.realtor.com/realestateagency/antietam-realty_waynesboro_pa__949994672
asheville real estate,92,2,1,1900,73,0.68,0.39,12500000,informational,https://www.homelight.com/asheville-nc/top-real-estate-agents,https://www.zillow.com/asheville-nc/,https://www.realtor.com/realestateandhomes-search/Asheville_NC
at home real estate,68,36,35,1900,46,1.73,0.04,2070000000,navigational,https://www.homelight.com/,https://www.zillow.com/mountain-home-id/,https://www.realtor.com/rentals
austin condos for sale,54,1,2,1900,59,1.17,0.46,13400000,"informational, transactional",https://www.homelight.com/austin-tx/homes-for-sale/condos,https://www.zillow.com/austin-tx/condos/,https://www.realtor.com/realestateandhomes-search/Austin_TX/type-condo
bainbridge island real estate,26,3,1,1900,57,0.64,0.36,4670000,informational,https://www.homelight.com/bainbridge-island-wa/top-real-estate-agents,https://www.zillow.com/bainbridge-island-wa/,https://www.realtor.com/realestateandhomes-search/Bainbridge-Island_WA
baker ranch,93,48,3,1900,53,0.65,0.02,21600000,commercial,https://www.homelight.com/lake-forest-ca/baker-ranch/top-real-estate-agents,https://www.zillow.com/b/avalon-baker-ranch-lake-forest-ca-6349yc/,https://www.realtor.com/realestateandhomes-search/Baker-Ranch_Lake-Forest_CA
