Keyword,homelight.com,homes.com,century21.com,coldwellbanker.com,sothebysrealty.com,Search Volume,Keyword Difficulty,CPC,Competition,Results,Keyword Intents,homelight.com (pages),homes.com (pages),century21.com (pages),coldwellbanker.com (pages),sothebysrealty.com (pages)
real estate jobs,0,0,0,19,0,12100,59,1.03,0.26,1600000000,commercial,,,,https://www.coldwellbanker.com/careers,
real estate offices near me,0,0,4,6,33,12100,70,6.12,0.39,392000000,transactional,,,https://www.century21.com/real-estate-offices/tampa-fl/LCFLTAMPA/,https://www.coldwellbanker.com/,https://www.sothebysrealty.com/eng
real property,0,0,0,90,0,12100,85,2.01,0.02,2670000000,informational,,,,https://www.coldwellbanker.com/,
realitor com,0,0,0,19,0,12100,96,0.72,0.08,53,navigational,,,,https://www.coldwellbanker.com/,
realtor com maine,0,0,0,33,0,12100,87,0.67,0.06,65,"navigational, transactional",,,,https://www.coldwellbanker.com/,
realtor com nc,0,0,0,38,0,12100,70,1.20,0.22,62,"navigational, transactional",,,,https://www.coldwellbanker.com/,
realtor com rentals,0,38,0,54,0,12100,73,0.59,0.2,86,"navigational, transactional",,https://www.homes.com/homes-for-rent/,,https://www.coldwellbanker.com/,
realtor.com ct,0,0,0,33,0,12100,64,0.78,0.11,61,"informational, transactional",,,,https://www.coldwellbanker.com/,
realtor.com ohio,0,0,0,40,0,12100,60,0.81,0.11,84,"navigational, transactional",,,,https://www.coldwellbanker.com/,
realtor.com rentals,0,36,0,0,0,12100,73,0.59,0.2,76,"informational, transactional",,https://www.homes.com/homes-for-rent/,,,
realtorcom,0,0,61,0,0,12100,97,0.72,0.08,65,navigational,,,https://homesforsale.century21.com/,,
regina turner,0,0,28,0,0,12100,56,0.00,0,12600000,informational,,,https://www.century21.com/real-estate-agent/profile/regina-turner-P25406336,,
reidsville nc,0,0,96,0,0,12100,49,0.50,0.01,4450000,informational,,,https://www.century21.com/real-estate/reidsville-nc/LCNCREIDSVILLE/,,
rent homes near me,0,5,0,0,0,12100,91,0.49,0.38,0,"informational, transactional",,https://www.homes.com/homes-for-rent/,,,
rent houses,0,16,0,0,0,12100,100,0.50,0.38,91,informational,,https://www.homes.com/baton-rouge-la/houses-for-rent/,,,
rental house,0,17,0,0,0,12100,100,0.50,0.38,97,commercial,,https://www.homes.com/homes-for-rent/,,,
rental property near me,0,6,0,0,0,12100,100,0.62,0.32,69,transactional,,https://www.homes.com/homes-for-rent/,,,
rhinebeck,0,0,0,0,95,12100,65,0.41,0.01,4500000,informational,,,,,https://www.sothebysrealty.com/eng/sales/rhinebeck-ny-usa
richmond hill ga,0,48,0,0,0,12100,69,0.47,0.02,67300000,"informational, navigational",,https://www.homes.com/richmond-hill-ga/,,,
rio rancho nm,0,91,0,0,0,12100,74,0.51,0.02,9830000,informational,,https://www.homes.com/rio-rancho-nm/,,,
riviera maya quintana roo mexico,0,0,0,0,68,12100,78,0.89,0,5620000,"informational, transactional",,,,,https://www.sothebysrealty.com/eng/destinations/riviera-maya-mexico
ron thomas,0,0,0,0,21,12100,46,0.41,0.01,193000000,informational,,,,,https://www.sothebysrealty.com/eng/associate/180-a-1179-34165/ron-thomas
rooms to rent near me,0,41,0,0,0,12100,65,0.68,0.31,99,transactional,,https://www.homes.com/homes-for-rent/,,,
rou,0,0,0,35,0,12100,50,3.08,0,143000000,informational,,,,https://www.coldwellbanker.com/Coldwell-Banker-BAIN-10661c/Rou-Leonard-7682067a,
royal oak michigan,0,85,0,0,0,12100,59,0.34,0.01,48200000,informational,,https://www.homes.com/royal-oak-mi/,,,
ruskin fl,0,0,60,80,0,12100,49,0.37,0.01,5530000,informational,,,https://www.century21.com/real-estate/ruskin-fl/LCFLRUSKIN/,https://www.coldwellbanker.com/for-sale-homes/Ruskin-FL-7710c,
russ meyer,0,0,0,38,0,12100,43,0.00,0.01,8430000,informational,,,,https://www.coldwellbanker.com/Coldwell-Banker-NHS-Real-Estate-49311c/Russ-Meyer-7471489a,
ryan smith,0,0,0,54,0,12100,54,0.74,0.01,399000000,"informational, transactional",,,,https://www.coldwellbanker.com/Coldwell-Banker-Wallace-10743c/Ryan-Smith-408677a,
rye ny,0,0,0,0,81,12100,52,0.60,0.01,68600000,informational,,,,,https://www.sothebysrealty.com/eng/sales/rye-ny-usa
safest cities in the us,0,54,0,0,0,12100,66,0.45,0.02,67200000,informational,,https://www.homes.com/blog/2019/02/the-safest-cities-in-the-us-of-2019/,,,
salida co,0,0,0,91,0,12100,50,0.56,0.02,298000000,"informational, transactional",,,,https://www.coldwellbanker.com/for-sale-homes/Salida-CO-18759c,
samantha jones,0,0,0,0,28,12100,56,0.43,0,70100000,"informational, transactional",,,,,https://www.sothebysrealty.com/eng/associate/180-a-df2108271448108894/samantha-jones
sandy martin,0,0,0,52,0,12100,39,0.00,0,83200000,informational,,,,https://www.coldwellbanker.com/Coldwell-Banker-Heritage-11759c/Sandra-Martin-450449a,
sandy springs ga,0,0,0,0,83,12100,62,0.59,0.01,35700000,informational,,,,,https://www.sothebysrealty.com/eng/sales/sandy-springs-ga-usa
sarabeth,0,0,0,0,71,12100,62,0.49,0,2310000,navigational,,,,,https://www.sothebysrealty.com/eng/associate/180-a-870-4024892/sarabeth-jones
saratoga ca,0,83,0,0,0,12100,58,0.64,0.01,36200000,informational,,https://www.homes.com/saratoga-ca/,,,
saugerties,0,0,0,78,0,12100,66,0.92,0.01,3870000,informational,,,,https://www.coldwellbanker.com/for-sale-homes/Saugerties-NY-18854c,
schertz tx,0,60,0,0,0,12100,64,0.29,0.01,4490000,navigational,,https://www.homes.com/schertz-tx/,,,
scott barnes,0,0,49,16,0,12100,62,0.22,0.05,76200000,navigational,,,https://www.century21.com/real-estate-agent/profile/scott-barnes-P80122187,"https://www.coldwellbanker.com/Coldwell-Banker-Select,-REALTORS-4294c/Scott-Barnes-7511819a",
senoia ga,0,75,0,14,0,12100,53,0.50,0.01,2460000,informational,,https://www.homes.com/senoia-ga/,,https://www.coldwellbanker.com/for-sale-homes/Senoia-GA-8161c,
seven lakes high school,0,63,0,0,0,12100,60,0.00,0,51700000,"informational, transactional",,https://www.homes.com/katy-tx/homes-for-sale/seven-lakes-high-school-school-zone/id-482517010760/,,,
shanna evans,0,0,0,17,0,12100,26,0.00,0,4040000,informational,,,,https://www.coldwellbanker.com/agent-marketing/1654729620224/7684057/broker_home_widget/broker_home/middle/null/name/click.jsp?redirect=%2FColdwell-Banker-Apex%2C-Realtors-10381c%2FShanna-Evans-7684057a,
sharpstown international school,0,0,82,0,0,12100,50,0.00,0,312000,"informational, transactional",,,https://espanol.century21.com/escuelas/escuelas-en-77036/sharpstown-international-school/O5700075535-LZ77036,,
shelbyville ky,0,0,0,24,0,12100,57,0.50,0.01,6100000,informational,,,,https://www.coldwellbanker.com/for-sale-homes/Shelbyville-KY-19033c,
shorned,0,56,0,0,0,12100,32,0.45,0.61,93,informational,,https://www.homes.com/property/9490-s-horned-lizard-cir-tucson-az/vkgzp5q5rt4xr/,,,
siegel high school,0,63,0,0,0,12100,49,0.00,0,62300000,navigational,,https://www.homes.com/murfreesboro-tn/homes-for-sale/siegel-high-school-school-zone/id-470369002038/,,,
siloam springs,0,0,0,76,0,12100,61,0.39,0.01,4420000,informational,,,,https://www.coldwellbanker.com/for-sale-homes/Siloam-Springs-AR-19115c,
smithfield nc,0,0,0,91,0,12100,59,0.49,0.01,8810000,informational,,,,https://www.coldwellbanker.com/for-sale-homes/Smithfield-NC-8330c,
smithville nj,0,86,37,0,0,12100,60,0.32,0.04,3470000,"informational, navigational",,https://www.homes.com/smithville-nj/,https://www.century21.com/real-estate/smithville-nj/LCNJSMITHVILLE/?pt=2,,
sneedville,0,40,30,0,0,12100,54,0.00,0,714000,"informational, transactional",,https://www.homes.com/sneedville-tn/,https://www.century21.com/real-estate/sneedville-tn/LCTNSNEEDVILLE/,,
sotheby's realty,0,0,0,0,1,12100,90,0.74,0.23,25200000,navigational,,,,,https://www.sothebysrealty.com/eng
sothebys real estate,0,0,0,0,1,12100,76,1.52,0.27,20000000,navigational,,,,,https://www.sothebysrealty.com/eng
southern roots,0,0,72,0,0,12100,47,1.20,0,251000000,commercial,,,https://www.century21.com/real-estate-agents/profile/southern-roots-group-10006560,,
spanaway,0,0,0,62,0,12100,54,0.57,0,4330000,informational,,,,https://www.coldwellbanker.com/for-sale-homes/Spanaway-WA-8484c,
spring lake nj,0,86,0,28,0,12100,61,0.48,0.05,202000000,informational,,https://www.homes.com/spring-lake-nj/,,https://www.coldwellbanker.com/for-sale-homes/Spring-Lake-NJ-8514c,
srb,0,0,0,0,60,12100,66,0.00,0,44800000,informational,,,,,https://www.sothebysrealty.com/eng/associate/180-a-1183-40026009/deborah-srb
st augustine beach florida,0,72,62,0,0,12100,68,0.70,0.03,25700000,informational,,https://www.homes.com/saint-augustine-beach-fl/,https://www.century21.com/real-estate/st-augustine-beach-fl/LCFLSTAUGUSTINEBEACH/,,
st george island florida,0,0,61,81,0,12100,69,0.63,0.15,198000000,informational,,,https://www.century21.com/real-estate/st-george-island-fl/LCFLSTGEORGEISLAND/,https://www.coldwellbanker.com/for-sale-homes/St.-George-Island-FL-46223c,
st simons island ga,0,90,0,0,92,12100,61,0.62,0.07,7410000,informational,,https://www.homes.com/saint-simons-island-ga/,,,https://www.sothebysrealty.com/eng/sales/st-simons-island-ga-usa
st. jude,0,0,0,56,0,12100,81,4.77,0.18,96000000,navigational,,,,https://www.coldwellbanker.com/stjude,
steamboat springs co,0,95,0,0,0,12100,77,1.04,0.02,10900000,informational,,https://www.homes.com/steamboat-springs-co/,,,
steve forrest,0,0,0,86,0,12100,49,0.32,0,14600000,"informational, transactional",,,,https://www.coldwellbanker.com/Coldwell-Banker-Real-Estate-Group-45871c/Stephen-Forrest-668357a,
studios for rent near me,0,23,0,0,0,12100,73,0.70,0.41,63,transactional,,https://www.homes.com/homes-for-rent/,,,
studios near me,0,60,0,0,0,12100,79,0.93,0.2,3610000000,transactional,,https://www.homes.com/homes-for-rent/,,,
sullivan's island,0,0,0,0,85,12100,56,0.55,0.03,4260000,informational,,,,,https://www.sothebysrealty.com/eng/sales/sullivans-island-sc-usa
sulphur springs tx,0,42,81,88,0,12100,50,0.45,0.01,7340000,"informational, navigational",,https://www.homes.com/sulphur-springs-tx/,https://www.century21.com/real-estate/sulphur-springs-tx/LCTXSULPHURSPRINGS/,https://www.coldwellbanker.com/for-sale-homes/Sulphur-Springs-TX-19570c,
suna,0,0,0,0,56,12100,68,0.00,0,211000000,navigational,,,,,https://www.sothebysrealty.com/eng/associate/180-a-df2008031626108575930/suna-mullins
superior school of real estate,0,69,0,0,0,12100,70,0.00,0,60300000,navigational,,https://www.homes.com/superior-wi/,,,
surf city nc,0,80,0,74,0,12100,55,0.67,0.06,16200000,informational,,https://www.homes.com/surf-city-nc/,,https://www.coldwellbanker.com/coldwell-banker-sea-coast-advantage-11037c/surf-city-office-308103d,
susan richardson,0,0,60,0,0,12100,42,0.00,0,30000000,"informational, transactional",,,https://www.century21.com/real-estate-agent/profile/susan-richardson-P80121016,,
suzanne snyder,0,0,0,22,0,12100,49,0.00,0,5960000,informational,,,,https://www.coldwellbanker.com/Coldwell-Banker-Realty-_-Mid_Atlantic-12685c/Suzanne-Snyder-622823a,
sylvan homes,0,62,39,0,0,12100,39,1.75,0.01,0,navigational,,https://www.homes.com/nashville-tn/homes-for-sale/sylvan-park-paideia-design-center-school-zone/id-470318001372/,https://www.century21.com/real-estate/mt-sylvan-tx/LCTXMTSYLVAN/,,
tahlequah ok,0,0,71,66,0,12100,58,0.51,0.01,2810000,informational,,,https://www.century21.com/real-estate/tahlequah-ok/LCOKTAHLEQUAH/,https://www.coldwellbanker.com/for-sale-homes/Tahlequah-OK-19667c,
tammy thompson,0,0,0,25,43,12100,37,0.47,0,10900000,"commercial, informational",,,,https://www.coldwellbanker.com/Coldwell-Banker-Realty-12615c/Tammy-Thompson-5045543a,https://www.sothebysrealty.com/eng/associate/180-a-df200810111210840511/tammy-thompson
tarpon springs fl,0,0,0,52,0,12100,68,0.56,0.03,6800000,informational,,,,https://www.coldwellbanker.com/for-sale-homes/Tarpon-Springs-FL-8843c,
tavares fl,0,0,43,67,0,12100,58,0.49,0.01,8130000,"informational, transactional",,,https://www.century21.com/real-estate/tavares-fl/LCFLTAVARES/,https://www.coldwellbanker.com/for-sale-homes/Tavares-FL-8849c,
tennessee homes for sale,0,4,5,59,13,12100,72,0.39,0.3,90,"informational, transactional",,https://www.homes.com/tennessee/,https://www.century21.com/real-estate/tennessee/LSTN/,https://www.coldwellbanker.com/,https://www.sothebysrealty.com/eng/sales/tn-usa
terry davis,0,0,0,96,0,12100,56,0.55,0,85300000,"informational, transactional",,,,https://www.coldwellbanker.com/Coldwell-Banker-Legacy-Group-3728c/Terry-Davis-224102a,
teton village,0,0,83,0,32,12100,60,0.91,0.07,7060000,informational,,,https://www.century21.com/real-estate/teton-village-wy/LCWYTETONVILLAGE/?pt=2,,https://www.sothebysrealty.com/eng/sales/teton-village-wy-usa
texas homes for sale,0,10,6,0,16,12100,71,0.51,0.34,97,"informational, transactional",,https://www.homes.com/texas/,https://www.century21.com/real-estate/texas/LSTX/,,https://www.sothebysrealty.com/eng/sales/tx-usa
the villages fl,0,42,0,46,0,12100,86,0.38,0.08,69800000,"informational, navigational",,https://www.homes.com/the-villages-fl/,,https://www.coldwellbanker.com/for-sale-homes/The-Villages-FL-8897c,
the woodlands tx,0,84,93,0,0,12100,77,0.89,0.03,36200000,informational,,https://www.homes.com/the-woodlands-tx/,https://www.century21.com/real-estate/the-woodlands-tx/LCTXTHEWOODLANDS/,,
thomas garner,0,0,33,0,0,12100,44,0.00,0,50400000,informational,,,https://www.century21.com/real-estate-agent/profile/tom-garner-P10139871,,
todd fisher,0,0,40,0,0,12100,52,0.90,0,41800000,informational,,,https://www.century21.com/real-estate-agent/profile/todd-fisher-P25401131,,
tom brown,0,0,0,0,46,12100,59,0.71,0.48,1570000000,"informational, transactional",,,,,https://www.sothebysrealty.com/eng/associate/180-a-734-4035699/tom-brown
tommy from martin,0,0,63,0,0,12100,52,0.00,0,101000000,informational,,,https://www.century21.com/real-estate-agent/profile/tommy-martin-P409461215,,
tony walton,0,0,0,0,40,12100,70,0.00,0,12500000,informational,,,,,https://www.sothebysrealty.com/eng/associate/180-a-3336-4029968/tony-walton
town and country bank,0,0,0,80,0,12100,79,1.47,0.01,693000000,navigational,,,,https://www.coldwellbanker.com/,
town homes for rent near me,0,5,0,0,0,12100,57,0.73,0.35,49,"informational, transactional",,https://www.homes.com/houston-tx/townhouses-for-rent/,,,
townhouse for sale,0,1,0,0,0,12100,60,0.61,0.45,62,"informational, transactional",,https://www.homes.com/townhouses-for-sale/,,,
townhouses,0,25,0,0,0,12100,78,0.78,0.06,178000000,"commercial, informational",,https://www.homes.com/townhouses-for-sale/,,,
trailer homes for rent,0,8,0,0,0,12100,75,0.73,0.14,231000000,commercial,,https://www.homes.com/san-bernardino-county-ca/mobile-homes-for-sale/,,,
tripointe homes,0,76,0,0,0,12100,56,6.30,0.17,780000,navigational,,https://www.homes.com/,,,
trone,0,0,0,54,0,12100,61,5.00,0.01,61300000,informational,,,,"https://www.coldwellbanker.com/Coldwell-Banker-Preferred,-Realtors-11061c/Sherri-Trone-425615a",
trulia homes for rent,0,12,0,0,0,12100,92,0.78,0.09,47,"navigational, transactional",,https://www.homes.com/,,,
truth or consequences new mexico,0,68,0,0,0,12100,53,0.51,0.01,22400000,"informational, transactional",,https://www.homes.com/truth-or-consequences-nm/,,,
tudor style house,0,0,0,0,17,12100,58,0.15,0.8,49300000,informational,,,,,https://www.sothebysrealty.com/eng/sales/int/tudor-style
union city ca,0,91,0,0,0,12100,52,0.48,0,682000000,"informational, navigational",,https://www.homes.com/union-city-ca/,,,
utah county,0,92,0,0,0,12100,79,1.74,0,512000000,"informational, navigational",,https://www.homes.com/utah-county-ut/,,,
v sattui,0,94,0,0,0,12100,49,0.62,0.01,867000,navigational,,https://www.homes.com/homes-for-rent/,,,
vista murrieta high school,0,83,0,0,0,12100,53,0.00,0,5040000,"informational, transactional",,https://www.homes.com/murrieta-ca/homes-for-sale/vista-murrieta-high-school-school-zone/id-060002911249/,,,
wake forest nc,0,92,0,0,0,12100,63,0.50,0.01,73800000,informational,,https://www.homes.com/wake-forest-nc/,,,
walnut ca,0,0,80,73,0,12100,64,0.46,0.07,120000000,"informational, navigational",,,https://www.century21.com/real-estate/walnut-ca/LCCAWALNUT/,https://www.coldwellbanker.com/for-sale-homes/Walnut-CA-9322c,
walton high school,0,70,0,0,0,12100,52,0.00,0,67500000,commercial,,https://www.homes.com/marietta-ga/homes-for-sale/walton-high-school-school-zone/id-130129000513/,,,
warehouse for sale,0,0,65,0,0,12100,40,0.69,0.61,5720000000,transactional,,,https://commercial.century21.com/real-estate/massachusetts/LSMA/,,
watercolor florida,0,0,0,0,76,12100,49,0.39,0.15,26500000,"informational, transactional",,,,,https://www.sothebysrealty.com/eng/sales/watercolor-santa-rosa-beach-fl-usa
waterville maine,0,0,96,0,0,12100,63,0.53,0.01,6980000,informational,,,https://www.century21.com/real-estate/waterville-me/LCMEWATERVILLE/,,
waxhaw nc,0,96,85,0,0,12100,61,0.19,0.01,5910000,navigational,,https://www.homes.com/waxhaw-nc/,https://www.century21.com/real-estate/waxhaw-nc/LCNCWAXHAW/,,
wayne pa,0,0,0,0,95,12100,51,0.47,0,195000000,"informational, transactional",,,,,https://www.sothebysrealty.com/eng/sales/wayne-pa-usa
wayne perry,0,0,0,36,0,12100,30,0.00,0,51900000,"informational, transactional",,,,https://www.coldwellbanker.com/Coldwell-Banker-M.M.-Parrish-Realtors-11919c/Wayne-Perry-7618401a,
weather for 65746,0,30,35,0,0,12100,26,0.00,0,63,informational,,https://www.homes.com/seymour-mo/65746/land-for-sale/,https://www.century21.com/real-estate/seymour-mo-65746/LZ65746/,,
wellsboro pa,0,88,54,0,0,12100,55,0.41,0.01,1470000,informational,,https://www.homes.com/wellsboro-pa/,https://www.century21.com/real-estate/wellsboro-pa/LCPAWELLSBORO/,,
wentzville mo,0,0,0,80,0,12100,64,0.46,0.01,5600000,"informational, navigational",,,,https://www.coldwellbanker.com/for-sale-homes/Wentzville-MO-9479c,
west chester ohio,0,0,0,59,0,12100,62,0.46,0.01,60800000,"informational, navigational",,,,https://www.coldwellbanker.com/for-sale-homes/West-Chester-OH-9503c,
westport wa,0,0,0,35,0,12100,48,0.47,0.07,8350000,"informational, transactional",,,,https://www.coldwellbanker.com/for-sale-homes/Westport-WA-20650c,
weymouth ma,0,0,0,23,0,12100,57,0.34,0.01,11800000,"informational, transactional",,,,https://www.coldwellbanker.com/for-sale-homes/Weymouth-MA-9656c,
what is gentrification,0,65,0,0,0,12100,71,1.12,0.01,28900000,informational,,https://www.homes.com/blog/2019/01/what-is-gentrification-and-what-happens-to-neighborhoods-that-are-gentrified/,,,
william knight,0,0,0,21,0,12100,55,0.39,0.01,178000000,informational,,,,https://www.coldwellbanker.com/Coldwell-Banker-Signature-Properties-1607c/William-Knight-343833a,
williamstown ky,0,85,88,87,0,12100,54,0.55,0.04,2890000,informational,,https://www.homes.com/williamstown-ky/,https://www.century21.com/real-estate/williamstown-ky/LCKYWILLIAMSTOWN/,https://www.coldwellbanker.com/for-sale-homes/Williamstown-KY-20769c,
winder ga,0,52,0,0,0,12100,65,0.60,0.01,7240000,informational,,https://www.homes.com/winder-ga/,,,
windsor ca,0,93,0,62,0,12100,56,1.01,0.01,215000000,"informational, transactional",,https://www.homes.com/windsor-ca/,,https://www.coldwellbanker.com/for-sale-homes/Windsor-CA-9801c,
winetka,0,0,0,90,0,12100,73,0.15,0,8100000,informational,,,,https://www.coldwellbanker.com/for-sale-homes/Winnetka-IL-9818c,
winnemucca nv,0,0,57,79,0,12100,68,0.53,0.01,1520000,"informational, transactional",,,https://www.century21.com/real-estate/winnemucca-nv/LCNVWINNEMUCCA/,https://www.coldwellbanker.com/for-sale-homes/Winnemucca-NV-9816c,
winthrop wa,0,0,0,52,0,12100,47,0.85,0.04,6220000,"informational, transactional",,,,https://www.coldwellbanker.com/for-sale-homes/Winthrop-WA-20885c,
woburn ma,0,0,0,70,0,12100,70,0.78,0,12300000,"informational, navigational",,,,https://www.coldwellbanker.com/for-sale-homes/Woburn-MA-9836c,
woodstock il,0,0,0,82,0,12100,71,0.30,0.01,26400000,"informational, navigational",,,,https://www.coldwellbanker.com/for-sale-homes/Woodstock-IL-9896c,
yard house near me,0,80,0,0,0,12100,57,1.72,0.05,795000000,transactional,,https://www.homes.com/homes-for-sale/,,,
yennifer,0,0,31,0,0,12100,38,0.00,0,2050000,informational,,,https://www.century21.com/real-estate-agent/profile/yennifer-santana-P80100156,,
yoders,0,0,0,82,0,12100,74,1.22,0.17,21700000,navigational,,,,https://www.coldwellbanker.com/Coldwell-Banker-Real-Estate-Services_-Pittsburgh-12661c/Jerome-Yoders-7584605a,
zillow columbus ohio,0,0,76,0,0,12100,43,0.23,0.25,78,navigational,,,https://www.century21.com/,,
zillow delaware,0,0,0,48,0,12100,55,0.23,0.22,83,"navigational, transactional",,,,https://www.coldwellbanker.com/,
zillow for sale,0,66,0,69,0,12100,100,0.40,0.2,83,"navigational, transactional",,https://www.homes.com/,,https://www.coldwellbanker.com/,
zillow knoxville tn,0,0,0,47,0,12100,52,0.27,0.23,75,"navigational, transactional",,,,https://www.coldwellbanker.com/,
zip code seattle wa,0,71,0,0,0,12100,51,0.19,0,0,"informational, transactional",,https://www.homes.com/seattle-wa/,,,
142 manomet street brockton ma,0,29,0,0,11,9900,16,0.00,0,68,informational,,https://www.homes.com/brockton-ma/houses-for-sale/p2/,,,https://www.sothebysrealty.com/eng/sales/detail/180-l-85782-73013960/142-manomet-streetbrockton-brockton-ma-02301
2 candlewick dr,0,8,33,0,0,9900,17,0.00,0.01,90,informational,,https://www.homes.com/property/2-candlewick-dr-towaco-nj-07082/id-400017950544/,https://www.century21.com/property/306-se-candlewick-drive-poplar-grove-il-61065-C2182060919,,
21 century,0,0,1,0,0,9900,89,7.02,0.07,2370000000,navigational,,,https://www.century21.com/,,
3&8,0,0,0,0,57,9900,23,1.12,0,122000,informational,,,,,https://www.sothebysrealty.com/eng/sales/detail/180-l-85794-1985275/lot-3amp8-knowles-road-winlock-wa-98569
308 negra arroyo lane,0,0,0,63,0,9900,32,0.00,0,142000,informational,,,,https://blog.coldwellbanker.com/outstanding-home-in-a-drama-series-breaking-bad/,
32 stovepipe hill road coatesville pa,0,22,20,0,0,9900,17,0.00,0,70,informational,,https://www.homes.com/property/265-reid-rd-coatesville-pa-19320/id-400023611639/,https://www.century21.com/real-estate/coatesville-pa-19320/LZ19320/,,
5 bedroom house for rent,0,1,0,0,0,9900,29,0.80,0.17,65,informational,,https://www.homes.com/houston-tx/houses-for-rent/5-bedroom/,,,
90001,0,25,21,0,0,9900,46,0.00,0,8810000,informational,,https://www.homes.com/los-angeles-ca/90001/,https://www.century21.com/real-estate/los-angeles-ca-90001/LZ90001/,,
abby martin,0,0,0,42,0,9900,71,0.00,0,21300000,informational,,,,https://www.coldwellbanker.com/Coldwell-Banker-Realty-12613c/Abby-Martin-7526771a,
acre to feet,0,0,29,0,0,9900,61,0.00,0,314000000,informational,,,https://www.century21.com/glossary/definition/acre-foot,,
ad banker,0,0,0,50,0,9900,66,5.64,0,49400000,navigational,,,,https://www.coldwellbanker.com/,
adis,0,0,0,98,0,9900,55,0.30,0.03,23900000,informational,,,,https://www.coldwellbanker.com/Coldwell-Banker-Faith-Properties-11909c/Adis-Razic-7602537a,
ague,0,0,0,71,0,9900,51,0.00,0,9980000,informational,,,,"https://www.coldwellbanker.com/Coldwell-Banker-D%27Ann-Harper,-Realtors-3970c/Wendy-Ague-231772a",
alamo square,0,0,0,0,88,9900,50,0.00,0,10600000,"informational, transactional",,,,,https://www.sothebysrealty.com/eng/sales/alamo-square-san-francisco-ca-usa
alexia umansky,0,60,0,0,0,9900,37,0.00,0,105000,informational,,https://www.homes.com/real-estate-agents/alexia-umansky/id-68949617/,,,
alhambra ca,0,0,0,51,0,9900,55,7.70,0,19400000,informational,,,,https://www.coldwellbanker.com/for-sale-homes/Alhambra-CA-564c,
alie,0,0,0,85,0,9900,48,0.95,0.07,26700000,commercial,,,,https://www.coldwellbanker.com/Coldwell-Banker-Howard-Perry-and-Walston-12303c/Eddie-Alie-472149a,
allen and roth,0,0,0,0,11,9900,48,0.50,1,84,transactional,,,,,https://www.sothebysrealty.com/eng/associate/180-a-df18071811231011871/allen-roth
altus ok,0,0,82,0,0,9900,62,0.63,0.01,0,informational,,,https://www.century21.com/real-estate/altus-ok/LCOKALTUS/,,
alvarado tx,0,0,87,0,0,9900,46,0.80,0.01,6280000,informational,,,https://www.century21.com/real-estate/alvarado-tx/LCTXALVARADO/,,
alys beach florida,0,0,0,69,0,9900,50,2.93,0.05,1090000,"informational, navigational",,,,https://www.coldwellbanker.com/for-sale-homes/Alys-Beach-FL-45622c,
amagansett,0,86,0,0,58,9900,47,0.57,0.01,3500000,informational,,https://www.homes.com/amagansett-ny/,,,https://www.sothebysrealty.com/eng/sales/amagansett-ny-usa
amherst ma,0,0,0,46,0,9900,71,0.58,0.01,59600000,informational,,,,https://www.coldwellbanker.com/for-sale-homes/Amherst-MA-23505c,
amherst ny,0,0,72,0,0,9900,77,0.76,0.01,69800000,"informational, navigational",,,https://www.century21.com/real-estate/amherst-ny/LCNYAMHERST/,,
amy barrett,0,0,0,0,59,9900,73,1.40,0.01,0,informational,,,,,https://www.sothebysrealty.com/eng/associate/180-a-2855-4027671/amy-barrett
amy cooper,0,0,46,0,0,9900,67,0.00,0,75500000,"informational, transactional",,,https://www.century21.com/real-estate-agent/profile/amy-cooper-P80098442,,
anaconda mt,0,0,0,31,0,9900,49,0.39,0.01,3940000,"informational, transactional",,,,https://www.coldwellbanker.com/for-sale-homes/Anaconda-MT-22142c,
angel fire,0,0,0,94,0,9900,64,0.44,0.01,369000000,"informational, navigational",,,,https://www.coldwellbanker.com/coldwell-banker-mountain-properties-5997c/angel-fire-office-577081d,
angela lee,0,0,0,29,0,9900,61,0.00,0,201000000,"informational, transactional",,,,https://www.coldwellbanker.com/Coldwell-Banker-Traditions-148c/Angela-Lee-7396061a,
angelica cruz,0,0,0,0,11,9900,31,0.00,0,58,"informational, transactional",,,,,https://www.sothebysrealty.com/eng/associate/180-a-df2101191633105251/angelica-cruz
angels camp,0,0,0,81,0,9900,51,0.40,0.02,45700000,"informational, transactional",,,,https://www.coldwellbanker.com/for-sale-homes/Angels-Camp-CA-22628c,
annabelle lee,0,0,0,0,35,9900,60,0.56,0,91,"informational, transactional",,,,,https://www.sothebysrealty.com/eng/associate/180-a-df22030914381039031/annabelle-lee
anne reid,0,0,0,56,0,9900,45,0.00,0,58700000,"informational, transactional",,,,https://www.coldwellbanker.com/Coldwell-Banker-Realty-_-Utah-12671c/Ann-Reid-606929a,
annie farmer,0,53,0,0,0,9900,50,0.00,0,10800000,informational,,https://www.homes.com/real-estate-agents/annie-farmer/id-23873463/,,,
anthony green,0,0,88,0,0,9900,67,0.80,0.01,755000000,informational,,,https://www.century21.com/real-estate-agent/profile/anthony-green-P25208039,,
apartment for sale,0,39,0,0,0,9900,73,0.61,0.44,1700000000,transactional,,https://www.homes.com/condos-for-sale/,,,
apartment for sale near me,0,15,0,0,0,9900,66,0.63,0.39,81,"informational, transactional",,https://www.homes.com/condos-for-sale/,,,
apartments greensboro nc,0,99,0,0,0,9900,78,0.89,0.33,10600000,informational,,https://www.homes.com/greensboro-nc/apartments-for-rent/,,,
apartments to rent near me,0,15,0,0,0,9900,100,0.65,0.4,57,transactional,,https://www.homes.com/homes-for-rent/,,,
