Keyword,homelight.com,redfin.com,trulia.com,remax.com,compass.com,Search Volume,Keyword Difficulty,CPC,Competition,Results,Keyword Intents,homelight.com (pages),redfin.com (pages),trulia.com (pages),remax.com (pages),compass.com (pages)
columbia real estate,59,6,8,13,37,1000,78,0.71,0.18,203000000,commercial,https://www.homelight.com/columbia-mo/top-real-estate-agents,https://www.redfin.com/city/22307/MD/Columbia,https://www.trulia.com/SC/Columbia/,https://www.remax.com/homes-for-sale/mo/columbia/city/2915670,https://www.compass.com/agents/susanne-columbia/
columbia tn homes for sale,40,3,4,6,13,1000,51,0.61,0.38,99,"informational, transactional",https://www.homelight.com/columbia-tn/homes-for-sale/5-bedroom,https://www.redfin.com/city/4308/TN/Columbia,https://www.trulia.com/TN/Columbia/,https://www.remax.com/homes-for-sale/tn/columbia/city/4716540,https://www.compass.com/homes-for-sale/columbia-tn/
concord homes for sale,58,2,7,8,9,1000,59,0.73,0.29,16500000,"informational, transactional",https://www.homelight.com/concord-ca/top-real-estate-agents,https://www.redfin.com/city/4150/CA/Concord,https://www.trulia.com/CA/Concord/,https://www.remax.com/homes-for-sale/ca/concord/city/0616000,https://www.compass.com/homes-for-sale/concord-ca/
concord ma real estate,34,4,6,9,11,1000,50,0.16,0.17,11400000,informational,https://www.homelight.com/concord-ma/top-real-estate-agents,https://www.redfin.com/city/29674/MA/Concord,https://www.trulia.com/MA/Concord/,https://www.remax.com/homes-for-sale/ma/concord/city/2501715060,https://www.compass.com/homes-for-sale/concord-ma/
condo for sale chicago,58,2,3,20,51,1000,67,0.38,0.42,21300000,"informational, transactional",https://www.homelight.com/chicago-il/homes-for-sale/condos,https://www.redfin.com/city/29470/IL/Chicago/condos,"https://www.trulia.com/for_sale/Chicago,IL/CONDO_type/",https://www.remax.com/homes-for-sale/il/chicago/riverview-condominiums/neighborhood/1137734,https://www.compass.com/homes-for-sale/chicago-il/
condos for sale in arlington va,44,2,3,14,33,1000,51,0.88,0.47,90,"informational, transactional",https://www.homelight.com/arlington-va/homes-for-sale/condos,https://www.redfin.com/city/21282/VA/Arlington/condos,"https://www.trulia.com/for_sale/Arlington,VA/CONDO_type/",https://www.remax.com/homes-for-sale/va/arlington/the-carlton-condominiums/neighborhood/1056218,https://www.compass.com/homes-for-sale/arlington-va/
condos for sale in baton rouge,26,6,2,15,22,1000,43,0.44,0.44,2850000,"informational, transactional",https://www.homelight.com/baton-rouge-la/homes-for-sale/townhomes,https://www.redfin.com/city/1336/LA/Baton-Rouge/condos,"https://www.trulia.com/for_sale/Baton_Rouge,LA/CONDO_type/",https://www.remax.com/homes-for-sale/la/baton-rouge/university-view-condominiums/neighborhood/939927,https://www.compass.com/homes-for-sale/lsu-baton-rouge-la/property-type=condo/
condos for sale kansas city,31,4,3,14,24,1000,50,0.56,0.49,82,"informational, transactional",https://www.homelight.com/kansas-city-ks/homes-for-sale/condos,https://www.redfin.com/city/35751/MO/Kansas-City/condos,"https://www.trulia.com/for_sale/Kansas_City,MO/CONDO_type/",https://www.remax.com/homes-for-sale/mo/kansas-city/crestwood-condominiums/neighborhood/1107286,https://www.compass.com/homes-for-sale/northland-kansas-city-mo/property-type=condo/
coos bay real estate,41,3,4,6,27,1000,56,0.23,0.33,2750000,informational,https://www.homelight.com/coos-bay-or/top-real-estate-agents,https://www.redfin.com/city/3948/OR/Coos-Bay,https://www.trulia.com/OR/Coos_Bay/,https://www.remax.com/homes-for-sale/or/coos-bay/zip/97420,https://www.compass.com/homes-for-sale/coos-bay-or/
costa mesa homes for sale,43,3,4,8,7,1000,50,0.35,0.33,96,"informational, transactional",https://www.homelight.com/costa-mesa-ca/homes-for-sale,https://www.redfin.com/city/4306/CA/Costa-Mesa,https://www.trulia.com/CA/Costa_Mesa/,https://www.remax.com/homes-for-sale/ca/costa-mesa/zip/92626,https://www.compass.com/homes-for-sale/costa-mesa-ca/
dallas house,76,4,3,7,11,1000,75,0.93,0.22,643000000,commercial,https://www.homelight.com/best-time-to-sell-house/dallas-tx,https://www.redfin.com/city/30794/TX/Dallas,https://www.trulia.com/TX/Dallas/,https://www.remax.com/homes-for-sale/tx/dallas/city/4819000,https://www.compass.com/homes-for-sale/dallas-tx/
deland homes for sale,59,5,3,7,28,1000,51,0.51,0.39,3370000,"informational, transactional",https://www.homelight.com/best-time-to-sell-house/deland-fl,https://www.redfin.com/city/4400/FL/DeLand,https://www.trulia.com/FL/Deland/,https://www.remax.com/homes-for-sale/fl/deland/city/1216875,https://www.compass.com/homes-for-sale/deland-fl/listing-type=fsbo/
deltona houses for sale,56,4,3,6,16,1000,60,0.31,0.44,4450000,"informational, transactional",https://www.homelight.com/best-time-to-sell-house/deltona-fl,https://www.redfin.com/city/4476/FL/Deltona,https://www.trulia.com/FL/Deltona/,https://www.remax.com/homes-for-sale/fl/deltona/city/1217200,https://www.compass.com/homes-for-sale/deltona-fl/
denver colorado homes for sale,44,3,4,6,13,1000,73,1.20,0.39,13800000,"informational, transactional",https://www.homelight.com/denver-co/homes-for-sale,https://www.redfin.com/city/5155/CO/Denver,https://www.trulia.com/CO/Denver/,https://www.remax.com/homes-for-sale/co/denver/city/0820000,https://www.compass.com/homes-for-sale/denver-co/
denver colorado real estate,20,3,4,5,15,1000,72,1.21,0.31,40800000,informational,https://www.homelight.com/denver-co/top-real-estate-agents,https://www.redfin.com/city/5155/CO/Denver,https://www.trulia.com/CO/Denver/,https://www.remax.com/homes-for-sale/co/denver/city/0820000,https://www.compass.com/homes-for-sale/denver-co/
destin real estate,73,7,4,5,14,1000,70,0.69,0.42,7400000,commercial,https://www.homelight.com/destin-fl/top-real-estate-agents,https://www.redfin.com/city/4501/FL/Destin,https://www.trulia.com/FL/Destin/,https://www.remax.com/homes-for-sale/fl/destin/city/1217325,https://www.compass.com/homes-for-sale/destin-fl/
discovery bay homes for sale,33,3,5,7,15,1000,49,0.63,0.39,8840000,"informational, transactional",https://www.homelight.com/discovery-bay-ca/homes-for-sale/single-family-homes,https://www.redfin.com/city/22322/CA/Discovery-Bay,https://www.trulia.com/CA/Discovery_Bay/,https://www.remax.com/homes-for-sale/ca/discovery-bay/city/0619339,https://www.compass.com/homes-for-sale/discovery-bay-ca/
dix hills homes for sale,43,3,4,9,12,1000,44,0.26,0.32,99,"informational, transactional",https://www.homelight.com/dix-hills-ny/homes-for-sale/single-family-homes,https://www.redfin.com/city/22405/NY/Dix-Hills,https://www.trulia.com/NY/Dix_Hills/,https://www.remax.com/homes-for-sale/ny/dix-hills/city/3620687,https://www.compass.com/homes-for-sale/dix-hills-ny/
dover nh real estate,33,4,5,7,27,1000,52,0.20,0.23,4600000,informational,https://www.homelight.com/dover-nh/top-real-estate-agents,https://www.redfin.com/city/4861/NH/Dover,https://www.trulia.com/NH/Dover/,https://www.remax.com/homes-for-sale/nh/dover/city/3318820,https://www.compass.com/homes-for-sale/dover-nh/
downey homes for sale,43,1,5,6,10,1000,50,0.22,0.27,5620000,"informational, transactional",https://www.homelight.com/downey-ca/housing-market,https://www.redfin.com/city/5092/CA/Downey,https://www.trulia.com/CA/Downey/,https://www.remax.com/homes-for-sale/ca/downey/city/0619766,https://www.compass.com/homes-for-sale/downey-ca/
dr aromas,64,10,27,36,54,1000,31,2.32,1,10300000,navigational,https://www.homelight.com/homes/monterey-county-ca/19346-oak-ridge-dr-aromas-ca-95004-1e8ce170372d11e89aad128184e0bc72,https://www.redfin.com/CA/Aromas/3525-Viola-Dr-95004/home/14881911,https://www.trulia.com/p/ca/aromas/3525-viola-dr-aromas-ca-95004--2084174629,https://www.remax.com/ca/aromas/home-details/300-ricardo-dr-aromas-ca-95004/96224999153843174,https://www.compass.com/listing/3525-viola-drive-aromas-ca-95004/948264522134379569/
durham nc homes for sale,45,3,4,7,22,1000,65,0.85,0.37,11000000,"informational, transactional",https://www.homelight.com/durham-nc/homes-for-sale,https://www.redfin.com/city/4909/NC/Durham,https://www.trulia.com/NC/Durham/,https://www.remax.com/homes-for-sale/nc/durham/city/3719000,https://www.compass.com/homes-for-sale/durham-nc/start=123/
durham nc real estate,32,4,3,7,16,1000,68,0.82,0.29,19200000,informational,https://www.homelight.com/durham-nc/top-real-estate-agents,https://www.redfin.com/city/4909/NC/Durham,https://www.trulia.com/NC/Durham/,https://www.remax.com/homes-for-sale/nc/durham/city/3719000,https://www.compass.com/homes-for-sale/durham-nc/
east sacramento homes for sale,43,3,4,7,8,1000,44,0.46,0.24,13100000,"informational, transactional",https://www.homelight.com/sacramento-ca/east-sacramento/top-real-estate-agents,https://www.redfin.com/neighborhood/834/CA/Sacramento/East-Sacramento,"https://www.trulia.com/CA/Sacramento,1105,East_Sacramento/",https://www.remax.com/homes-for-sale/ca/sacramento/east-sacramento/neighborhood/1831,https://www.compass.com/homes-for-sale/east-sacramento-sacramento-ca/
east wenatchee homes for sale,48,2,5,6,14,1000,47,0.25,0.34,97,"informational, transactional",https://www.homelight.com/best-time-to-sell-house/wenatchee-wa,https://www.redfin.com/city/5208/WA/East-Wenatchee,https://www.trulia.com/WA/East_Wenatchee/,https://www.remax.com/homes-for-sale/wa/east-wenatchee/city/5320155,https://www.compass.com/homes-for-sale/east-wenatchee-wa/
eastvale homes for sale,25,3,5,8,18,1000,49,0.40,0.38,1640000,"informational, transactional",https://www.homelight.com/eastvale-ca/homes-for-sale,https://www.redfin.com/city/32425/CA/Eastvale,https://www.trulia.com/CA/Eastvale/,https://www.remax.com/homes-for-sale/ca/eastvale/city/0621230,https://www.compass.com/homes-for-sale/eastvale-ca/
eastvale houses for sale,32,2,5,8,18,1000,50,0.43,0.39,1360000,"informational, transactional",https://www.homelight.com/eastvale-ca/homes-for-sale,https://www.redfin.com/city/32425/CA/Eastvale,https://www.trulia.com/CA/Eastvale/,https://www.remax.com/homes-for-sale/ca/eastvale/city/0621230,https://www.compass.com/homes-for-sale/eastvale-ca/
el paso tx homes for sale,15,4,3,6,12,1000,65,0.35,0.4,9700000,"informational, transactional",https://www.homelight.com/el-paso-tx/homes-for-sale,https://www.redfin.com/city/6171/TX/El-Paso,https://www.trulia.com/TX/El_Paso/,https://www.remax.com/homes-for-sale/tx/el-paso/city/4824000,https://www.compass.com/homes-for-sale/central-el-paso-el-paso-tx/
encanterra homes for sale,46,9,22,4,12,1000,36,0.67,0.29,89,"informational, transactional",https://www.homelight.com/san-tan-valley-az/encanterra/top-real-estate-agents,https://www.redfin.com/neighborhood/548384/AZ/San-Tan-Valley/Encanterra/new-listings,https://www.trulia.com/builder-community/Encanterra-A-Trilogy-Resort-Community-6000255332,https://www.remax.com/homes-for-sale/az/san-tan-valley/encanterra/neighborhood/1146588,https://www.compass.com/homes-for-sale/encanterra-san-tan-valley-az/has-pool/
encino homes for sale,71,3,4,14,7,1000,49,0.33,0.26,3460000,"informational, transactional",https://www.homelight.com/encino-ca/homes-for-sale,https://www.redfin.com/neighborhood/899/CA/Los-Angeles/Encino,https://www.trulia.com/CA/Encino/,https://www.remax.com/homes-for-sale/ca/encino/city/9025229,https://www.compass.com/homes-for-sale/encino-ca/
estes park homes for sale,66,3,4,7,26,1000,56,0.29,0.37,3030000,"informational, transactional",https://www.homelight.com/best-time-to-sell-house/estes-park-co,https://www.redfin.com/city/6463/CO/Estes-Park,https://www.trulia.com/CO/Estes_Park/,https://www.remax.com/homes-for-sale/co/estes-park/city/0825115,https://www.compass.com/homes-for-sale/estes-park-co/
evanston homes for sale,73,1,4,7,16,1000,53,0.41,0.32,7590000,"informational, transactional",https://www.homelight.com/evanston-il/homes-for-sale,https://www.redfin.com/city/6331/IL/Evanston,https://www.trulia.com/IL/Evanston/,https://www.remax.com/homes-for-sale/il/evanston/city/1724582,https://www.compass.com/homes-for-sale/evanston-il/
everett homes for sale,64,1,4,7,13,1000,57,0.66,0.34,11900000,"informational, transactional",https://www.homelight.com/best-time-to-sell-house/everett-wa,https://www.redfin.com/city/5832/WA/Everett,https://www.trulia.com/WA/Everett/,https://www.remax.com/homes-for-sale/wa/everett/city/5322640,https://www.compass.com/homes-for-sale/everett-wa/
exeter nh real estate,27,4,5,7,25,1000,44,0.28,0.23,2650000,informational,https://www.homelight.com/exeter-nh/top-real-estate-agents,https://www.redfin.com/city/22731/NH/Exeter,https://www.trulia.com/NH/Exeter/,https://www.remax.com/homes-for-sale/nh/exeter/city/3325300,https://www.compass.com/homes-for-sale/exeter-nh/
fairfield ct real estate,23,7,3,8,9,1000,59,0.25,0.22,100,informational,https://www.homelight.com/fairfield-ct/top-real-estate-agents,https://www.redfin.com/minorcivildivision/1208/CT/Fairfield,https://www.trulia.com/CT/Fairfield/,https://www.remax.com/homes-for-sale/ct/fairfield/city/0900126620,https://www.compass.com/homes-for-sale/fairfield-ct/
fallbrook houses for sale,65,3,4,6,16,1000,53,0.75,0.42,3140000,"informational, transactional",https://www.homelight.com/fallbrook-ca/homes-for-sale,https://www.redfin.com/city/22605/CA/Fallbrook,https://www.trulia.com/CA/Fallbrook/,https://www.remax.com/homes-for-sale/ca/fallbrook/city/0623462,https://www.compass.com/homes-for-sale/fallbrook-ca/
farmington hills homes for sale,48,5,4,8,28,1000,50,0.34,0.34,6480000,"informational, transactional",https://www.homelight.com/best-time-to-sell-house/farmington-hills-mi,https://www.redfin.com/city/7011/MI/Farmington-Hills,https://www.trulia.com/MI/Farmington_Hills/,https://www.remax.com/homes-for-sale/mi/farmington/city/2627380,https://www.compass.com/homes-for-sale/farmington-hills-farmington-mi/
fayetteville nc homes for sale,26,5,3,6,16,1000,63,0.74,0.38,7740000,"informational, transactional",https://www.homelight.com/fayetteville-nc/homes-for-sale,https://www.redfin.com/city/5903/NC/Fayetteville,https://www.trulia.com/NC/Fayetteville/,https://www.remax.com/homes-for-sale/nc/fayetteville/city/3722920,https://www.compass.com/homes-for-sale/fayetteville-nc/
federal way homes for sale,58,1,4,6,22,1000,50,0.71,0.37,52900000,"informational, transactional",https://www.homelight.com/federal-way-wa/top-real-estate-agents,https://www.redfin.com/city/6064/WA/Federal-Way,https://www.trulia.com/WA/Federal_Way/,https://www.remax.com/homes-for-sale/wa/federal-way/zip/98003,https://www.compass.com/homes-for-sale/federal-way-wa/
fetter properties,80,78,69,50,70,1000,36,1.14,0.01,1170000,navigational,https://www.homelight.com/agents/nicole-fetter-az-nf078,https://www.redfin.com/KY/Louisville/816-Fetter-Ave-40217/home/84109775,https://www.trulia.com/p/ky/louisville/856-fetter-ave-louisville-ky-40217--2042825482,https://www.remax.com/homes-for-rent/in/boonville/fetter-estates/neighborhood/1203741,https://www.compass.com/homes-for-sale/fetters-hot-springs-agua-caliente-sonoma-ca/
fort lauderdale apartments for sale,40,5,3,10,24,1000,60,0.58,0.51,92,"informational, transactional",https://www.homelight.com/fort-lauderdale-fl/homes-for-sale/condos,https://www.redfin.com/city/6173/FL/Fort-Lauderdale/condos,"https://www.trulia.com/for_sale/Fort_Lauderdale,FL/CONDO_type/",https://www.remax.com/homes-for-sale/fl/fort-lauderdale/city/1224000,https://www.compass.com/homes-for-sale/fort-lauderdale-fl/
fort myers beach real estate,43,4,3,9,34,1000,56,0.42,0.44,11600000,informational,https://www.homelight.com/fort-myers-beach-fl/top-real-estate-agents,https://www.redfin.com/city/6212/FL/Fort-Myers-Beach,https://www.trulia.com/FL/Fort_Myers_Beach/,https://www.remax.com/homes-for-sale/fl/fort-myers-beach/zip/33931,https://www.compass.com/homes-for-sale/fort-myers-beach-fl/
fort wayne real estate,38,10,3,6,37,1000,64,0.68,0.26,18800000,informational,https://www.homelight.com/fort-wayne-in/top-real-estate-agents,https://www.redfin.com/city/6438/IN/Fort-Wayne,https://www.trulia.com/IN/Fort_Wayne/,https://www.remax.com/homes-for-sale/in/fort-wayne/city/1825000,https://www.compass.com/homes-for-sale/fort-wayne-in/
ft lauderdale real estate,49,3,4,6,11,1000,64,0.59,0.35,31100000,informational,https://www.homelight.com/fort-lauderdale-fl/top-real-estate-agents,https://www.redfin.com/city/6173/FL/Fort-Lauderdale,https://www.trulia.com/FL/Fort_Lauderdale/,https://www.remax.com/homes-for-sale/fl/fort-lauderdale/city/1224000,https://www.compass.com/homes-for-sale/fort-lauderdale-fl/
galveston tx real estate,36,4,3,7,18,1000,60,0.38,0.36,97,informational,https://www.homelight.com/galveston-tx/top-real-estate-agents,https://www.redfin.com/city/7178/TX/Galveston,https://www.trulia.com/TX/Galveston/,https://www.remax.com/homes-for-sale/tx/galveston/city/4828068,https://www.compass.com/homes-for-sale/galveston-tx/
garden grove homes for sale,54,1,5,6,11,1000,50,0.18,0.25,42300000,"informational, transactional",https://www.homelight.com/garden-grove-ca/top-real-estate-agents,https://www.redfin.com/city/7381/CA/Garden-Grove,https://www.trulia.com/CA/Garden_Grove/,https://www.remax.com/homes-for-sale/ca/garden-grove/city/0629000,https://www.compass.com/homes-for-sale/garden-grove-ca/
georgetown texas homes for sale,51,3,4,7,18,1000,57,1.04,0.42,7460000,"informational, transactional",https://www.homelight.com/georgetown-tx/homes-for-sale,https://www.redfin.com/city/7477/TX/Georgetown,https://www.trulia.com/TX/Georgetown/,https://www.remax.com/homes-for-sale/tx/georgetown/city/4829336,https://www.compass.com/homes-for-sale/georgetown-tx/
glenview houses for sale,49,1,4,7,10,1000,48,0.25,0.35,5260000,"informational, transactional",https://www.homelight.com/glenview-il/homes-for-sale,https://www.redfin.com/city/7628/IL/Glenview,https://www.trulia.com/IL/Glenview/,https://www.remax.com/homes-for-sale/il/glenview/city/1729938,https://www.compass.com/homes-for-sale/glenview-il/
golden co real estate,40,3,4,5,11,1000,54,0.62,0.35,109000000,informational,https://www.homelight.com/golden-co/top-real-estate-agents,https://www.redfin.com/city/7884/CO/Golden,https://www.trulia.com/CO/Golden/,https://www.remax.com/homes-for-sale/co/golden/city/0830835,https://www.compass.com/homes-for-sale/golden-co/
grand prairie homes for sale,40,3,4,6,12,1000,51,0.82,0.43,96,"informational, transactional",https://www.homelight.com/grand-prairie-tx/homes-for-sale,https://www.redfin.com/city/30812/TX/Grand-Prairie,https://www.trulia.com/TX/Grand_Prairie/,https://www.remax.com/homes-for-sale/tx/grand-prairie/zip/75052,https://www.compass.com/homes-for-sale/grand-prairie-tx/
grand rapids real estate,53,3,4,8,42,1000,61,0.53,0.31,28600000,informational,https://www.homelight.com/grand-rapids-mi/top-real-estate-agents,https://www.redfin.com/city/8694/MI/Grand-Rapids,https://www.trulia.com/MI/Grand_Rapids/,https://www.remax.com/homes-for-sale/mi/grand-rapids/city/2634000,https://www.compass.com/homes-for-sale/grand-rapids-mi/
greensboro nc real estate,27,4,3,6,13,1000,64,0.50,0.27,11800000,informational,https://www.homelight.com/greensboro-nc/top-real-estate-agents,https://www.redfin.com/city/7161/NC/Greensboro,https://www.trulia.com/NC/Greensboro/,https://www.remax.com/homes-for-sale/nc/greensboro/city/3728000,https://www.compass.com/homes-for-sale/greensboro-nc/
greer sc homes for sale,43,4,3,6,22,1000,51,0.46,0.39,3670000,"informational, transactional",https://www.homelight.com/greer-sc/homes-for-sale/single-family-homes,https://www.redfin.com/city/7924/SC/Greer,https://www.trulia.com/SC/Greer/,https://www.remax.com/homes-for-sale/sc/greer/city/4530985,https://www.compass.com/homes-for-sale/greer-sc/
guilford ct real estate,14,7,5,9,13,1000,52,0.19,0.14,95,informational,https://www.homelight.com/guilford-ct/top-real-estate-agents,https://www.redfin.com/minorcivildivision/322/CT/Guilford,https://www.trulia.com/CT/Guilford/,https://www.remax.com/homes-for-sale/ct/guilford/city/0900934950,https://www.compass.com/homes-for-sale/guilford-ct/
helena real estate,54,28,3,4,36,1000,53,0.33,0.2,35900000,informational,https://www.homelight.com/helena-mt/top-real-estate-agents,https://www.redfin.com/city/35762/AL/Helena,https://www.trulia.com/MT/Helena/,https://www.remax.com/homes-for-sale/mt/helena/city/3035600,https://www.compass.com/agents/helena-zaludova/
hendersonville tn homes for sale,21,3,4,6,16,1000,61,0.83,0.35,0,"informational, transactional",https://www.homelight.com/hendersonville-tn/homes-for-sale,https://www.redfin.com/city/8509/TN/Hendersonville,https://www.trulia.com/TN/Hendersonville/,https://www.remax.com/homes-for-sale/tn/hendersonville/city/4733280,https://www.compass.com/homes-for-sale/hendersonville-tn/
home for sale 28227,22,4,6,7,20,1000,41,0.36,0.15,890000,"informational, transactional",https://www.homelight.com/homes-for-sale/zip/28227-nc,https://www.redfin.com/zipcode/28227,https://www.trulia.com/NC/Charlotte/28227/,https://www.remax.com/homes-for-sale/nc/charlotte/zip/28227,https://www.compass.com/homes-for-sale/charlotte-nc/
home for sale gainesville fl,42,4,3,6,12,1000,54,0.46,0.34,12200000,"informational, transactional",https://www.homelight.com/best-time-to-sell-house/gainesville-fl,https://www.redfin.com/city/6487/FL/Gainesville,https://www.trulia.com/FL/Gainesville/,https://www.remax.com/homes-for-sale/fl/gainesville/city/1225175,https://www.compass.com/homes-for-sale/gainesville-fl/
home for sale in lynn ma,43,3,5,7,17,1000,49,0.19,0.23,16500000,"informational, transactional",https://www.homelight.com/lynn-ma/top-real-estate-agents,https://www.redfin.com/city/9515/MA/Lynn,https://www.trulia.com/MA/Lynn/,https://www.remax.com/homes-for-sale/ma/lynn/city/2537490,https://www.compass.com/homes-for-sale/lynn-ma/
home for sale in san antonio tx,67,4,3,6,27,1000,66,0.81,0.42,75400000,"informational, transactional",https://www.homelight.com/san-antonio-tx/top-real-estate-agents,https://www.redfin.com/city/16657/TX/San-Antonio,https://www.trulia.com/TX/San_Antonio/,https://www.remax.com/homes-for-sale/tx/san-antonio/city/4865000,https://www.compass.com/homes-for-sale/san-antonio-tx/
home for sale in santa rosa,32,3,5,7,10,1000,58,0.35,0.36,93800000,"informational, transactional",https://www.homelight.com/best-time-to-sell-house/santa-rosa-ca,https://www.redfin.com/city/17911/CA/Santa-Rosa,https://www.trulia.com/CA/Santa_Rosa/,https://www.remax.com/homes-for-sale/ca/santa-rosa/city/0670098,https://www.compass.com/homes-for-sale/santa-rosa-ca/
homer glen homes for sale,45,3,5,7,27,1000,44,0.15,0.25,3310000,"informational, transactional",https://www.homelight.com/homer-glen-il/homes-for-sale/single-family-homes,https://www.redfin.com/city/9116/IL/Homer-Glen,https://www.trulia.com/IL/Homer_Glen/,https://www.remax.com/homes-for-sale/il/homer-glen/zip/60491,https://www.compass.com/homes-for-sale/homer-glen-il-60491/
homes for sale 63128,19,9,5,6,12,1000,45,0.35,0.14,97,"informational, transactional",https://www.homelight.com/homes-for-sale/zip/63128-mo,https://www.redfin.com/zipcode/63128,https://www.trulia.com/MO/Sappington/63128/,https://www.remax.com/homes-for-sale/mo/saint-louis/zip/63128,https://www.compass.com/homes-for-sale/st-louis-mo-63128/
homes for sale allentown pa,65,4,3,6,17,1000,56,0.27,0.37,3790000,"informational, transactional",https://www.homelight.com/allentown-pa/top-real-estate-agents,https://www.redfin.com/city/514/PA/Allentown,https://www.trulia.com/PA/Allentown/,https://www.remax.com/homes-for-sale/pa/allentown/city/4202000,https://www.compass.com/homes-for-sale/allentown-pa/
homes for sale alton il,50,5,2,6,20,1000,49,0.30,0.3,96,"informational, transactional",https://www.homelight.com/alton-il/top-real-estate-agents,https://www.redfin.com/city/285/IL/Alton,https://www.trulia.com/IL/Alton/,https://www.remax.com/homes-for-sale/il/alton/city/1701114,https://www.compass.com/homes-for-sale/alton-il/
homes for sale auburn ny,50,6,3,5,16,1000,48,0.19,0.26,94,"informational, transactional",https://www.homelight.com/auburn-ny/top-real-estate-agents,https://www.redfin.com/city/815/NY/Auburn,https://www.trulia.com/NY/Auburn/,https://www.remax.com/homes-for-sale/ny/auburn/city/3603078,https://www.compass.com/homes-for-sale/auburn-ny-13021/
homes for sale bay village ohio,44,5,4,6,43,1000,49,0.15,0.21,15400000,"informational, transactional",https://www.homelight.com/bay-village-oh/top-real-estate-agents,https://www.redfin.com/city/1171/OH/Bay-Village,https://www.trulia.com/OH/Bay_Village/,https://www.remax.com/homes-for-sale/oh/bay-village/city/3904416,https://www.compass.com/homes-for-sale/bay-village-oh/has-pool/
homes for sale beacon ny,56,4,2,8,14,1000,51,0.25,0.35,99,"informational, transactional",https://www.homelight.com/beacon-ny/top-real-estate-agents,https://www.redfin.com/city/1356/NY/Beacon,https://www.trulia.com/NY/Beacon/,https://www.remax.com/homes-for-sale/ny/beacon/city/3605100,https://www.compass.com/homes-for-sale/beacon-ny/
homes for sale belchertown ma,48,8,4,5,17,1000,42,0.14,0.16,100,"informational, transactional",https://www.homelight.com/belchertown-ma/top-real-estate-agents,https://www.redfin.com/city/35620/MA/Belchertown,https://www.trulia.com/MA/Belchertown/,https://www.remax.com/homes-for-sale/ma/belchertown/city/2504790,https://www.compass.com/homes-for-sale/belchertown-center-belchertown-ma/
homes for sale belton mo,56,6,4,5,17,1000,44,0.36,0.3,2560000,"informational, transactional",https://www.homelight.com/belton-mo/top-real-estate-agents,https://www.redfin.com/city/1164/MO/Belton,https://www.trulia.com/MO/Belton/,https://www.remax.com/homes-for-sale/mo/belton/city/2904384,https://www.compass.com/homes-for-sale/belton-mo/
homes for sale belton tx,49,4,3,6,13,1000,50,0.50,0.35,1940000,"informational, transactional",https://www.homelight.com/best-time-to-sell-house/belton-tx,https://www.redfin.com/city/1948/TX/Belton,https://www.trulia.com/TX/Belton/,https://www.remax.com/homes-for-sale/tx/belton/city/4807492,https://www.compass.com/homes-for-sale/belton-tx/
homes for sale benicia ca,31,2,5,6,8,1000,49,0.29,0.34,1060000,"informational, transactional",https://www.homelight.com/benicia-ca/homes-for-sale/single-family-homes,https://www.redfin.com/city/1415/CA/Benicia,https://www.trulia.com/CA/Benicia/,https://www.remax.com/homes-for-sale/ca/benicia/city/0605290,https://www.compass.com/homes-for-sale/benicia-ca/
homes for sale berkeley springs wv,46,14,2,5,26,1000,49,0.26,0.32,96,"informational, transactional",https://www.homelight.com/berkeley-springs-wv/top-real-estate-agents,https://www.redfin.com/zipcode/25411,https://www.trulia.com/WV/Berkeley_Springs/,https://www.remax.com/homes-for-sale/wv/berkeley-springs/zip/25411,https://www.compass.com/homes-for-sale/berkeley-springs-wv/has-waterfront/
homes for sale berkley mi,42,5,4,6,28,1000,39,0.15,0.25,89,"informational, transactional",https://www.homelight.com/berkley-mi/sell-house-fast,https://www.redfin.com/city/1982/MI/Berkley,https://www.trulia.com/MI/Berkley/,https://www.remax.com/homes-for-sale/mi/berkley/city/2607660,https://www.compass.com/homes-for-sale/berkley-mi-48072/
homes for sale blount county tn,33,8,3,10,23,1000,47,0.19,0.16,726000,"informational, transactional",https://www.homelight.com/blount-county-tn/top-real-estate-agents,https://www.redfin.com/county/2549/TN/Blount-County,https://www.trulia.com/County/TN/Blount_Real_Estate/,https://www.remax.com/homes-for-sale/tn/maryville/blount-county-schools/school-district/4700300,https://www.compass.com/homes-for-sale/blount-county-tn/start=80/
homes for sale blountville tn,52,18,3,4,19,1000,48,0.38,0.2,2210000,"informational, transactional",https://www.homelight.com/blountville-tn/top-real-estate-agents,https://www.redfin.com/zipcode/37617,https://www.trulia.com/TN/Blountville/,https://www.remax.com/homes-for-sale/tn/blountville/city/4706740,https://www.compass.com/homes-for-sale/blountville-tn/
homes for sale brandon fl,37,5,3,6,20,1000,56,0.41,0.37,7450000,"informational, transactional",https://www.homelight.com/brandon-fl/homes-for-sale/single-family-homes,https://www.redfin.com/city/21605/FL/Brandon,https://www.trulia.com/FL/Brandon/,https://www.remax.com/homes-for-sale/fl/brandon/city/1208150,https://www.compass.com/homes-for-sale/brandon-fl/
homes for sale brewster ma,53,5,3,9,14,1000,47,0.16,0.26,3290000,"informational, transactional",https://www.homelight.com/brewster-ma/top-real-estate-agents,https://www.redfin.com/city/36096/MA/Brewster,https://www.trulia.com/MA/Brewster/,https://www.remax.com/homes-for-sale/ma/brewster/city/2507945,https://www.compass.com/homes-for-sale/brewster-ma/
