Keyword,homelight.com,homes.com,century21.com,coldwellbanker.com,sothebysrealty.com,Search Volume,Keyword Difficulty,CPC,Competition,Results,Keyword Intents,homelight.com (pages),homes.com (pages),century21.com (pages),coldwellbanker.com (pages),sothebysrealty.com (pages)
houses for sale valparaiso,0,10,8,11,23,1900,54,0.30,0.27,2670000,"informational, transactional",,https://www.homes.com/valparaiso-in/,https://www.century21.com/real-estate/valparaiso-in/LCINVALPARAISO/,https://www.coldwellbanker.com/for-sale-homes/Valparaiso-IN-20109c,https://www.sothebysrealty.com/eng/sales/va-chl
houses for sale westchester ny,0,7,9,46,14,1900,68,0.29,0.34,5540000,"informational, transactional",,https://www.homes.com/westchester-county-ny/,https://www.century21.com/real-estate/westchester-county-ny/LNNYWESTCHESTER/,https://www.coldwellbanker.com/coldwell-banker-realty-_-westchester-12683c,https://www.sothebysrealty.com/eng/sales/westchester-county-ny-area
houses for sale worcester,0,7,11,10,15,1900,55,0.27,0.36,10900000,"informational, transactional",,https://www.homes.com/worcester-county-ma/,https://www.century21.com/real-estate/worcester-ma/LCMAWORCESTER/,https://www.coldwellbanker.com/for-sale-homes/Worcester-MA-9904c,https://www.sothebysrealty.com/eng/sales/worcester-ma-usa
houses for sale wyoming,0,8,4,26,7,1900,71,0.31,0.29,14100000,"informational, transactional",,https://www.homes.com/wyoming/,https://www.century21.com/real-estate/wyoming/LSWY/,https://www.coldwellbanker.com/for-sale-homes/Wyoming-OH-9929c,https://www.sothebysrealty.com/eng/sales/wy-usa
houses for sales in queens,0,7,10,17,24,1900,58,0.48,0.42,96,"informational, transactional",,https://www.homes.com/queens-county-ny/,https://www.century21.com/real-estate/queens-county-ny/LNNYQUEENS/?s=20,https://www.coldwellbanker.com/for-sale-homes/Queens-NY-156625c,https://www.sothebysrealty.com/eng/sales/queens-county-ny-area
houses for sell in amarillo texas,0,4,6,10,27,1900,60,0.67,0.37,3500000,"informational, transactional",,https://www.homes.com/amarillo-tx/,https://www.century21.com/real-estate/amarillo-tx/LCTXAMARILLO/,https://www.coldwellbanker.com/for-sale-homes/Amarillo-TX-10217c,https://www.sothebysrealty.com/houston/eng/sales/amarillo-tx-usa
houses in austin tx,0,6,11,40,20,1900,79,1.10,0.35,39500000,informational,,https://www.homes.com/austin-tx/,https://www.century21.com/real-estate/austin-tx/LCTXAUSTIN/,https://www.coldwellbanker.com/for-sale-homes/Austin-TX-35c,https://www.sothebysrealty.com/eng/sales/austin-tx-usa
houses in colorado springs,0,8,10,11,17,1900,75,1.87,0.43,27700000,informational,,https://www.homes.com/colorado-springs-co/,https://www.century21.com/real-estate/colorado-springs-co/LCCOCOLORADOSPRINGS/,https://www.coldwellbanker.com/for-sale-homes/Colorado-Springs-CO-2160c,https://www.sothebysrealty.com/eng/sales/colorado-springs-co-usa
houses in denver colorado,0,6,14,18,16,1900,73,1.30,0.33,20700000,informational,,https://www.homes.com/denver-co/homes-for-sale/,https://www.century21.com/real-estate/denver-co/LCCODENVER/,https://www.coldwellbanker.com/for-sale-homes/Denver-CO-2546c,https://www.sothebysrealty.com/eng/sales/denver-co-usa
houses in hawaii for sale,0,28,14,43,7,1900,80,0.56,0.41,825000000,"informational, transactional",,https://www.homes.com/hawaii/houses-for-sale/,https://www.century21.com/real-estate/hawaii/LSHI/,https://www.coldwellbanker.com/for-sale-homes/Honolulu-HI-21523c,https://www.sothebysrealty.com/eng/sales/hi-usa
houses in jacksonville fl,0,6,10,33,40,1900,77,1.08,0.32,19200000,informational,,https://www.homes.com/jacksonville-fl/,https://www.century21.com/real-estate/jacksonville-fl/LCFLJACKSONVILLE/,https://www.coldwellbanker.com/for-sale-homes/Jacksonville-FL-373c,https://www.sothebysrealty.com/eng/sales/jacksonville-fl-usa
houses in nashville tn,0,6,7,20,16,1900,78,0.98,0.33,17600000,informational,,https://www.homes.com/nashville-tn/,https://www.century21.com/real-estate/nashville-tn/LCTNNASHVILLE/,https://www.coldwellbanker.com/for-sale-homes/Nashville-TN-232c,https://www.sothebysrealty.com/eng/sales/nashville-tn-usa
houses in phoenix arizona,0,5,11,88,23,1900,79,1.15,0.28,20100000,informational,,https://www.homes.com/phoenix-az/,https://www.century21.com/real-estate/phoenix-az/LCAZPHOENIX/,https://www.coldwellbanker.com/for-sale-homes/Phoenix-AZ-6917c,https://www.sothebysrealty.com/eng/sales/phoenix-az-usa
houses in san antonio,0,7,9,19,16,1900,74,1.24,0.33,61500000,informational,,https://www.homes.com/san-antonio-tx/,https://www.century21.com/real-estate/san-antonio-tx/LCTXSANANTONIO/,https://www.coldwellbanker.com/for-sale-homes/San-Antonio-TX-7921c,https://www.sothebysrealty.com/eng/sales/san-antonio-tx-usa
houses in seattle,0,6,11,12,13,1900,74,1.06,0.21,76200000,informational,,https://www.homes.com/seattle-wa/,https://www.century21.com/real-estate/seattle-wa/LCWASEATTLE/,https://www.coldwellbanker.com/for-sale-homes/Seattle-WA-130c,https://www.sothebysrealty.com/eng/sales/seattle-wa-usa
houses in staten island for sale,0,7,9,18,17,1900,64,0.36,0.34,77,"informational, transactional",,https://www.homes.com/staten-island-ny/,https://www.century21.com/real-estate/staten-island-ny/LCNYSTATENISLAND/,https://www.coldwellbanker.com/for-sale-homes/Staten-Island-NY-22483c,https://www.sothebysrealty.com/eng/sales/staten-island-ny-usa
houses in vt for sale,0,37,4,39,10,1900,76,0.28,0.24,13700000,"informational, transactional",,https://www.homes.com/orange-county-vt/,https://www.century21.com/real-estate/vermont/LSVT/,https://www.coldwellbanker.com/for-sale-homes/Randolph-VT-18301c,https://www.sothebysrealty.com/eng/sales/vt-usa
houses in wyoming,0,7,4,44,6,1900,73,0.29,0.21,29800000,informational,,https://www.homes.com/wyoming/,https://www.century21.com/real-estate/wyoming/LSWY/,https://www.coldwellbanker.com/wyoming-real-estate-brokers?src=hp,https://www.sothebysrealty.com/eng/sales/wy-usa
houses with land for sale,0,11,56,65,32,1900,71,0.57,0.37,96,transactional,,https://www.homes.com/land-for-sale/,https://www.century21.com/property-search-map,https://www.coldwellbanker.com/,https://www.sothebysrealty.com/eng/sales/int/farm-ranch-lstyle
houston homes,0,6,10,47,21,1900,80,1.10,0.19,146000000,informational,,https://www.homes.com/houston-tx/,https://www.century21.com/real-estate/houston-tx/LCTXHOUSTON/,https://www.coldwellbanker.com/for-sale-homes/Houston-TX-4206c,https://www.sothebysrealty.com/eng/sales/houston-tx-usa
hurley ny,0,54,70,47,73,1900,43,0.40,0.02,20400000,informational,,https://www.homes.com/hurley-ny/,https://www.century21.com/real-estate/hurley-ny/LCNYHURLEY/,https://www.coldwellbanker.com/for-sale-homes/Hurley-NY-4269c,https://www.sothebysrealty.com/eng/sales/hurley-ny-usa
idaho houses for sale,0,8,9,40,14,1900,76,0.66,0.36,20100000,"informational, transactional",,https://www.homes.com/idaho/houses-for-sale/,https://www.century21.com/property-search-map-Idaho-SID,https://www.coldwellbanker.com/for-sale-homes/Montpelier-ID-16701c,https://www.sothebysrealty.com/eng/sales/id-usa
indiana lake homes for sale,0,45,42,77,33,1900,60,0.19,0.15,23100000,"informational, transactional",,https://www.homes.com/lake-county-in/,https://www.century21.com/real-estate/hamilton-in/LCINHAMILTON/,https://www.coldwellbanker.com/,https://www.sothebysrealty.com/eng/sales/in-usa
indiana real estate,0,5,4,36,79,1900,71,0.41,0.26,175000000,commercial,,https://www.homes.com/indiana/,https://www.century21.com/property-search-map-Indiana-SIN,https://www.coldwellbanker.com/indiana-real-estate-brokers?src=hp,https://www.sothebysrealty.com/eng/sales/in-usa
inlet beach fl,0,57,29,16,79,1900,39,1.47,0.09,67400000,"informational, transactional",,https://www.homes.com/inlet-beach-fl/land-for-sale/,https://www.century21.com/real-estate/inlet-beach-fl/LCFLINLETBEACH/,https://www.coldwellbanker.com/for-sale-homes/Inlet-Beach-FL-45641c,https://www.sothebysrealty.com/eng/sales/inlet-beach-fl-usa
jackson hole real estate,0,55,11,14,4,1900,62,0.65,0.36,18300000,commercial,,https://www.homes.com/jackson-wy/,https://www.century21.com/real-estate/jackson-wy/LCWYJACKSON/,https://www.coldwellbanker.com/for-sale-homes/Jackson-WY-14984c,https://www.sothebysrealty.com/eng/sales/jackson-hole-usa
jacksonville fl real estate,0,7,8,11,37,1900,70,0.76,0.37,23600000,informational,,https://www.homes.com/jacksonville-fl/,https://www.century21.com/real-estate/jacksonville-fl/LCFLJACKSONVILLE/,https://www.coldwellbanker.com/for-sale-homes/Jacksonville-FL-373c,https://www.sothebysrealty.com/eng/sales/jacksonville-fl-usa
jupiter florida homes for sale,0,11,7,8,10,1900,57,0.49,0.37,5240000,"informational, transactional",,https://www.homes.com/jupiter-fl/,https://www.century21.com/real-estate/jupiter-fl/LCFLJUPITER/,https://www.coldwellbanker.com/for-sale-homes/Jupiter-FL-4533c,https://www.sothebysrealty.com/eng/sales/jupiter-fl-usa
kamuela,0,76,62,28,49,1900,49,1.95,0.01,2320000,informational,,https://www.homes.com/kamuela-hi/,https://www.century21.com/real-estate/kamuela-hi/LCHIKAMUELA/,https://www.coldwellbanker.com/for-sale-homes/Kamuela-HI-22397c,https://www.sothebysrealty.com/eng/sales/kamuela-hi-usa
katy homes for sale,0,8,9,20,12,1900,62,1.17,0.47,11800000,"informational, transactional",,https://www.homes.com/katy-tx/,https://www.century21.com/real-estate/katy-tx/LCTXKATY/,https://www.coldwellbanker.com/for-sale-homes/Katy-TX-4547c,https://www.sothebysrealty.com/eng/sales/katy-tx-usa
kissimmee homes for sale,0,6,10,25,14,1900,63,0.65,0.48,8040000,"informational, transactional",,https://www.homes.com/kissimmee-fl/,https://www.century21.com/real-estate/kissimmee-fl/LCFLKISSIMMEE/,https://www.coldwellbanker.com/for-sale-homes/Kissimmee-FL-4659c,https://www.sothebysrealty.com/eng/sales/kissimmee-fl-usa
knoxville homes for sale,0,7,9,10,12,1900,68,0.45,0.38,10900000,"informational, transactional",,https://www.homes.com/knoxville-tn/,https://www.century21.com/real-estate/knoxville-tn/LCTNKNOXVILLE/,https://www.coldwellbanker.com/for-sale-homes/Knoxville-TN-15350c,https://www.sothebysrealty.com/eng/sales/knoxville-tn-usa
knoxville tn house for sale,0,6,9,10,14,1900,67,0.47,0.38,12400000,"informational, transactional",,https://www.homes.com/knoxville-tn/,https://www.century21.com/real-estate/knoxville-tn/LCTNKNOXVILLE/,https://www.coldwellbanker.com/for-sale-homes/Knoxville-TN-15350c,https://www.sothebysrealty.com/eng/sales/knoxville-tn-usa
la grange ca,0,18,53,19,70,1900,32,0.17,0.03,19800000,"informational, transactional",,https://www.homes.com/la-grange-ca/,https://www.century21.com/real-estate/la-grange-ca/LCCALAGRANGE/,https://www.coldwellbanker.com/for-sale-homes/La-Grange-CA-4681c,https://www.sothebysrealty.com/eng/sales/la-grange-ca-usa
la jolla homes for sale,0,9,13,34,7,1900,54,0.63,0.34,3810000,"informational, transactional",,https://www.homes.com/la-jolla-ca/,https://www.century21.com/real-estate/la-jolla-ca/LCCALAJOLLA/,https://www.coldwellbanker.com/for-sale-homes/La-Jolla-CA-4689c,https://www.sothebysrealty.com/eng/sales/la-jolla-ca-usa
la rue tx,0,60,29,64,54,1900,35,1.11,0.01,2390000,informational,,https://www.homes.com/larue-tx/,https://www.century21.com/real-estate/larue-tx/LCTXLARUE/,https://www.coldwellbanker.com/for-sale-homes/Larue-TX-21171c,https://www.sothebysrealty.com/eng/sales/larue-tx-usa
lake forest homes for sale,0,13,16,17,15,1900,59,0.38,0.25,68800000,"informational, transactional",,https://www.homes.com/lake-forest-ca/,https://www.century21.com/real-estate/lake-forest-ca/LCCALAKEFOREST/,https://www.coldwellbanker.com/for-sale-homes/Lake-Forest-IL-4755c,https://www.sothebysrealty.com/eng/sales/lake-forest-il-usa
land for sale houston,0,16,14,31,27,1900,46,0.58,0.45,96,transactional,,https://www.homes.com/houston-tx/77016/land-for-sale/,https://www.century21.com/real-estate/houston-tx/LCTXHOUSTON/?pt=4,https://www.coldwellbanker.com/for-sale-homes/Houston-TX-4206c/propertytype_LAND,https://www.sothebysrealty.com/eng/sales/houston-tx-usa
land for sale illinois,0,40,9,79,29,1900,45,0.13,0.3,89000000,"informational, transactional",,https://www.homes.com/illinois/land-for-sale/,https://www.century21.com/real-estate/illinois/LSIL/?pt=4,https://www.coldwellbanker.com/,https://www.sothebysrealty.com/eng/sales/il-usa/land-type
land for sale in ca,0,21,12,52,22,1900,54,0.36,0.38,77,transactional,,https://www.homes.com/orange-county-ca/land-for-sale/,https://www.century21.com/real-estate/california/LSCA/?pt=4,https://www.coldwellbanker.com/,https://www.sothebysrealty.com/eng/sales/ca-usa
land for sale in las vegas,0,12,13,44,25,1900,51,0.47,0.5,93,transactional,,https://www.homes.com/las-vegas-nv/land-for-sale/,https://www.century21.com/real-estate/las-vegas-nv/LCNVLASVEGAS/?pt=4,https://www.coldwellbanker.com/for-sale-homes/Las-Vegas-NV-221c,https://www.sothebysrealty.com/eng/sales/las-vegas-nv-usa/land-type
land for sale in washington,0,23,24,69,20,1900,53,0.34,0.32,702000000,transactional,,https://www.homes.com/washington-county-or/land-for-sale/,https://www.century21.com/real-estate/washington/LSWA/?pt=4&s=20,https://www.coldwellbanker.com/for-sale-homes/Washington-DC-9373c,https://www.sothebysrealty.com/eng/sales/wa-usa
land for sale jacksonville fl,0,7,25,30,38,1900,42,0.65,0.48,16300000,"informational, transactional",,https://www.homes.com/jacksonville-fl/land-for-sale/,https://www.century21.com/real-estate/jacksonville-fl/LCFLJACKSONVILLE/?pt=4,https://www.coldwellbanker.com/for-sale-homes/Jacksonville-FL-373c,https://www.sothebysrealty.com/eng/sales/jacksonville-fl-usa
land for sale sc,0,20,16,76,31,1900,58,0.21,0.38,97,transactional,,https://www.homes.com/bluffton-sc/land-for-sale/,https://www.century21.com/real-estate/south-carolina/LSSC/?pt=4,https://www.coldwellbanker.com/,https://www.sothebysrealty.com/eng/sales/sc-usa
land sales washington,0,29,26,56,42,1900,50,0.34,0.32,283000000,commercial,,https://www.homes.com/washington-county-or/land-for-sale/,https://www.century21.com/real-estate/washington/LSWA/?pt=4&s=40,https://www.coldwellbanker.com/for-sale-homes/Washington-CT-21222c,https://www.sothebysrealty.com/eng/sales/wa-usa
las vegas homes for sale with pool,0,39,67,99,60,1900,48,0.91,0.55,46100000,"informational, transactional",,https://www.homes.com/las-vegas-nv/,https://www.century21.com/real-estate/las-vegas-nv/LCNVLASVEGAS/,https://www.coldwellbanker.com/property/link/M-2395622-GLVAR/detail,https://www.sothebysrealty.com/eng/sales/las-vegas-nv-usa
leona valley,0,92,12,88,74,1900,31,0.00,0,7700000,"informational, transactional",,https://www.homes.com/leona-valley-ca/,https://www.century21.com/real-estate/leona-valley-ca/LCCALEONAVALLEY/,https://www.coldwellbanker.com/for-sale-homes/Leona-Valley-CA-4999c,https://www.sothebysrealty.com/eng/sales/leona-valley-ca-usa
lewiston idaho real estate,0,9,6,8,23,1900,57,0.24,0.27,3130000,informational,,https://www.homes.com/lewiston-id/,https://www.century21.com/real-estate/lewiston-id/LCIDLEWISTON/,https://www.coldwellbanker.com/for-sale-homes/Lewiston-ID-15680c,https://www.sothebysrealty.com/eng/sales/lewiston-id-usa
livermore co,0,22,56,66,83,1900,39,0.25,0.01,18500000,"informational, transactional",,https://www.homes.com/livermore-co/,https://www.century21.com/real-estate/livermore-co/LCCOLIVERMORE/,https://www.coldwellbanker.com/for-sale-homes/Livermore-CO-5127c,https://www.sothebysrealty.com/eng/sales/livermore-co-usa
livermore homes for sale ca,0,14,10,12,19,1900,52,0.46,0.35,69,"informational, transactional",,https://www.homes.com/livermore-ca/,https://www.century21.com/real-estate/livermore-ca/LCCALIVERMORE/,https://www.coldwellbanker.com/for-sale-homes/Livermore-CA-5126c,https://www.sothebysrealty.com/eng/sales/south-livermore-livermore-ca-usa
london homes for sale,0,34,23,45,1,1900,70,0.29,0.07,199000000,transactional,,https://www.homes.com/london-ky/,https://www.century21.com/real-estate/london-ky/LCKYLONDON/,https://www.coldwellbanker.com/for-sale-homes/New-London-NH-17091c,https://www.sothebysrealty.com/eng/sales/london-en-gbr
long island homes for sale,0,27,19,60,10,1900,63,1.39,0.32,85,"informational, transactional",,https://www.homes.com/suffolk-county-ny/,https://www.century21.com/real-estate/long-island-city-ny/LCNYLONGISLANDCITY/,https://www.coldwellbanker.com/,https://www.sothebysrealty.com/eng/sales/long-island-ny-area
los angeles homes,0,5,11,35,10,1900,85,0.51,0.19,218000000,informational,,https://www.homes.com/los-angeles-ca/,https://www.century21.com/real-estate/los-angeles-ca/LCCALOSANGELES/,https://www.coldwellbanker.com/for-sale-homes/Los-Angeles-CA-5204c,https://www.sothebysrealty.com/eng/sales/los-angeles-ca-usa
madison homes for sale,0,11,9,8,19,1900,58,0.53,0.28,99,"informational, transactional",,https://www.homes.com/madison-wi/,https://www.century21.com/real-estate/madison-wi/LCWIMADISON/,https://www.coldwellbanker.com/for-sale-homes/Madison-WI-16020c,https://www.sothebysrealty.com/eng/sales/madison-ct-usa
madison houses for sale,0,11,9,8,22,1900,58,0.55,0.34,28700000,"informational, transactional",,https://www.homes.com/madison-wi/,https://www.century21.com/real-estate/madison-wi/LCWIMADISON/,https://www.coldwellbanker.com/for-sale-homes/Madison-WI-16020c,https://www.sothebysrealty.com/eng/sales/madison-ct-usa
maine real estate for sale,0,57,6,55,20,1900,75,0.22,0.28,72900000,"informational, transactional",,https://www.homes.com/maine/,https://www.century21.com/real-estate/maine/LSME/,https://www.coldwellbanker.com/maine-real-estate-brokers?src=hp,https://www.sothebysrealty.com/eng/sales/me-usa
malibu houses,0,20,28,24,5,1900,73,0.64,0.2,15000000,informational,,https://www.homes.com/malibu-ca/,https://www.century21.com/real-estate/malibu-ca/LCCAMALIBU/?pt=1,https://www.coldwellbanker.com/for-sale-homes/Malibu-CA-5332c,https://www.sothebysrealty.com/eng/sales/malibu-ca-usa
manaloking nj,0,38,56,57,16,1900,50,0.34,0.04,957000,informational,,https://www.homes.com/mantoloking-nj/,https://www.century21.com/real-estate/mantoloking-nj/LCNJMANTOLOKING/,https://www.coldwellbanker.com/for-sale-homes/Mantoloking-NJ-5383c,https://www.sothebysrealty.com/eng/sales/mantoloking-nj-usa
maryland real estate,0,8,7,77,24,1900,74,0.78,0.23,142000000,informational,,https://www.homes.com/maryland/,https://www.century21.com/real-estate/maryland/LSMD/,https://www.coldwellbanker.com/maryland-real-estate-brokers?src=hp,https://www.sothebysrealty.com/eng/sales/md-usa
massachusetts homes for sale,0,9,4,16,13,1900,72,0.39,0.28,82,"informational, transactional",,https://www.homes.com/massachusetts/,https://www.century21.com/real-estate/massachusetts/LSMA/,https://www.coldwellbanker.com/for-sale-homes/Cape-Cod-MA-165155c,https://www.sothebysrealty.com/eng/sales/ma-usa
mcallen texas homes for sale,0,7,10,9,15,1900,57,0.27,0.36,97,"informational, transactional",,https://www.homes.com/mcallen-tx/,https://www.century21.com/real-estate/mcallen-tx/LCTXMCALLEN/,https://www.coldwellbanker.com/for-sale-homes/McAllen-TX-16312c,https://www.sothebysrealty.com/eng/sales/mcallen-tx-usa
me homes,0,10,6,22,17,1900,77,0.00,0,1830000000,informational,,https://www.homes.com/,https://www.century21.com/real-estate/maine/LSME/,https://www.coldwellbanker.com/for-sale-homes/York-ME-21592c,https://www.sothebysrealty.com/eng/sales/me-usa
merced houses for sale,0,8,7,10,12,1900,62,0.17,0.3,4450000,"informational, transactional",,https://www.homes.com/merced-ca/,https://www.century21.com/real-estate/merced-ca/LCCAMERCED/,https://www.coldwellbanker.com/for-sale-homes/Merced-CA-5617c,https://www.sothebysrealty.com/eng/sales/merced-ca-usa
mi wuk village,0,78,65,73,85,1900,30,0.37,0.01,1770000,"informational, transactional",,https://www.homes.com/mi-wuk-village-ca/,https://www.century21.com/real-estate/mi-wuk-village-ca/LCCAMIWUKVILLAGE/,https://www.coldwellbanker.com/for-sale-homes/Mi-Wuk-Village-CA-46055c,https://www.sothebysrealty.com/eng/sales/mi-wuk-village-ca-usa
miami homes,0,6,9,27,8,1900,73,0.70,0.13,113000000,informational,,https://www.homes.com/miami-fl/,https://www.century21.com/real-estate/miami-fl/LCFLMIAMI/,https://www.coldwellbanker.com/for-sale-homes/Miami-FL-5645c,https://www.sothebysrealty.com/eng/sales/miami-fl-usa
miami houses,0,5,10,76,6,1900,80,0.63,0.24,88100000,informational,,https://www.homes.com/miami-fl/,https://www.century21.com/real-estate/miami-fl/LCFLMIAMI/,https://www.coldwellbanker.com/for-sale-homes/Miami-FL-5645c,https://www.sothebysrealty.com/eng/sales/miami-fl-usa
miller place ny,0,55,89,25,54,1900,48,0.17,0.01,246000000,informational,,https://www.homes.com/miller-place-ny/,https://www.century21.com/real-estate/miller-place-ny/LCNYMILLERPLACE/,https://www.coldwellbanker.com/for-sale-homes/Miller-Place-NY-5722c,https://www.sothebysrealty.com/eng/sales/miller-place-ny-usa
minnesota houses for sale,0,8,5,48,13,1900,78,0.50,0.36,27700000,"informational, transactional",,https://www.homes.com/minnesota/,https://www.century21.com/real-estate/minnesota/LSMN/,https://www.coldwellbanker.com/for-sale-homes/Dent-MN-155377c,https://www.sothebysrealty.com/eng/sales/mn-usa
mississippi homes for sale,0,5,4,28,15,1900,62,0.32,0.28,28000000,"informational, transactional",,https://www.homes.com/mississippi/,https://www.century21.com/real-estate/mississippi/LSMS/,https://www.coldwellbanker.com/for-sale-homes/Tupelo-MS-19977c,https://www.sothebysrealty.com/eng/sales/ms-usa
mississippi real estate,0,6,5,47,58,1900,64,0.36,0.29,108000000,informational,,https://www.homes.com/mississippi/,https://www.century21.com/real-estate/mississippi/LSMS/,https://www.coldwellbanker.com/mississippi-real-estate-brokers?src=hp,https://www.sothebysrealty.com/eng/sales/ms-usa
missouri homes for sale,0,5,4,66,26,1900,64,0.37,0.24,100,"informational, transactional",,https://www.homes.com/missouri/,https://www.century21.com/real-estate/missouri/LSMO/,https://www.coldwellbanker.com/,https://www.sothebysrealty.com/eng/sales/mo-usa
mn homes for sale,0,7,8,20,16,1900,74,0.46,0.29,70,"informational, transactional",,https://www.homes.com/minnesota/,https://www.century21.com/real-estate/minnesota/LSMN/,https://www.coldwellbanker.com/for-sale-homes/Clearwater-MN-32745c,https://www.sothebysrealty.com/eng/sales/mn-usa
morgan hill homes for sale,0,7,10,14,15,1900,53,0.65,0.35,23600000,"informational, transactional",,https://www.homes.com/morgan-hill-ca/,https://www.century21.com/real-estate/morgan-hill-ca/LCCAMORGANHILL/,https://www.coldwellbanker.com/for-sale-homes/Morgan-Hill-CA-5890c,https://www.sothebysrealty.com/eng/sales/morgan-hill-ca-usa/price-high-sort/2-pg
murfreesboro tn homes for sale,0,7,10,42,11,1900,56,0.67,0.37,5120000,"informational, transactional",,https://www.homes.com/murfreesboro-tn/,https://www.century21.com/real-estate/murfreesboro-tn/LCTNMURFREESBORO/,https://www.coldwellbanker.com/for-sale-homes/Murfreesboro-TN-380c,https://www.sothebysrealty.com/eng/sales/murfreesboro-tn-usa
nashville tennessee homes for sale,0,6,8,39,16,1900,71,0.74,0.32,10900000,"informational, transactional",,https://www.homes.com/nashville-tn/,https://www.century21.com/real-estate/nashville-tn/LCTNNASHVILLE/,https://www.coldwellbanker.com/for-sale-homes/Nashville-TN-232c,https://www.sothebysrealty.com/eng/sales/nashville-tn-usa
nevada homes for sale,0,6,5,23,11,1900,70,0.45,0.35,29600000,"informational, transactional",,https://www.homes.com/nevada/,https://www.century21.com/real-estate/nevada/LSNV/,https://www.coldwellbanker.com/for-sale-homes/Las-Vegas-NV-221c,https://www.sothebysrealty.com/eng/sales/nv-usa
new hampshire houses for sale,0,11,5,37,14,1900,71,0.33,0.25,26500000,"informational, transactional",,https://www.homes.com/new-hampshire/,https://www.century21.com/real-estate/new-hampshire/LSNH/,https://www.coldwellbanker.com/new-hampshire-real-estate-brokers?src=hp,https://www.sothebysrealty.com/eng/sales/nh-usa
new mexico houses,0,9,4,48,19,1900,71,0.57,0.18,191000000,informational,,https://www.homes.com/new-mexico/,https://www.century21.com/real-estate/new-mexico/LSNM/,https://www.coldwellbanker.com/for-sale-homes/Albuquerque-NM-312c,https://www.sothebysrealty.com/eng/sales/nm-usa
new orleans homes for sale,0,9,8,20,10,1900,65,0.29,0.34,18900000,"informational, transactional",,https://www.homes.com/new-orleans-la/,https://www.century21.com/real-estate/new-orleans-la/LCLANEWORLEANS/,https://www.coldwellbanker.com/for-sale-homes/New-Orleans-LA-17106c,https://www.sothebysrealty.com/eng/sales/new-orleans-la-usa
new port richey homes for sale,0,10,9,15,13,1900,57,0.40,0.45,94,"informational, transactional",,https://www.homes.com/new-port-richey-fl/,https://www.century21.com/real-estate/new-port-richey-fl/LCFLNEWPORTRICHEY/,https://www.coldwellbanker.com/for-sale-homes/New-Port-Richey-FL-6155c,https://www.sothebysrealty.com/eng/sales/new-port-richey-fl-usa
new smyrna beach homes for sale,0,9,8,11,12,1900,59,0.41,0.42,4110000,"informational, transactional",,https://www.homes.com/new-smyrna-beach-fl/,https://www.century21.com/real-estate/new-smyrna-beach-fl/LCFLNEWSMYRNABEACH/,https://www.coldwellbanker.com/for-sale-homes/New-Smyrna-Beach-FL-17123c,https://www.sothebysrealty.com/eng/sales/new-smyrna-beach-fl-usa
newalla ok,0,28,22,27,89,1900,23,0.24,0.01,1690000,informational,,https://www.homes.com/newalla-ok/,https://www.century21.com/real-estate/newalla-ok/LCOKNEWALLA/,https://www.coldwellbanker.com/for-sale-homes/Newalla-OK-62652c,https://www.sothebysrealty.com/eng/sales/newalla-ok-usa
north carolina houses,0,6,5,90,11,1900,77,0.60,0.26,123000000,informational,,https://www.homes.com/north-carolina/,https://www.century21.com/real-estate/north-carolina/LSNC/,https://www.coldwellbanker.com/north-carolina-real-estate-brokers?src=hp,https://www.sothebysrealty.com/eng/sales/nc-usa
north myrtle beach real estate,0,9,5,10,26,1900,60,0.95,0.39,12800000,informational,,https://www.homes.com/north-myrtle-beach-sc/,https://www.century21.com/real-estate/north-myrtle-beach-sc/LCSCNORTHMYRTLEBEACH/,https://www.coldwellbanker.com/for-sale-homes/North-Myrtle-Beach-SC-450c,https://www.sothebysrealty.com/eng/sales/north-myrtle-beach-sc-usa
north wildwood homes for sale,0,15,9,32,14,1900,52,0.13,0.29,85,"informational, transactional",,https://www.homes.com/wildwood-nj/,https://www.century21.com/real-estate/north-wildwood-nj/LCNJNORTHWILDWOOD/,https://www.coldwellbanker.com/for-sale-homes/North-Wildwood-NJ-17296c,https://www.sothebysrealty.com/eng/sales/north-wildwood-nj-usa/2-pg
oak island ny,0,42,13,43,49,1900,48,0.00,0.01,94500000,informational,,https://www.homes.com/oak-island-nc/,https://www.century21.com/real-estate/oak-island-ny/LCNYOAKISLAND/,https://www.coldwellbanker.com/coldwell-banker-sea-coast-advantage-11037c/oak-island-office-308109d,https://www.sothebysrealty.com/eng/sales/oak-island-nc-usa
ok houses for sale,0,8,4,17,15,1900,75,0.54,0.34,79,"informational, transactional",,https://www.homes.com/oklahoma-city-ok/,https://www.century21.com/real-estate/oklahoma/LSOK/,https://www.coldwellbanker.com/for-sale-homes/Pryor-OK-21468c,https://www.sothebysrealty.com/eng/sales/ok-usa
oklahoma city homes for sale,0,6,7,10,12,1900,62,0.58,0.34,29000000,"informational, transactional",,https://www.homes.com/oklahoma-city-ok/,https://www.century21.com/real-estate/oklahoma-city-ok/LCOKOKLAHOMACITY/,https://www.coldwellbanker.com/for-sale-homes/Oklahoma-City-OK-17436c,https://www.sothebysrealty.com/eng/sales/oklahoma-city-ok-usa
